,title,text,date,rating
1316,"Comida deliciosa, caneca de cerveja enormes","Billabong hour! Dose dupla de cerveja, as canecas são de vidro grosso, vêm BRANCAS de tão frias, o chopp é muito bom; a comida eu adoro, recomendo sempre a Ribs on the Barbie, que é a costela de porco com maçã caramelada.
O problema é...Mais",22 de julho de 2015,bubble_40
1317,Chopp e Caipirosca :),"Aos admiradores de um chopp bem gelado, ou mesmo uma caipirosca de melão o lugar é este. Pode ir sem medo. Neste outback de brasília não provei a comida. Apenas o chopp e a caipirosca. Mas devem seguir o mesmo nível. Excelente! Apenas o preço...Mais",21 de julho de 2015,bubble_50
1318,Padrão Outback,"Fui sozinha num domingo por vota das 13h e me sentei ao bar. Os garçons são simpáticos, rápidos e efetivos. O meu outback special estava no ponto perfeito e as batatas super quentinhas. Valeu a pena a ida a Guará para matar a vontade.",20 de julho de 2015,bubble_40
1319,Almoço com amigos,"Eu fui com pessoal do trabalho pedi uma costela estava deliciosa assim como shop estava estupidamente gelado. O ambiente possui vista para o lago, estava tudo limpo e organizado, a garçonete que nos atendeu foi simpática e prestativa. Sempre que bate uma vontade comer uma...Mais",20 de julho de 2015,bubble_50
1320,Muito boa opção para happy hour!,"O Outback do Park Shopping fica estrategicamente localizado próximo ao estacionamento gratuito e a um dos serviços de vallet do shopping. O local é grande, mas normalmente vive cheio. Logo, é bom chegar cedo. Normalmente, as pessoas pedem a Ribs, mas existem outros pratos bem...Mais",20 de julho de 2015,bubble_40
1321,Cebola frita!!!!,"Recomendo a todos os marinheiros de primeira viagem que peçam a cebola frita pois é deliciosa parece batata frita crocante e sabor inigualável, muito bom mesmo, vale a pena!",20 de julho de 2015,bubble_50
1322,Momento Outback,"Apesar de sempre cheio ainda é uma opção que compensa, basta se organizar com antecedência (principalmente em se tratando de grupos grandes e final de semana). Aconchegante, alegre, bom atendimento e ótima comida a rede oferece um serviço de qualidade.",20 de julho de 2015,bubble_40
1323,Sempre ótimo,"Outback é sinônimo de bom atendimento e comida boa. 
Todas as vezes que fui o padrão foi mantido com excelência.
Pena ter grandes filas de espera.",19 de julho de 2015,bubble_50
1324,"Boa comida, mas procure logo uma mesa de espera","É a maior loja em Brasília e está sempre cheia. Procure logo a atendente da lista de espera e procure uma mesa na área externa. O happy hour tem chopp em dose dupla até as 20h, recomendo pedir a batata com queijo ou a cebola...Mais",18 de julho de 2015,bubble_30
1325,Uma delicia,"Sempre muito bom ir ao Outback, todas as comidas são uma delicia. Mas nada se compara a famosa costela com barbecue. Funcionários sempre muito atenciosos.",18 de julho de 2015,bubble_50
1326,"Bom, mas espera-se demais","A comida é, como sempre, maravilhosa! Mas a demora no atendimento deixa a desejar e faz muitas vezes pensar duas vezes em ir.",17 de julho de 2015,bubble_50
1327,"Bom, mas com longo tempo de espera","Adoro o Outback! Sempre que possível gosto de ir lá para tomar um chopp e comer o famoso Bloomin' Onion, prato com cebola empanada. O único problema é o tempo de espera, que pode levar até mais de uma hora.",17 de julho de 2015,bubble_40
1328,Demora,"A comida no Outback é sempre muito boa. O problema é que sempre tem muita fila, e a partir do momento que você é acomodado em uma mesa, a demora no atendimento incomoda.
Geralmente gostamos de sentar no balcão, o atendimento é imediato. O chopp...Mais",16 de julho de 2015,bubble_40
1329,Delícia,"De fácil acesso, no Park Shopping, a Outback oferece um cardápio delicioso, do qual destaco a costela ao molho barbecue, que é imperdível. Por um bom custo benefício, você aproveita uma atmosfera descontraída e come muito bem.",16 de julho de 2015,bubble_40
1330,"Muito bom, o problema é a fila.","O outback é sempre bom, e o problema é sempre a espera, ou se chega muito cedo, ou espera. Como as pessoas precisam trabalhar, (pelo ou menos eu preciso) espero. Não vá em grupos grandes. Vai passar raiva.",15 de julho de 2015,bubble_40
1331,Delicioso,"Lugar bom pra namorar, sair com amigos e família, datas comemorativas, o pãozinho de entrada delicioso!",15 de julho de 2015,bubble_50
1332,Muito gostoso!,"A comida segue o delicioso padrão da rede, com destaque para a cebola de entrada. O pão preto também é um show à parte.
Os valores são justos.",15 de julho de 2015,bubble_40
1333,Melhor costelinha,"Frequento há alguns anos o outback do Shopping Iguatemi Brasília e pra mim eles servem a melhor costelinha de porco ao molho barbecue. Além da famosa cebola, que pessoalmente não sou fã. O problema é que fim de semana está sempre lotado e com filas...Mais",15 de julho de 2015,bubble_50
1334,Imperdível,"O outback Steakhouse do Park Shopping, como todo restaurante da rede, tem boas bebidas e comidas. Lugar para ir a dois, com família ou com amigos. Nos fins de semana é bom chegar mais cedo ou ir disposto a pegar uma filinha.",15 de julho de 2015,bubble_40
1335,Maravilhoso,"Tem nem o que dizer, aquele pãozinho que eles dão na entrada já faz tudo valer a pena, comida excelente, bebidas free refil, e atendentes simpáticos, único contra é a fila de espera, já que o restaurante está quase sempre cheio.",14 de julho de 2015,bubble_50
1336,PARA TODOS,"Apesar de ser uma casa de steaks pode-se comer praticamente de tudo neste restaurante, primoroso pela recepção e atendimento, fomos em quatro pessoas mais um bebe de um ano e todos ficamos satisfeitos, comi costelinhas a barbecue (as melhores que já comi) minha mulher comeu...Mais",14 de julho de 2015,bubble_50
1337,O bom australiano,"Pra quem curte bons cortes de carne e um chopp bem gelado, eis a refeição ideal...Ainda tem petiscos sensacionais que aliam sabor e bom gosto. Curto demais o Outback, especialmente quando tenho a oportunidade de sentar no balcão. Destaque para a cebola da casa e...Mais",14 de julho de 2015,bubble_50
1338,Tudo gostoso!,"A começar pelo atendimento é impecável, você tem a sensação de que é bem-vindo mesmo esperando horas na fila. Nunca tive uma experiência ruim com algum prato os meia preferidos são o hambúrguer e o salmão com risoni, uma delicia! Os drinks então nem se...Mais",13 de julho de 2015,bubble_50
1339,Excelente ,"Fui com uma amiga fomos muito bem atendidas, a comida sempre excelente, atendimento padrão!  Tomamos drinks pela metade do preço no happy hour! Amamos as wings! ❤️",13 de julho de 2015,bubble_50
1340,Diversão e Gastronomia,"Excelente opção de gastronomia e reunião de amigos. A experiência nos leva diretamente aos restaurante típicos da Austrália, em ambiente descontraído e televisões para transmissão de eventos esportivos.",13 de julho de 2015,bubble_40
1341,Outback,Para quem gosta de saborear uma boa carne em um ambiente diferenciado. O pãozinho servido de entrada não tem igual. Vem quentinho e a manteiga derrete... A salada Caesar também merece destaque. Os refrigerantes são em refil. Beba à vontade!,13 de julho de 2015,bubble_40
1342,Costela deliciosa!!!,"Como toda casa da rede, esta da Capital também é muito boa. A costela deliciosa e a cebola crisp com curry, demais! Atendimento um pouco lento devido ao número de clientes. Mas achei o tempo de espera razoável p/ o jantar, porque em São Paulo...Mais",12 de julho de 2015,bubble_40
1343,Muito gostoso e ótimo preço,"Umas das melhores carnes e porções de Brasília, comida bem temperada, sobremesas bem fartas e com um preço justo.
O lado ruim fica pela lotação do local e pela confusão que as vezes ocorre no agendamento das mesas, chegando cedo também é complicado porque não...Mais",12 de julho de 2015,bubble_40
1344,Vale a pena conhecer,"Um ótimo restaurante com uma ótima variedade de carnes, petiscos e sobremesas. Como sempre, tem fila de espera, porém quem vai com crianças tem algumas recepcionistas que fazem diurnas com balão, fornecem desenhos para colorir. Isso ajuda muito na hora da espera. Recomendo.",12 de julho de 2015,bubble_50
1345,Continua gostoso,Restaurante com o padrão Outback. A costelinha de porco continua ótimo. Mas tenho a impressão de que o preço está cada vez mais salgado...,11 de julho de 2015,bubble_40
1346,Restaurante excelente,"Comer no outback e sempre uma maravilha. A camisa sempre fantástica e o atendimento muito bom. Destaco o funcionário Felipe o qual nós atendeu com toda atenção e gentileza. Nem a espera para uma mesa atrapalhou o almoço. Muito bem recomendado, localizado no shopping Iguatemí...Mais",11 de julho de 2015,bubble_50
1347,Comida muito boa mas restaurante muito cheio,"A comida é muito boa, em especial a costelinha e o tbone. A cebola gigante é imperdível. Os preços são razoáveis. Agora a fila para entrar já me fez desistir algumas vezes. As vezes fica-se mais de uma hora esperando para conseguir uma mesa. Para...Mais",11 de julho de 2015,bubble_40
1348,Boa opção de Brasília,"Atendimento rápido, boas instalações e a facilidade de se estar no melhor shopping de Brasília. As opções são as que dão ao restaurante boas notas.",11 de julho de 2015,bubble_40
1349,Um pedacinho da Austrália no Brasil,"Para quem quer saborear uma deliciosa carne, com bons acompanhamentos, essa é uma boa pedida. 

Ambiente agradável, com decoração criativa, que deixa a experiência de uma boa refeição mais gratificante.

Chopp super gelado, carnes no ponto certo e um bom atendimento fazem dessa casa uma...Mais",10 de julho de 2015,bubble_40
1350,Maravilhoso!!,"Fui com minha esposa e amei o lugar, ambiente, atendimento e principalmente a comida, aquela cebola gigante empanada e a costelinha são maravilhosos!! Até o pão de entrada é muito gostoso e diferente!!! Recomendo!!",10 de julho de 2015,bubble_50
1351,Hoje o atendimento não estava bom,"Um dos motivos que me faz voltar a um restaurante é a qualidade do atendimento, mas hoje o atendimento deixou a desejar. Erraram duas vezes as bebidas e deu um certo trabalho para realizar a troca. Espero q melhorem",9 de julho de 2015,bubble_40
1352,Bom atendimento e comida saborosa,Tem diversas opções de pratos. As carnes são de excelente qualidade e respeitam o ponto. O atendimento é bom. Costuma ter filas enormes para entrar.,9 de julho de 2015,bubble_50
1353,Maravilhoso,"Tudo ultra mega gostoso , aquela batata recheada que delicia , o chopp super mega gelado e saboroso ,sem falar do atendimento personalizado fantástico.",9 de julho de 2015,bubble_50
1354,As melhores Ribs,"Melhor lugar para comer as famosas RIBS on the Barbie. O ambiente padronizado da rede é bem agradável e não causa desconforto, mesmo com a casa cheia. O único problema é a habitual fila, tempo de espera, e o atendimento já foi melhor.",9 de julho de 2015,bubble_40
1355,outback,"sempre especial, comida espetacular, garçons normalmente atenciosos e gerentes sempre prestativos, volto sempre, apesar da fila de espera demorada sempre. Memória gastronômica maravilhosa....",9 de julho de 2015,bubble_40
1356,Excelente restaurante,Excelente restaurante com menu bem variado. Ambiente legal com decoração temática. Os streams e a costelinha suína são os carros chefes.,9 de julho de 2015,bubble_50
1357,Atendimento e pãozinho,"O atendimento no Outback é muito bom, a comida é ótima... Aquele pãozinho nem se fala! Sempre está cheio, como eu não gosto de ficar esperando procuro chegar cedo.",9 de julho de 2015,bubble_50
1358,Ótimo atendimento,Happy hour fantástico. Bom atendimento. O chope mais gelado da cidade. Gosto muito de reunir os amigos.,9 de julho de 2015,bubble_50
1359,Fim de Tarde no outback,"Sem igual. No shopping, em local estrategico, com serviço de manobrista na porta, Fin de tarde na promocao e fora dela, otimo probrama. Ambiente caracteristico do outback, com otimo atendimento e cerveja gelada no ponto. Dispensa mais elogios. Recomendo.",9 de julho de 2015,bubble_50
1360,LOCAL SUPER AGRADÁVEL,"Esse lugar é fantástico, pois além juntar o útil ao agradável, ou seja, vamos as compras e em seguida, paramos para saborear uma maravilhosa cebola com um chopp geladinnho!!
Atendimento excelente, casa sempre cheia, porém atendimento rápido e eficiente.
Vale a pena conhecer!!",9 de julho de 2015,bubble_50
1361,o que não é bom?,"sinceramente nunca provei nada que não foce viciante, até o paozinho servido de espera é muito bom, palmas para a costela e a cebola, até o frango frito é exelente!",9 de julho de 2015,bubble_50
1362,Excelente atendimento ,"Ótima opção para jantar 
Demora muito 
Mas valeu a pena 
Chopp bem gelado
Excelente atendimento 
A
A
A
A
A
A
A
A
A
A
A
A
A",8 de julho de 2015,bubble_40
1363,Meu restaurante preferido em brasília,"Tirando a fila quilométrica em todo dia o tempo todo, é o melhor restaurante da cidade.

Todos os pratos são gostosos. Não sei nem escolher o melhor.",8 de julho de 2015,bubble_50
1364,Maravilhoso,"Atendimento maravilhoso!
Adoro o pão australiano quentinho com a manteiga.
Sempre que vamos pedimos a costela q dá pra 3 pessoas (acho que custa 59,00).
Guarde espaço para esta fantabulosa sobremesa, que também dividimos em 3...
Dá vontade de voltar toda semana..",8 de julho de 2015,bubble_50
1365,Carnes bem feitas,"Para se comer cortes de carnes bem escolhidas e com acompanhamentos bem feitos, este restaurante é muito bom, muitas vezes está muito lotado e se precisa aguardar muto tempo para se conseguir uma mesa.",8 de julho de 2015,bubble_50
1366,Local bom para estar com amigos e familia!,"Lugar de fácil acesso, dentro do shopinng, que oferece boas acomodações e boa comida num dia de passeio ao shopping, fora da praça de alimentação.
Pena que muitas vezes a espera seja tão demorada.  Mas, achei ótima a oferta da casa de pequenas porções de...Mais",8 de julho de 2015,bubble_40
1367,Vale á pena,"Vale a pena toda a espera para conseguir uma mesa. Ambiente agradável, atendimento impecável, comida sensacional. Preço razoável. Ótima opção sempre, desde um happy hour à um jantar romântico.",8 de julho de 2015,bubble_50
1368,Muito bom,"O chopp e o frozen são maravilhosos. O localizado no Park Shopping é ótimo porque nos permite passear pelo shopping enquanto se aguarda a fila de espera, já o ambiente é sempre lotado.",8 de julho de 2015,bubble_50
1369,A espera vale a pena,"Ir ao Outback exite disposição. Mas vencida a fila de espera demorada, é a melhor steakhouse!
fico com a tradicional ribs ao molho barbecue e a famosa onion rings.",7 de julho de 2015,bubble_40
1370,Maguinifico,"Maravilhosoooo, ambiente super agradável, preço bom, e a melhor costela que já comi! Indico muito!!!!",7 de julho de 2015,bubble_50
1371,Delicia de comida,"Ambiente muito agradável, com pouca luz. Os garçons são sempre atenciosos e rápidos. A comida não tem erro, é uma delícia. Servem sempre antes um pãozinho bem gostoso.

Gosto muito da Costelinha com Barbecue.",6 de julho de 2015,bubble_50
1372,Excelente para quem não come carne!,"Apesar de ser uma ""steak house"", o Outback tem excelentes opções para quem não come carne vermelha ou é vegetariano. Os peixes, massas e saladas com proteína animal além de deliciosos são bem servidos, já as saladas vegetarianas são pratos menores (são considerados entrada). Confesso...Mais",6 de julho de 2015,bubble_50
1373,Delicioso barbecue,"Restaurante bem localizado,  amplo e com atendimento eficiente.  Gostei muito da atenção às crianças: já na entrada ofereceram escultura de balão e ao aguardar a refeição foi oferecido material para colorir. Comida farta e saborosa. Molho barbecue delicioso!  Opção de bebida  free, pagando uma única...Mais",4 de julho de 2015,bubble_30
1374,Delicia,"Para quem gosta de uma boa comida e um atendimento de primeira esse é a dica, comi costela com molho barbecue simplesmente maravilhoso. O local dependendo do horário, você precisa esperar um pouco pra encontrar uma mesa, mas vale a pena a espera.",4 de julho de 2015,bubble_40
1375,Comida boa em ambiente agradável ,"Aqui o local agrada mais que a comida, não que a última seja ruim, é até boa, mas sem brilho. 
Como o ambiente desse bares/restaurantes australianos são agradáveis, no geral, vale a visita . 
Fins de semana absolutamente lotado.",4 de julho de 2015,bubble_40
1376,Preferido!!,"Acho que ainda não encontrei alguém que não goste desse restaurante. O único problema que sempre enfrentamos é o de sempre estar muito cheio, mas os atendentes procuram sempre arrumar um jeito de diminuir essa espera. A comida não demora muito, a sobremesa de sempre...Mais",3 de julho de 2015,bubble_50
1377,Incrível ,Sempre que eu vou ao outback steakhouse eu me surpreendo mais com a comida incrível que melhora cada vez mais com o atendimento incomparável é sensacional o ambiente onde tem as mesas é incrível é agradável.,3 de julho de 2015,bubble_50
1378,TOP,"Tudo uma delícia. Chopp gelado, variedade de pratos para almoço ou tira gosto. Ambiente muito agradável.",2 de julho de 2015,bubble_50
1379,"Adorava, mas a pimenta me afugentou","Adoro esse restaurante, mas ultimamente o chef se perdeu na quantidade de pimenta. 
Os pratos que sempre pedia e comia sem problema nenhum estão vindo muito apimentados do que o usual.
Na minha última visita, em 01/07/2015, não consegui comer o Shrimp Scampi Pasta (do...Mais",2 de julho de 2015,bubble_20
1380,Outback,Taí um lugar maravilhoso. Dificil dizer o que é mais gostoso. A carne é fantástica. Pena que o preço é meio salgado.,1 de julho de 2015,bubble_50
1381,Realmente uma porcaria,As duas vezes que eu fui ai não fui feliz...na primeira eu pedi frango sem pimente e veio cheio de pimenta na segunda meu hambúrguer demorou MUITO pra chegar e quando chegou estava frio...um lixo mesmo,1 de julho de 2015,bubble_20
1382,Maravilhoso ,"Muito agradável e os petiscos são deliciosos... 
A coxinha empanada, a batata frita e o suco de morango são divinos.... 
Adoroooo. Super recomendo!!!",1 de julho de 2015,bubble_50
1383,"Cheio, tempero bizarro, mas o chope é gelado","Não importa a hora que você chegue, o restaurante estará sempre cheio. Trata-se de um milagre, por certo. A comida é, na melhor das hipóteses, tragável. Pedimos um steak que parecia ter sido temperado após o cozimento: insosso por dentro e com toneladas de pimenta...Mais",30 de junho de 2015,bubble_20
1384,Melhor Happy Hour,"Excelente happy hour, com chopp dose dupla, super gelado. Recomendo ainda um macarrão ao molho branco com camarão. Sem mencionar a já tradicional costelinha ao molho barbecue.",30 de junho de 2015,bubble_50
1385,Sempre uma boa pedida,O outback em seus diversos enderecos e sempre ua boa opcao. Amo a cebola frita e a costela. Os sanduiches tambem sao muito bons. Precos mais altos que a media porem o padrao das franquias da rede. Unidade bem localizada. Otimo atendimento.,29 de junho de 2015,bubble_40
1386,Sempre muito cheio mas com a comida boa,Fomos em uma quinta-feira e estava cheio no horário de happy hour. Esperamos cerca de 1 hora e meia mesmo com criança. O atendimento dentro foi bom e dentro do padrão. A comida sempre boa. No dia o wifi não estava funcionando e não tivemos...Mais,29 de junho de 2015,bubble_40
1387,CHOPP  ZERO GRAU!,"Continua muito bom. Percebi que as porções diminuíram, que é uma pena! 
O chopp continua zero grau e com opção de chopp escuro também.",29 de junho de 2015,bubble_40
1388,Ma-ra-vi-lho-so,"O que dizer? A experiências no Outback são sempre maravilhosas, saladas em pratos frios, molhos deliciosos, os pontos das carnes sempre estão perfeitos, é super rápido, e o pãozinho de entrada é perfeito! Vale o preço que se paga!",29 de junho de 2015,bubble_50
1389,Comida deliciosa; atendimento excelente.,"Adoro os pratos do Outback, principalmente das entradas que valem por refeições. Só acho caro as bebidas alcoólicas, então vale a pena ir no horário do Billabong Hour. Ponto muito positivo para o atendimento, padrão internacional, que deveria ser descaradamente copiado pelos restaurantes do Brasil.",29 de junho de 2015,bubble_40
1390,Restaurante,"Como sempre este restaurante é maravilhoso , e sempre muito requisitado em todos os lugares onde já frequentei , quase sempre com espera , mas vale a pena .
Comida gostosa , atendimento nota dez , drink delicioso , ambiente agradável .
Lugar pra ir...Mais",28 de junho de 2015,bubble_40
1391,outback,"Como todo outback, comida boa...

Só o atendimento que achei um pouco devagar.... No mais lugar muito agradável !",27 de junho de 2015,bubble_30
1392,Chopp geladíssimo,"Bom para ir em grupo, casal, amigos, trabalho, comemorações, etc. O atendimento é rápido, comida boa, ambiente agradável e descontraído. Sempre tem uma fila de espera, mas vá sem pressa e aproveite. Recomendo.",26 de junho de 2015,bubble_40
1393,Perfeito!,"Amo o Outback em tudo, comida, atendimento, bom espaço, situado em um ótimo lugar. É perfeito para sair com os amigos, vou quase todos os meses e não enjoo nunca. Essa última vez comi aquele franguinho empanado, meu preferido. 
super indico!",25 de junho de 2015,bubble_50
1394,Restaurante maravilhoso!,"Um restaurante muito bom!! Comida excelente e ótimo atendimento! O chopp é ""estupidamente gelado"".. uma delícia! Recomendo e voltarei sempre que puder.",25 de junho de 2015,bubble_50
1395,Amo,"Adoro tudo a comida, o ambiente escurinho, o chá preto de lá é o melhor!!! A batata com queijo e bacon é ótima! O atendimento é excelente, preço é ótimo! É o Thunder nem se fala...",25 de junho de 2015,bubble_50
1396,Amoooo essa comida,Sempre que posso vou ao outback e pra mim a perfeição é pedir a costelinha! E encerrar com chocolate Thunder!  Só  que tem que chegar cedo pois sempre está muito cheio e a espera é longa.,24 de junho de 2015,bubble_50
1397,O chopp de lá é muito bom!,"Já fui diversas vezes e digo: o chopp do outback é muito bom, a comida também, e o atendimento sempre bom. O único ponto ruim é o longo tempo de espera.",22 de junho de 2015,bubble_40
1398,Uma boa opcão,"Fica claro que a especialidade da casa são as cebolas fritas. A outra pedida foi as costelas de porco com molho barbecue, já este prato deixou a desejar, a carne estava muito seca,  o molho apimentado e o pure de batatas que acompanhava o prato...Mais",21 de junho de 2015,bubble_40
1399,"Lotado, mas delicioso!","Apesar de estar constantemente em sua capacidade máxima de lotação (ou seja, é bastante difícil entrar em horários de rush), é um restaurante com um capricho único e um tempero maravilhoso. Vale à pena se submeter àquela fila quilometrica se você não estiver com pressa...",19 de junho de 2015,bubble_40
1400,Problemas,"Experiência ruim no outback do Pier. Um dos pratos veio com um cabelo e o chopp veio com um pedaço de carne.
Só vieram tentar tentar se retratar depois que fiz reclamação no site.
Adoro o outback, mas no de lá não volto mais.",16 de junho de 2015,bubble_30
1401,Cardápio muito confuso,"Comida boa ainda que o cardápio seja confuso. Não fui num dia lotado e mesmo assim, demorei para ser atendido. Mesa muito apertada. Não fuja do Ribs. É o melhor prato.",14 de junho de 2015,bubble_30
1402,Almoço Maravilhoso,"Atendimento excelente pessoas super educadas, Comida muito boa, lugar muito bonito, a Melhor cebola e do Putback, super índico ...",13 de junho de 2015,bubble_50
1403,Carnes bem temperadas e no ponto certo,"Um dos maiores problemas que encontramos em Brasília é conseguir que a carne venha ao ponto ou mal passada. No Outback a carne vem sempre no "" ponto do freguês"". O atendimento é eficiente, rápido e cortês. Os pratos são levemente apimentados em geral, e...Mais",12 de junho de 2015,bubble_40
1404,Ainda Vale a Fila,"A comida é a mesma no mundo inteiro e as filas também em boa parte do Brasil, mas o ambiente e a qualidade ainda fazem valer a pena as filas existentes.",12 de junho de 2015,bubble_40
1405,Comida boa e 2h30min de espera.,"Pegamos  a senha as 19hs, de uma  quarta-feira, para um happy. Fomos para um café  ao lado e ficamos esperando por 2h30min até   a liberação  da mesa. A comida é  boa, mas não  vale o tempo gasto. Vou pensar  duas vezes  em voltar lá",11 de junho de 2015,bubble_20
1406,Atendimento precisa melhorar muito.,"Precisa colocar mais de um garçom para servir as pessoas que esperam por uma mesa. Somente uma vez presenciei mais de um garçom atendendo e sempre alternadamente. Às vezes, ele some, já ficou 10 minutos sem aparecer ninguém. É muito tempo sem atendimento. Também há...Mais",10 de junho de 2015,bubble_20
1407,Diferente,"Pra quem já conhece não tem novidade. Atendimento muito bom, assim como a comida. 
Pra quem não conhece, vale muito a pena, especialmente a Costelinha e a cebola empanada.",7 de junho de 2015,bubble_40
1408,Continua bom..,"Dessa última vez que fui ao Outback PS foi tudo muito bom.. O garçom que me at breu foi muito simpatico.. Os pratos estavam deliciosos.. Suco então nem se fala. Só deixa a desejar a espera, mas compensa por está tão bom.",3 de junho de 2015,bubble_50
1409,Comida excelente,"Fui á unidade do Park Shopping, mas aprecio a do Pier 21 em dias de semana. Todas as franquias oferecem a mesma qualidade em seus pratos. Garçons prestativos e atenciosos, chopp gelado, carnes no ponto e bom custo benefício, uma vez que se tem porções...Mais",1 de junho de 2015,bubble_50
1410,ótimo almoço,"O ambiente é indiscutível , moderno e aconchegante. Atendimento rápido e pratos maravilhosos. Aos finais de semana, precisa chegar bem cedo e esperar muito pois a fila de espera é grande. Recomendo a todos.",1 de junho de 2015,bubble_50
1411,Adoro!,"Outback é bom e Barato !!!!
Esse restaurante sem dúvida é TOP, tudo é bom, e o atendimento é 10 ,parabéns !!!",30 de maio de 2015,bubble_50
1412,Sempre agradável!,"Atendimento exemplar, comida sempre mantendo padrão de qualidade, ambiente sempre aconchegante. Sempre bom voltar ao Outback. O que tem a melhor vista, em Brasília, é o do Pier 21. Indico.",29 de maio de 2015,bubble_40
1413,Muito bom!,"A comida é ótima e mantém o padrão outback de outras lojas da franquia!

A picanha e o camarão são os meus preferidos, a batata frita com bacon e queijo é espetacular.",27 de maio de 2015,bubble_50
1414,Bom atendimento,"O restaurante tem um clima muito agradável e um bom atendimento. Embora não seja o tipo de gastronomia da minha preferência,considero a cebola empanada muito boa.",26 de maio de 2015,bubble_40
1415,Comida,"Top, dentro do shopping, bom para estacionar e o atendimento perfeito, a cebola não se discuti, chopp geladíssimo, costelas no ponto, recomendo!!!",26 de maio de 2015,bubble_50
1416,Almoço,"Delicioso! Atendimento nota 100! A comida estava muito boa! A costelinha de porco ao molho barbecue é show! Conheça vale a pena. Preço em média 49,00 o prato",22 de maio de 2015,bubble_50
1417,muito bom..,"Adoro o outras, a comida é excelente, o ambiente é super agradável, é o atendimento sempre muito bom.",20 de maio de 2015,bubble_50
1418,otimo ,"otimo restaurante, comida deliciosa, bom atendimento... um chop maravilhoso... no happy hour nao tem melhor",20 de maio de 2015,bubble_50
1419,Bom lugar,"A fila para entrar, dependendo do dia e da hora, e o atendimento quando o restaurante está cheio são as únicas desvantagens para não ser um lugar excelente. A comida é muito boa, farta, e as bebidas vem muito geladas, no ponto.",20 de maio de 2015,bubble_40
1420,Adoro,"Carne de primeira, atendimento muito bom, sobremesas deliciosas, chopp gelado . O que deixa a desejar é que os pratos não podem sair do padrão e para meu gosto alguns  são apimentados demais.",19 de maio de 2015,bubble_50
1421,Muito bom,"Adoro pedir um ribs com batatinha. É o melhor de lá. Para um grupo grande e descontraído, pode ser uma boa pedir a cebola, pq ela é um pouco enjoativa.",19 de maio de 2015,bubble_50
1422,"Chop geladíssimo, ótima comida e preço justo!","Ambiente agradável e limpo, atendimento muito bom, o chop geladíssimo (pode pedir de 600 ml que se toma sem esquentar!), não deixem de experimentar a costela suína (Ribs On The Barbie) e a cebola gigante (Bloomin' Onion)!",19 de maio de 2015,bubble_50
1423,Resenha,"toppppp, melhor bebida e comida de Brasilia, aceitei na escolha!!! Muito bom mesmo. Melhor costela que já comi, as sobremesas também são as melhores do Brasil.",17 de maio de 2015,bubble_50
1424,Algumas falhas na entrega correta do pedido,"Várias vezes entregam salada faltando algum ingrediente e carne não vem no ponto solicitado.
Demora no atendimento quando lotado, mas faz parte do estilo do restaurante, mas poderiam dar preferência quando se solicita urgência/ pressa.
Conta sempre correta.",16 de maio de 2015,bubble_40
1425,Excelente para quem aprecia carnes!,Local com ambiente muito agradável para um happy-hour! Perfeito para encontrar os amigos para um bate-papo e comer tira -gosto,13 de maio de 2015,bubble_50
1426,"Filas de espera, sempre","O ambiente está sempre cheio, lotado. Isso implica em um atendimento lento, demora na entrega dos pedidos e no fechamento da conta. Ademais, a comida segue o padrão dos restaurantes do gênero: nada excepcional. Drinks ok, chop gelado, sobremesas agradáveis. É sempre uma opção para...Mais",13 de maio de 2015,bubble_30
1427,Amo outback,"Tudo me agrada, principalmente a costelinha suina e o pao de acompanhamento alem. Da batata recheada. Ultimamente tem estado cheio demais, porem nao afeta a qualidade da comida. Apenas fica lento o atendimento, porem comoensa inclusive no ticante ao preco. Nota 10!",12 de maio de 2015,bubble_50
1428,Bom lugar,"Um ótimo lugar para ir com amigos e família, chopp geladinho com excelentes opções para tira gosto. Chegar cedo, pois a procura por mesa é grande!",12 de maio de 2015,bubble_50
1429,Superestimado!,"Não é ruim, mas também não tanto assim. Por um tempo menor de espera já comi pratos no mesmo estilo bem melhores. Mas o brasilense adora pagar pela fama do local.",11 de maio de 2015,bubble_40
1430,Excelente almoço com os amigos !,"Outback tem um bom cardápio e muitas vezes é indicado para ir à noite ... mas eu recomendo o Menu Lunch para um excelente almoço com os amigos. Escolha uma carne, peixe ou frango junto com um acompanhamento e uma salada de entrada. Recomendo o...Mais",8 de maio de 2015,bubble_40
1431,Boa comida e discontração,"Excelente lugar para se descontrair com os amigos. Está sempre cheio, portanto chegue cedo. A comida é muito boa e o atendimento nota 10. Peça um drink de frutas vermelhas, é muito bom!",7 de maio de 2015,bubble_50
1432,Bom local para encontro com amigos,"Local muito bom para um encontro com amigos, comemorar aniversários , com tira-gosto e refeições de boa qualidade , onde o ponto de excelência soa as carnes e costelas, bem como a cebola à milanesa .Chopes gelados",7 de maio de 2015,bubble_40
1433,Muito bom,"TOP demais.
Atendimento de primeira.
Ambiente divertido e com uma comida muito boa.
Seria melhor ainda se tivesse musica ao vivo.
Excelente lugar para ir com a família ou amigos.",5 de maio de 2015,bubble_50
