Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS
hiten J,Good to go,White,23-Sep-21,Overall Build quality and sound quality is good in this price range.,5
sumit s.,Good stuff.,Iguana,19-Jul-21,"Don't expect great sound quality, it is good. Material quality is quite sturdy.Overall, good stuff, if you don't prefer in ear headphones.",4
Aryan Choudhry,Great Product,White,08-Apr-22,Excellent quality,5
Amit Tiwaskar,Too much disturbances.,Spirit Lime,29-Jan-22,After using couple of days noticed too much disturbances while on the call or listening music and videos.,1
Puneet swami,Boat quality,Black,06-Sep-21,The media could not be loaded. Value for money product.Those people who didn't like the rubber cap earphones.Must buy.,4
SANJEEB CHETRY,Great product,Black,26-Jun-21,Sound Quality is awesome for this price but noise cancellation is little bit less,5
IMRAN KHAN,Pathetic earphones...,Iguana,24-Jan-22,It's been only 3 month since I purchased this earphone and now both the sides of earphone has stopped working Terrible product...,1
Yash,Problem while call,Black,17-Nov-21,Every time I have to plug in and out for at least four times after this it connects with the phone call.,1
Deepanraj,First perfectly into ear,Blue,08-Feb-22,Nice product. I always love Boat brand . This product competes better with other brands,4
Rajvardhan,No bass no treble,White,05-Sep-21,Unsatisfied with the sound quality... No bass no treble... Also a little bit heavy falling frequently from ears.,2
suraj kumar,Gud service,White,01-Mar-22,Gud product,5
Athish Sasidharan,An Okay type headphone,Iguana,30-Dec-21,An average product,4
anitha,Worst experience,Spirit Lime,09-Apr-22,After few weeks Mic doesn't work properly and now hear phone also not working. Very disappointed about this boat product,1
AmazonCustomer,Bass is good but Wire quality is not good.,White,14-Jul-21,Bass is good. Sound quality is good. The only thing is wire quality is not good.,3
mohanadas m.k,good,Iguana,20-Dec-21,value for the money,5
Hrishikesh Wanjari,Really unhappy with the product,White,28-Aug-21,The cable is too short and sound quality is not upto the mark i recommend to add more money and buy other boat products,1
Mahima Sitarehind,"just a awesome product, i just buy it after seeing the brand name.",White,18-Apr-22,"its a good product, sound is so smoothing, with a good base",5
Cyrus,Not bad,White,15-Feb-22,Not bad,3
sharath,Nice and good product,White,22-Sep-21,"Fits in ears smoothly and can be used for hours to be on calls, meetings",5
Ramu Maanthini,Not what they show,White,29-Jan-22,The product is deceptiveIt looks like one but the product is different,1
jhanavi k.,Not for even a week these worked properly. Total money waste.,Spirit Lime,13-Jan-22,The sound in earphones was not clear this hat the quality. Boat is a really good brand but thsi time they disappointing,1
Amazon Customer,Durable worth buying,Iguana,12-Oct-21,Like the colour.. quality is good.been using it quite some time.Just Go for it,5
Suhasini,Used Headphones sent .,Iguana,10-Oct-21,"Why would a used headphone is sent, package was opened condition",1
Binu. B,Good one. Nice wiring.,Black,30-Jun-21,"Good wiring, good sound. Good for online classes and regular uses.",4
Amazon Customer,Spr value for money,Black,07-Dec-21,Good value for money...,4
Domnic Savio,"good for the money..more than avg., all the aspects of a head phone.",White,04-Mar-22,the base wire is a good one besides the ear comfort and sound quality.,5
Naga,It's not play long time. Ear pain..,Black,01-Jul-21,Average quatiy..,3
K. Bhuvan Kumar,boAt Rocking,White,26-Jan-22,Good product for calls and music listening,5
Rashmi,Awsm product,Iguana,25-Jul-21,Sound quality is super as expected.Nyc product by amazon.. Thanx,5
Guna Nikhil,After use,Iguana,10-Feb-22,Boat earphones are nice..no issue,4
Prime customer,Not value for money,White,15-Nov-21,Not value for money,2
Shivani,Value for money,Black,27-Dec-21,"If you miss the old Nokia earphones, these are a great alternative. Simple and assy. Good sound quality too.",5
BhavenW,Worth the money,White,18-Jan-22,Good product qualityBetter than expectation,4
Manvendra,Value for money product.,Black,28-Jul-21,"Value for money product, in budget segment.",4
Amazon Customer,Awesome,Iguana,11-Sep-21,Everything is fabulous and I love boat products. The sounds quality is more over good,5
Kishorbhai Kotiya,Not good product,Black,16-Jun-21,This product is bed sounds quality is bed,1
Babu M,Average product,Iguana,01-Oct-21,"The design is good, the mic quality is need to improve.",3
Sharath Savadatti,Loved it... Super product from boat... Thanks Amazon for ontime delivery,Iguana,13-Sep-21,Loved it... Super product from boat...,5
Amitabh gunjan,I was expecting good bass but now i am very disappointed.,White,23-Feb-22,Sound clarity is good...but if you want bass then don't buy it. I was expecting good bass but now i am very disappointed.,3
Custtomer,Average,White,11-Oct-21,Average quality. Not for music lovers,2
V,Good product,White,10-Aug-21,I like it,5
Namdev Shenoy,Good product for the price.,Spirit Lime,19-Jan-22,It is a value buy for the price paid.,4
janu,Sound quality is very very bad don't buy friends,Black,06-Jul-21,"Like Biild qualityDislike sound quality,Bass quality is very very poorSo friends if u want a base head phone then go for Sony",2
Amazon Customer,No Bass on a bass head,Iguana,20-Oct-21,Just an ok product but no bass,1
Kishore,Cheap and best,White,12-Apr-22,As compared to other boat earphone this product design copy cat of apple earphone,4
Jegan,Good product,White,23-Feb-22,Believe good product,4
Ganesh Jadhav,Go for it,Black,13-Nov-21,Better build quality,5
Amazon Customer,"Uneven volume in earphones, left side is less audible",White,10-Oct-21,"Earlier it was working fine , but suddenly one side left is less audible",1
abhay,Sound quality is good,Iguana,04-Jun-22,"Really good product from boat. For bass lovers its the best, but for music, it is good but can be better",5
Ashish Thakare,Replacing as defected,White,26-Feb-22,"Product is grate, but i got a defected wire one as you can see in photo's. I am Replaceing it as it won't last for long.",3
Vimal J.,Poor Voice quality during Calls,Black,12-Dec-21,"Voice on Calls always Breaks with Cracking Voice ... RS. 2000 for Such Poor Quality, better look for other products ...",1
Rithesh,Not worth.,Spirit Lime,11-Dec-21,"Bad sound quality, bass is not that much strong. I bought it for those 13mm bass driver but that's simply waste. Not recommended.",3
Navaneeth Singh,Worth Buying in this price.,White,27-Jun-21,"Sound quality is too good, in this price I only say value for money and easy noise cancellation on calls.",5
Amazon Customer,Sound quality is not good,White,08-Oct-21,Sound quality is poor,1
Amazon Customer,"Not working properly, mic issue. Replace required",White,04-Feb-22,Mic issues replace required,1
Amazon Customer,Better don t buy.,Blue,23-Nov-21,Mike not working left speaker gives more sound compare to right. Waste of money,1
Sam,Good,White,03-Feb-22,Good,4
Monish,nice,White,31-Mar-22,nice,4
G RAMAKRISHNA,Good quality and value for money.,White,03-Apr-22,Nice,5
Val dcruz,"The best ever in price range... Love it, wanna buy more but they are out of stock",Spirit Lime,10-Aug-21,"I liked it to listen to music and it has given me the best quality ever, colour is also different and amazing",5
Parvej khan,Dont buy,Spirit Lime,19-Jul-21,Dont buy waste of money i return 2 time every time i get defective piece not working,1
ramkumar,Mic not working,Black,25-Jun-21,Mic is not working ... Only phone mic is to be used ... Can be used for music only ... Not for calls ... Disappointed,1
Milan behera,Superrr Product,Spirit Lime,17-Nov-21,"I like it's sound quality and bass too.No dislike for this product,overall good product and quality.",5
Joseph,"Wired, button type, Good at this price",White,31-Jan-22,"If you are looking for wired, button type earphones for prolonged use throughout day then this product is a good buy.",5
Hemanth vadlapudi,Very bad sound quality,White,10-Jun-21,Sound is very bad and better go to boat bassheads 242,1
Shreeyash Jadhav,Ok earphones,Black,01-Nov-21,The one earpiece stopped working after few days I'm waiting for replacement but I didnt got any reply . But it was a good earphone,4
Satisfied Customer,So far so good,Spirit Lime,01-Dec-21,"Love it so far, the quality of wires is good and doesn't get tangled up. Audio quality is good too.",4
rameshgadha,Not for a better sound,White,09-Jun-21,Not recommended for music lovers,2
Srikanth Bath,"Good, buy it for phone calls",Spirit Lime,20-Mar-22,"It is mostly useful for phone calls, I am happy with this product.",5
Ruth,Too much usage results in headache,Iguana,20-Oct-21,"The look,sound and bass quality was fine. But too much of usage is hurting the ear and bringing headache. Not as comfortable as it is expected to be.",3
Amit,Ok product.,Blue,30-Jul-21,Less bass.,3
Amandeep Singh,Sound quality is not good,White,01-Oct-21,Average sound quality,1
Pranay ramane,Not meet basic expectations,Blue,23-Jun-21,Not supporting to Nord and Oppo. Continue Disconnected.,3
mian rauf ahmad,Ok,White,05-Apr-22,Ok,3
Eesha,ewwwww,White,15-Apr-22,ewwwww,1
Jasper,Bad product design,Spirit Lime,17-Oct-21,Mic quality is terrible with almost no noise cancellation..sound output lacks clarity.,1
pradeep,Chinese product,White,13-Apr-22,Product is ok but manufacture at china. If I know this I don't buy it.,2
prabhu subramanian,Actually left side earbuds is not working. Like sounds is very low,Spirit Lime,18-Oct-21,Recently I brought this one but left side earbuds not working.,2
FGD,Muzik Lovers,White,16-May-22,Wonderful Product from Boat. Fits properly on the ears . Muzik quality and bazz are perfect Five from Me,5
Zakir Mirza,Best Product,Iguana,27-Nov-21,Best and awesome earphone by boat it's worthy go for it,5
Prasant kumar verma,Boat,Black,04-Feb-22,But same time mic not working,5
Suraj bokde,UX is very good of this product,Black,07-Feb-22,Noice cancellation is very good .Worth to buy than other costly earphoneCoz of ux,4
Bijoy mili,Good,Iguana,05-Jan-22,Good,5
swapnil7722,DONT BUY,Iguana,28-Aug-21,"Product lookwise good but....sound quality not good ,349 rs waste ....",1
Manju Rani,Received duplicate product,White,03-Sep-21,Received duplicate product,1
chandana,Mic not working after month,White,01-Jan-22,,1
Ashok Thakkar,Good,Black,21-Nov-21,Good,3
Kailash Bhandari,Working good.,Blue,21-Sep-21,Working good,5
Vivekanand Singh,"Worst product, Amazon is not allowing return too.",White,22-Feb-22,"Worst product, even Amazon is not allowing return. Pls don't buy. Even Amazon loosing faith on Amazon too.",1
Chhatrai Majhi,Sliperry a bit.,Black,19-Nov-21,Stop working on side of the earphone in just 2 month.,2
priti sarang,Horrible product,Black,07-Oct-21,"They send duplicate product, it s not even a month, the left buds of the earphones have stopped working, very bad, don t waste your money on it",1
deepak kumar dang,Ok ok,White,27-Aug-21,Sound not much good. Fitting good,3
Vimal Patel,Average product,White,06-May-22,The sound quality found to be average.. not as I expected The sound keep changing if you move,3
Priyam D.,Best for daily use.,Black,14-Jul-21,Nice product at a reasonable price.Good sound.High volume cancels surrounding noise.Descent microphone.,4
Sanjay Kumar Yadav,Sound is not coming properly..aur automatically sound go low,Spirit Lime,28-Jan-22,I didn't like the sound and bass is very poor... sound automatically goes low...and sometimes didn't work one side of earphone,1
Shalini kushwaha,Great,Black,11-Dec-21,It is a good earphone. Nice audio quality. It doesn't affect your ear. I recommend you all.,4
Ankit kumar,Good product,Iguana,10-Nov-21,I like the sound quality light weight not much pain if you used long time,5
AAshutosh Rawat,Don't Purchase,Black,01-Nov-21,Too Worst Product And too worst vocal and bass.I didn't expected from boat.,1
Sunil Tiwary,Stopped working after months,Black,01-Mar-22,It worked fine for 2 months but after 2 months it just stopped working. Please help me to get it exchange.,2
Dr. Satyam,Right Ear side not working properly.,Black,21-Feb-22,Kuch hi din me ishme right ear side kaa sound sahi se nahi aaraha hai.... Worst.... Ab return bhi nahi hosakta.,2
Manisha Sinha,Waste of money,White,01-Jun-22,Stopped working in 10 days only...Can't even return it now,1
Chetan P.,Very poor quality,White,13-Feb-22,"Started hearing a crackling noise within a week.Also randomly started to mute the audio. Unusable, not worth buying.",1
chitra,Good ear phones,Black,03-Aug-21,Value for money does the job,5
Ankit Vishwakarma,Average product,Iguana,13-Nov-21,"Sound quality is average, and not very comfortable, you can't them for long time because it causes pain in outer area of ears.",3
Jatinder Bhatia,Stop working after months of use..bakwaas product..,Black,06-Feb-22,Stop working after 2 months of use..bakwaas product..,1
Abdul Gaffar,i love quality and design,Black,01-Aug-21,comfortable while using and I love design,5
Mahesh,Waste of money placed don't buy any product from Amazon worest service,White,10-Mar-22,"Worest product I got Damaged one, I placed a return it's almost one month over still I'm waiting for delivery",1
Vicky,Noise,Iguana,14-Oct-21,Volume is not upto the mark....I suggest realme is much better than this product,3
KOTEE_CHATLA,Other,Black,22-Feb-22,Not for all Device,4
Jaju,I liked it's colour and sound but they can upgrade the jake to connect phone and earphones,White,12-Mar-22,"sound quality, noise cancellation or bass quality in nice then other earphones in the same priceWorthy",4
Ruben Koshy,Short Lifespan,Spirit Lime,27-Apr-22,One ear piece of the product stopped working in 4 months. Highly disappointing.,2
ARUN KUMAR MISHRA,Best product in this range,White,25-May-22,Amazing product in suitable price must purchase for good sound quality.,5
Amazon Customer,Good,Spirit Lime,03-Feb-22,Nice Go for it,5
Deepa,Dnt buy this. It stopped working exactly in a month.,White,13-Apr-22,It stopped working in a months time. Dnt buy this,1
Amala,Good product. Best value for money.,Black,11-Sep-21,Good product. Best value for money.,5
Nareshrao,It s not boat .. fake rupees ear phones,White,27-Oct-21,The media could not be loaded. Fake fake,1
Vantluangpuii,Excellent,White,24-Feb-22,High quality earphone.. The sound and the built is superb... I love it.. Excellent excellent product...,5
R Krishna Kumar,"The item is good, but it doesn't work properly.",White,23-May-22,The item is not working properly. Noise reduces itself while using. It was loss of money to purchase it,3
Abhijith Satheesan ,Very poor,Black,05-Nov-21,Very poor item. Sound quality very bad compare to other boat products.,1
Ashish singh,Just ok,Black,17-Jun-21,So so,3
Jshree,Beyond expectation.,Black,17-Jun-21,This is amazing I must say... Comfortable in ears and sound is amazing on call and music Extremely satisfied. And this price amazing.,5
Tina Barman ,good,White,22-Feb-22,good,5
Abhishek Peter,Sometimes automatically the sound is not coming. Very disappointed by the boat,Black,24-Oct-21,Sometimes automatically the sound is not coming. Very disappointed by the boat,1
Bhargava Reddy,Good Product,Black,11-Sep-21,Good Product to buy with much affordable price for those who likes buds free headsets,5
PRATISH M.,In ear headphones,Black,02-Nov-21,The earphones are very much comfortable due to in ear styling. Also the sound quality is very good.,4
Gaurav Saxena,This is real value for money. Must buy it.,Spirit Lime,22-Dec-21,Everything is good.,5
Kittu,Average one,Spirit Lime,10-Jul-21,Average one,4
P.K.Rai,Quality product,Blue,19-Nov-21,color and Quality of product is great to the price offered..,5
Ankit Tiwari,Not good according to price,White,08-Oct-21,High cost according to the quality of the sound and product,2
PR,Awesome ...,Spirit Lime,29-Nov-21,Very stylish look and great sound,5
Guhan Muthusamy,Good product for this price,Blue,19-Jan-22,I'm using it more than 3 months now. Sound quality is good. Really worth for the money.,4
sarath,Stopped working after weeks of purchase,Iguana,03-Oct-21,Disappointed....I cannot return now,1
Amazon Customer,Value for money,White,04-Jun-22,Best sound quality for this price range,5
Pratibha,Amazing product.,Black,26-Mar-22,Great bass. Amazing,5
Dinesh fafal,Ok,White,21-Jun-21,"Sound quality is not bad or to much good , if u like high bass this is not for you, headphones quality is good ,do not expect to much",4
Amazon Customer,Bad quality,Blue,22-Jul-21,The left side is not working and the volume is lower than the right side. The quality is not at all good and I am extremely disappointed.,1
Sk,Bakwash earphone,White,24-May-22,Bekar earphone hai kuch dino ke baad awaj itni kam aane lagi jaise volume kam hai ghatiya earphone.,1
Rhythm,Best part is it's perfect ear fit,Spirit Lime,14-Jan-22,"I needed this for long calls, in ear hurts, on ear is big, this fits in that mid space",5
nazrin,Very bad,Iguana,20-Oct-21,Product issue with mic disturbance to person hearing sounds burstingOrdered a replacement same issue will return for sure,1
Sharma Puja,Defective product,Black,19-Oct-21,The media could not be loaded. I got this ear phones like this.. And I want to return this.,1
Aman Gupta,Best product at such price,White,08-Feb-22,Good sound and mic . Perfect for daily use but company provide a volume increase or decrease button,3
Ricky,Poor quality,White,12-May-22,"Such a poor quality, there is no bass and the sound quality is so poor. Regret buying this product.",1
Suraj meher,Not worthy,White,11-May-22,Not a good one... Also hurts if used for more than 15 mins,2
rahman shariff,Good quality. Good sound. Good price.,Black,06-Dec-21,It seems to be working fine. The wire don't entangle. The quality and price is reasonable.,5
Varsha,Not satisfied,Spirit Lime,24-May-22,In the beginning it was perfectly fine but after a month even in full volume the sound is very low,2
Sanjana,Faulty item,Iguana,04-Oct-21,Faulty item...Reduced sound by its own..So annoying..Practically useless because u cant plug in and use it,1
Javed,It hurts after sometime,Iguana,14-Oct-21,Due to plastic material it's hurts after sometime,3
Nachiketh,"It's ok, not bad",Spirit Lime,05-Dec-21,It works well but tends to accumulate wax then the volume reduces and u have to clean it..,4
KALYAN SINGH,Sound best,Black,05-Apr-22,Best for sound and having more accurate that white earphone in long life.,5
mathan,'Awsome',Black,12-Jun-21,"Very nice headphones , like iphones original, high bass ,clarity mic voice.....worth for buying , Always BOAT...",5
Rahim Keshwani,Good product,Spirit Lime,11-Jan-22,It's a good product. Boat earphone are always better choice and thanks Amazon for quick delivery.,5
Pradyumn Pratap Singh,About quality,Black,13-Dec-21,Sound quality is not good. Bass quality is not good also.Only wire quality is good,1
Anirudha Bhat,Perfectly fits my ear....,Blue,14-Dec-21,Perfectly fits my ears... Doesnt harm hearing system,5
Amazon Customer,Good but...,White,09-Apr-22,Can't keep it long hours as it pains,2
riya singh,Great deal,Iguana,30-Aug-21,"Amazing product ...Sound quality, ease of using everything is perfect under 350 price...",5
Yubraj Barman,"I bought this earphone twice and faced the same issue, this is its one side sound dims overtime",Spirit Lime,06-Nov-21,"I bought this earphone twice and faced the same issue, this is its one side sound dims overtime. Ridiculous product from boat.",1
Deep Shikha,mic wasnt working,Spirit Lime,02-Oct-21,the mic was not working and i couldnt replace the order also,1
Ragul Ajay J B,not working ...Damaged product,White,30-Mar-22,not working ...I placed return order after more then 12 days there will be no response from company side,1
akhil borkar,Fauty item....microphone isnt working.,White,03-Jan-22,"Only able to hear, the next person can not hear your voice when you speak....microphone not working",1
rohit tiwari,Just awesome,Black,21-Jan-22,"Sound quality is good , at this price this is just awesome.",5
Jibin,Good bass headset in this price range,Blue,25-Jun-21,Good quality in this price range,4
Prokash ghosh,Prokash,Blue,18-Sep-21,Mind blowing sounds I love it boat,5
srija,Worst product,White,23-May-22,Sound automatically goes down..cant even hear a single song without interruption..worst product,1
Ravi Yadav,Good,Blue,09-Jul-21,Good,5
Amazon Customer,Worst earphone...Cheap quality...Sound is very bad...No bass..Don't buy.Dont know how get star,Spirit Lime,12-Sep-21,Sound quality is worst...,2
Shailendra nama,Bekar,Black,02-Nov-21,Ghatiya,1
Rishi Chugh,Pathetic product,Black,07-Sep-21,This doesn't fulfill the basic requirements.The microphone doesn't work and no one will be able to hear you from this.,1
Dhanraj MK,You can't expect much at this price,Iguana,07-Sep-21,"Value for money, song detailing not uptomark, definition not for long period of hearing songs.",3
Venkat Sai,Worst product ever .,Iguana,21-Aug-21,One side of the pod stoped working on 11th day and the wire was Tore in 15 days just for normal use .,1
Pawan Kumar,Bad quality,Black,25-Nov-21,The media could not be loaded. no sound nd waste quality waste of money,1
Venkat,Not worth,Blue,08-Jul-21,Ear buds not comfortable and slippery when inserted into ears,1
CHANDI T.,Worst product ever bought,Blue,11-Dec-21,D product noise cancellation was very low.... it is one of d worst product bought from amazon,1
Srinivas,Good one,White,18-Mar-22,Quality is too Good,5
Lekhraj vaishnav,Don't buy,White,12-Sep-21,Plz don't buy it,1
Karan Bhasin,Sturdy and great sound,Blue,04-Jan-22,"At the available price, these set of earphones are a great purchase.",5
Avyesh,Bass is too flat,Blue,24-Dec-21,Quality and fit is good but bass is little flat,3
pawan kumar maurya,Not a good product,Iguana,05-Aug-21,Not a Good product,4
Mohammad Ilias,Hurts the ears,Spirit Lime,10-Dec-21,Fitting is not good at all. Also hurts the ears when used for an hous and so,2
Kunal,Great,White,25-Feb-22,Sound quality is good,5
Nivedita,Nice earphone,Spirit Lime,20-Nov-21,Fits very well in the ears.. shape is good.. good quality,5
Neeraj,Speaker is way down. Ppl unable to hear on other side. Complained Amazon..but no return. AVOID THIS,White,12-Nov-21,Speaker is way down. People unable to hear on other side. Complained to Amazon..but no return.Best to be avoided,1
Mona,Good,Black,02-Feb-22,Good one,5
Amazon Customer,Not worth for Rs ..,Iguana,16-Sep-21,Not like boat 100.. Low quality sound.. no bass at all.. Disappointed..Only for call purpose.. not for music,3
Videsh kumar,Mic problem not gud,Spirit Lime,24-Dec-21,Mic problem mic sound not gud very slow,4
amit singh,BoAt's worst product ever,White,14-Feb-22,Super low quality,1
padmaja,I am using for taking classes,White,28-Jan-22,Comfort to listen,5
Rahul pramanik,Realme classic is better than this,Spirit Lime,03-Feb-22,No I don't like this I can't expect this sound quality from brand like boat,2
Vinit Shah,Very Durable,White,03-Mar-22,Product is too good. Frankly speaking bought this because of Aman Gupta,5
Amazon Customer,Great sound quality.,White,21-Feb-22,Just compared with honor and realme earphones. This boat earphones is much better.,5
Pooja Rane,Good Sound Quality,White,10-Jan-22,,5
Phani,Quality and clarity is good,Black,09-Feb-22,The media could not be loaded. It was good product.,5
Sreya,Waste product,Black,09-Sep-21,Don't buy this product waste of money... No proper bass not worthable for that price...,1
Abhirup M.,Wonderful,White,24-Nov-21,"Excellent at this price range, Sound quality is very good",5
Sayali Palande,Good,White,14-Jul-21,Good for the given price,4
Shivpal yadav,Best earphone to buy,Black,27-Jan-22,Sound quality is awesomeBuild quality is also awesome,5
Sagar reddy,Base is very good,Iguana,27-Jun-21,Good for sound qualityValue of money is betterIt's not a bluetooth earphoneIt is normal wire earphones,5
Wasim,Best in this Price,Black,17-Nov-21,The media could not be loaded. Sound quality is best in this Price,4
Dipti Ahuja ,Happy with this,Iguana,14-Jul-21,I like this earphonesVery light and sound is also too good,5
Shikhar Agarwal,Mic quality is average,White,26-Dec-21,"Microphone doesn t works well, rest it is perfect in this price",4
Amazon Customer,People who like non bud wired earphone go for it,Iguana,17-Nov-21,"Great product, not bother about sound quality but have good feel when used for long time",5
Jyoti,Value for Money,White,15-Feb-22,"At this price, it s a good product to buy.",5
DEBASIS DAS,Bad,Black,26-Oct-21,No,1
AJMAL P.T,Poor,Blue,11-Jul-21,Pooor,3
Rajesh Kumar Jha,Not Durable,White,08-Nov-21,Hardly 2 months and the sound quality has worsened to extreme level..Don't buy this product.,1
swati,Not bad,Spirit Lime,23-Jul-21,Nice clr,4
Afrose,Don't invest in this earphones.,Iguana,21-Jul-21,Not worth for money. Sometimes it's not working properly. Disappointed,2
Murali Dhar,excellent,Spirit Lime,06-Feb-22,goforit.....donot think...best ones in the recent times,5
Dev Kailay,Causes pain in the earlobes so refrain from buying this,Spirit Lime,07-Nov-21,Causes ache or pain in the earlobes Or the external ear therefore requesting those reading this to not buy this model,1
Chirag S.,Go for it,Blue,06-Jul-21,"Best fit, looks good, sound is also good",5
Sumedh B.,Overall Best Quality,White,19-Feb-22,The sound quality is the best as always.,5
P S Rajesh,Good Product,Black,22-Oct-21,Good Product for the price it is,3
Akankshya Mohanty,"Worst earphones, don't purchase",Iguana,10-Oct-21,"Worst earphones, don't purchase. Sound quality very poor, stopped working after 1 week",1
Rahul,Low sound,Black,03-Jul-21,"Every 3month problem with one sound, i am irritated with this earplugs",1
sarat,comfortable,Blue,29-May-22,Ear buds are good fitting,5
gill ravneetsingh,Below average,White,06-Apr-22,In ear pain due to no cushoning. Thy should provide a soft rubber or spunch cushoning.,1
Ashok kumar,Nice product from boat,Black,20-Aug-21,Nice sound qualityMicrophone is also goodGood fitting in earOverall value for money,5
sahil singhal,Nice Product Better than samsung basic earphones,Black,26-Jun-21,Nice Product,5
Vineet,Faulty design,White,30-Sep-21,"Design is faulty , it dosent stick with ears and keep falling again and again",2
Thasni,Good one.,White,11-Mar-22,It gives excellent sound quality. Good one though.,5
Vajeera moideen,Best,Spirit Lime,13-Feb-22,Supper,5
Sajjad Shah,Very Good.,White,03-Jun-22,Very Good Quality.,5
AshLee,Best in the budget,Black,03-Jul-21,Best in the budget,5
vamsi,Bulid quality,Blue,02-Dec-21,Very cheap build quality,2
jean felton,Poor Mic Quality,White,18-Apr-22,People on the other side constantly hears a crackling noice.,1
Garima Joneja,Very bad quality,Black,29-Sep-21,Not recommended. Poor quality and the mic doesn t work. Highly disappointed,1
sanal,Please do not buy this product,Black,25-Sep-21,Good design but poor mic quality. Unable to hear anything if we record or call.,1
Rahil,Good,White,17-Mar-22,Good quality. Better than the competition,5
Naveen Sharma,"Weirdly heavily flat audio, not good at all",Blue,13-Sep-21,"Build quality is nice, but sound quality is trash. Very heavy sound with no plus points, very flat and unpleasing",1
raghav,Value for money,Spirit Lime,08-Jan-22,Reliable for the money we paid,4
Amazon Customer,Value for money,Spirit Lime,11-Jan-22,Very good sound quality,4
Pranab mohanty,Too good ..,White,11-May-22,The media could not be loaded.,5
Anon,Do not buy,White,14-Sep-21,Terrible audio quality .... Not worth buying,1
jijo,Good one,Black,03-Jul-21,Good one. Clear.,5
hemanth,not worth to buy,Black,20-Apr-22,bad cable jacket mic,1
Brahadishwar,Good headphones. No issues till now,Spirit Lime,04-Feb-22,Good headphones. Value for money paid. No issues till now.,5
Adil,Not at all for gaming,Spirit Lime,28-Oct-21,"Even music also cant listen properly because it like 100 rupees earphone, dont go for it",1
anuradha dubey,I Need to replace them as it is not working.,Spirit Lime,03-Feb-22,Sound quality is bad.It has stopped working how do I return or replace them,1
Abhishek,Good,White,27-Aug-21,Good,5
Amrendra Gupta,Best for those who do not want earplugs inside their ear,Spirit Lime,07-Dec-21,Best for those who do not want earplugs inside their ear,5
Sachin,Very bad experience with this product,Black,03-Jul-21,The media could not be loaded. Very bad experience this product is not gud at all,1
Shifa,Replacement,Black,12-Jul-21,I bought this one month ago within one month it s not working .. it s in warranty .. now how to claim please let me knw,2
Jayadevan MK,"Not good , try",Iguana,27-Aug-21,"Some sort of quality issue felt in the first useTry something else,",2
PANKAJ,Just an ordinary earphone,White,07-Jan-22,13mm sound Driver sounds like this what a joke,3
Suman Kumar,Mike is not working,Iguana,20-Jul-21,Mike and jack is not working in MI note and iphone,1
Kishor,The overall quality of the headphones is too good and the wire quality is fantastic.,Spirit Lime,29-Aug-21,I like this headphone very much and best fitted in ears design looks similar to apple wired headphones.,5
keerthi,Excellent,Black,19-Jun-21,As expected good quality at this price. Definitely Value for money,5
Vishal,Stop working after month use,White,14-Dec-21,Stop working after 1 month use,1
chidambaram,Keeps calling from ear,Spirit Lime,22-Feb-22,Too soft and keeps falling from ears need to provide a rubber ear bud it wil be useful,3
Akash,It's a trap is u think the build quality is awesome.,White,08-Sep-21,Sound Good quality with extra base.Build quality Not premium for sure.,1
prakash a.,The product is good but not working presently.,Blue,06-Aug-21,The product is not giving sound from one side.please replace the product as it is under warranty.,2
RAJA SINGH,Sabse gaanda saman hai koi maat lena bhai ya bahan sbse gaandaa hai don't buy it,Black,21-Oct-21,Gatiya products hai ye wala koi mt Lena,1
Altaf Khan,Good Product,White,14-May-22,good product the sound quality is superb,5
Salik Khan,This product is good and nice experience,Black,26-May-22,Nice product no problem no issues,4
Harshil Garodia,Worst,Black,21-Jan-22,The product stopped working within the first 15 days. Worst quality product ever received.,1
Yogesh,Bass and Sound Quality not Good,Black,04-Nov-21,Not worth. better go for JBL CS200. Boat 105 A very low quality sound from boat.. unexpected,2
Pankaj,Good,White,20-Feb-22,For joining meetings only I have used the Same and it is overall good,5
N.Ramesh,Realme buds classic RMA is better than this,Spirit Lime,02-Sep-21,The media could not be loaded. Realme buds classic RMA2001 is better than this,2
Rajesh Kumar,Very much dissapointed. Very poor quality product. Hopeless,Spirit Lime,13-Oct-21,It's very uncomfortable not fitting into ears properly sound effect is worst,1
J BALA RAJU,Good product,Black,30-Jan-22,Recommended,5
Abdul Khader MD,Really awesome go for it,White,03-Jan-22,Really awesome go for it,5
Sunil kumar B,Ear phone will get damage after few months of usage,Black,16-Jan-22,I am often buying the same ear phone having trouble with longevity of the product tenture,1
D.Vijay Kumar,Good product,White,24-Sep-21,Nice product,5
monalisa kuiti,Earphones not working. Abruptly turns off the volume on own .,White,27-Sep-21,Earphones not working. Abruptly turns off the volume on own .,1
Pradeep Reddy Bokkalapally,Cheap and best,White,05-Apr-22,I have been using for it for last 10days.As of nw it is good.,4
Nityanand,Nice product,Black,10-Jul-21,"Nice One, please go for it.I bought it for office meeting and its working as expected.",5
Felix baby,Good product,Iguana,16-Jun-21,"The buds material plastic was average quality, music clarity is good, calling perfection is also good not too much...",3
Akash,Right earphone does not work properly,Black,22-Dec-21,The media could not be loaded. Right earphone does not work properly hearing low sound,3
Sree,Good,White,19-Sep-21,Good,5
