SuggestionDate,SuggestionText,CharCount,SuggestionCategory,Upvotes,ReportedToDevs
4/24/2022,"Wasps, tier 3 spear + sheild, and gliders Wasps should be added, maybe yellow jackets, but a new tier 3 spear bug. I believe the wasp because of it's stinger and what other bug suits this place better? It should attack moderatly faster then a bee, but no pollen attack balance. also because it's a tier 3 it should do more damage. Maybe put a nest by the shed or somewhere else ""hidden"" much like a real wasps nest. The tier 3 spear, called the ""Wasp Glaive"" should have a moderate stun chance with mid speed and mid damage. It should be able to stab and slash (like a glaive) but still be considered a spear. The reason i say this is because its a tier 3 weapon, needs to be unique. Made from 3 lint rope, 2 pupa leather, 3 wasp parts and 2 wasp stingers. The tier 3 sheild made from 4 wasp wings, 3 lint rope, 2 papa leather, and 4 wasp parts, should look swat sheild like. Should have double durability and blocked damage but slightly slower to block, meaning it's good with ""parry master"" mutation. Gliders such as a bee glider and wasp glider should have much more durability then a dandellion, also should fly slightly faster. The bee glider made from 2 berry leather, 3 silk rope, and 4 bee fuzz. The wasp glider from 2 pupa leather, 4 wasp wings, and 3 lint rope (similar to bee glider). (NOTE: wasp glider should be still better then bee glider) Thanks for your valuable time, appreciate it! ",1401,Feature,15,FALSE
4/24/2022,"Suggestion: Add a crafting recipe for candy arrows to one glob per 25 arrows. The reason? One, this gives five more arrows per craft. Two, it seems much less wasteful, as we won't be short on glob material anymore. But keep the standard shard recipe in and use this recipe for the economical crafters.",301,Tweak,15,FALSE
4/24/2022,Show the numerical number of your max hp and stamina inside your status screen or optionally on your ui,103,Feature,36,TRUE
4/25/2022,"you should be able to trigger the explodey fungal bomb things by throwing something at them. I thought I had the brilliant idea of throwing a pebblet to trigger one of the fungal bombs left by an infected wolf spider, but nothing happened. Big bummer. Similarly for the ones you can chop down, you shouldn't have to run near them to trigger them.",346,Tweak,15,FALSE
4/25/2022,Flaming arrows made with splinter arrows and EverChar Coal Chunks that applies a spicy over time damage to enemies or just standard over time damage,148,Item,14,FALSE
4/25/2022,"Add more stuffed bugs because that would give a new use for bug parts that people have lying around in big quantities sometimes like spider parts, so we could make stuffed spider or even bosses like a mini broodmother or a termite king.",236,Item,14,FALSE
4/25/2022,add a grass blade that has the word gullible on it,50,Item,9,FALSE
4/25/2022,"Hi, this has probably already suggested before but personally I would like to see an introduction to rolling/dodging into the game. I feel like when attacking creatures the old 'hit and block/perfect block 'method kinda gets a bit boring and easy after a while so I think to lighten up combat a little more by adding moves to dodge incoming attacks would make fighting more interesting. I think it shouldn't be too op and should drain stamina quite a bit when either rolling/dodging out of the way and maybe if you do something called a 'perfect roll' the creature could get staggered for a few seconds.",603,Feature,15,FALSE
4/25/2022,"A brand new weapon, a tier 4 smashing-type called the Roly-Glowly Crusher! This weapon would be the first of it’s tier, crafted using; 2 Black ox horns, 4 Roly Poly parts, 2 Wooden splinters, 2 Bioluminescent goop and 1 Gum nugget! This weapon at base would deal 7 damage, have 7 stun and .5 speed. It would be the most powerful weapon in the game as it’s recipe requires killing the strongest non-boss bug in the game. I feel as if this would be a good implementation as killing there is no real reason for killing the black ox beetle apart from the tier 3 axe, having a weapon like this would make hunting them more worthwhile!",629,Item,10,FALSE
4/25/2022,"Robot worker/pet that can preform basic tasks at your base! The assistant manager could drop some kind of wiring or plating, and you could take it to BURG.L for inspection. He says he could build a robot for you for -XXXX- amount of raw science. You can program the robot to do things like take water from a dew collector and deposit it into a water storage, or pit pupa hide on the drying rack and take pupa leather to put it in storage. The drawback to this to make it balanced, is he can only preform 2 tasks at once, and it requires EverChar coal chunks and water to charge him up, since he uses a tiny coal engine to produce energy, but don’t worry, it’s so small, it creates no noticeable pollution.",705,Feature,22,FALSE
4/25/2022,"i think it would be nice if there was a forager mutation whats the forager mutation? the forager mutation is what you think it would be it would give you a chance to get double rewards from harvesting anything (picking up items you dropped doesnt count) what does this work on? the mutation works on anything killed by the player and anything thats broken using a tool (bombs dont count and haullable items dont count) like clay, pebbles, berries, human food, candy, lint, anything that needs a tool to be harvested how to get this mutation the mutation will have 3 stages/phases first gives a 5% chance second gives a 10% chance and third gives an 18% chance for double rewards. getting this mutation is pretty simple for first phase you need to harvest 500 things then 1000-2000 for the last two",797,Feature,17,FALSE
4/25/2022,"At the end of the game, after being unshrank include a sequence where wendle or burgl or whoever unshrinks you asks you if you have any unfinished business in the yard. If you choose yes, you’ll be allowed to roam and inspect a regular sized version of the yard. Maybe the ability to kick or break thing will be nice. I think it would be a very concluding ending.",363,Feature,16,FALSE
4/26/2022,Make it where you weapons dont take damage when dieing,54,Tweak,2,FALSE
4/26/2022,"Suggestion: Add new Fletchette Arrows with some Quartzite, Splinters, and Dust Mite Fuzz that split into 4-8 close-range shots, each of which deals 25% of the original shot's damage. Rather than going long-range, these shots focus on the short-range and close to the fray, with the shards flying in all sorts of directions in front of you. These would exist to give ranged tank players a way to deal as much damage as melee users by offering risk vs. reward. For balancing reasons, these shots have one-eighth the critical hit rate than usual when paired with critical hit modifiers.",583,Item,3,FALSE
4/26/2022,"I feel as if we should have a new type of element, Sour weapons would be the fourth element and would offer bonus damage to the Termite enemies and other various bugs past the Black Ox Beetle. this element would be found in Sour gummies found across the garden and each sour gummy would give you 5-6 Sour clumps.",312,Feature,4,FALSE
4/26/2022,"A late-game variant of the storage chest with 80 slots, double that of the standard storage chest.",98,Item,12,FALSE
4/26/2022,been fightin spiders and the like for a while and i believe that some type of dodging capability would help tremendously in combat and allow for more engaging combat,165,Feature,9,FALSE
4/26/2022,"Similar to my last idea of more stuffed bugs, I feel like it would be cool if we could change stuffed bug poses; because right now with them being stuck in one pose it gets boring and I feel like this would add a little more detail to the game",243,Feature,8,FALSE
