Book,Num_Ratings,Genres
"Circle of Five (Pha Yul, #1)",322,"['Fantasy', 'Young Adult', 'Science Fiction', 'Aliens', 'Fiction', 'Adventure', 'Paranormal']"
Things Grak Hates,135,"['Fiction', 'Humor', 'Comedy', 'Fantasy', 'Politics', 'Literary Fiction']"
Safe & Sound,246,"['Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult Fiction']"
Planet Graxpiex,11,[]
Bite Marks,32,['Vampires']
Plebs,160,"['Horror', 'Splatterpunk']"
"Kiss Me Like This (The Morrisons, #1)","5,208","['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'College', 'Sports', 'Amazon']"
"Ancient Truth (Line of Blood Saga, #1)",63,"['Fantasy', 'Historical Fiction', 'Science Fiction', 'Fiction']"
Angelwood. Kings & Queens,20,['Fantasy']
How We Fall,683,"['Young Adult', 'Contemporary', 'Mystery', 'Romance', 'Thriller', 'Fiction', 'Mystery Thriller']"
The Longest Distance,28,[]
Naji and the mystery of the dig,28,"['Fiction', 'Middle Grade']"
I See You,59,"['Paranormal', 'Romance', 'Shapeshifters', 'Abuse']"
The Savvy Woman's Secrets to Outwit a Cheating Man,11,['Self Help']
"Liliana (Liliana, #1)",77,['Young Adult']
Survivor's Guilt: The Secret Service and the Failure to Protect President Kennedy,114,"['History', 'Nonfiction', 'True Crime', 'Presidents', 'American History', 'Crime']"
Into Exile,172,"['Nonfiction', 'History', 'Autobiography']"
"Sparks (Anya Kalinczyk, #2)",607,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Ghosts', 'Romance', 'Magic', 'Mystery']"
Love Them Back to LIFE,18,"['Self Help', 'Nonfiction']"
Eclavarda Rising,2,[]
"Sky Child (Sky Child, #1)",36,['Fantasy']
"Hunters of Satan's Monsters (Legend of the Rolling Calf, #1)",4,[]
Melody Jackson and the House on Lafayette Street,59,"['Fantasy', 'Young Adult', 'Paranormal']"
The Seventh Simian,1,[]
"Les Misérables - Volume 2 (Les Misérables, #2)","5,869","['Classics', 'Fiction', 'France', 'Historical Fiction', 'French Literature', 'Literature', 'Novels']"
The Rainbow Bridge: Bridge to Inner Peace and to World Peace,65,"['Nonfiction', 'Self Help']"
"Abuse (Abuse, #1)","1,051","['Dark', 'Romance', 'Abuse', 'Erotica', 'Military Fiction', 'BDSM', 'Contemporary']"
A Thousand Lies,"1,215","['Romantic Suspense', 'Romance', 'Suspense', 'Contemporary Romance', 'Paranormal', 'Contemporary', 'Fiction']"
The Short Life of Sparrows,299,"['Fantasy', 'Romance', 'Witches', 'Paranormal', 'Magic', 'Young Adult', 'Dark']"
Dyslexic and Un-Stoppable: How Dyslexia Helps Us Create the Life of Our Dreams and How You Can Do It Too,11,[]
Rei Wan The Outsider,3,[]
"Before Life Happened (Before, #1)",94,"['Young Adult', 'Contemporary', 'Fiction', 'Coming Of Age', 'Realistic Fiction']"
Living My Life,"1,629","['Nonfiction', 'Biography', 'Feminism', 'Politics', 'Memoir', 'History', 'Autobiography']"
Where Pain Thrives,17,['Poetry']
A Gateway to Hope,56,"['Romance', 'Inspirational']"
"Moonbreeze (The Dragonian, #4)","4,493","['Fantasy', 'Dragons', 'Young Adult', 'Romance', 'Magic', 'Paranormal', 'Paranormal Romance']"
"Complicate Me (The Good Ol' Boys, #1)","10,329","['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'College', 'High School', 'Young Adult']"
American Story: A Lifetime Search for Ordinary People Doing Extraordinary Things,220,"['Nonfiction', 'Journalism', 'Travel']"
Pray Hard & Speak Life: Finding Hope in the Midst of: Addictions Bankruptcy Suicide Cancer,23,[]
Fighting The Storm,8,[]
How to Grow an Addict,"1,158","['Fiction', 'Mental Health', 'Contemporary', 'Coming Of Age', 'Adult Fiction', 'Mental Illness', 'Young Adult']"
The Forbidden Line,13,[]
Quantos Rising,9,[]
Monique,31,[]
Murphy's Path,8,[]
Dawn of Procyon,342,"['Science Fiction', 'Fiction', 'Aliens', 'Adventure']"
"Mutantupproret 99,4% DNA",5,"['Science Fiction', 'Dystopia']"
"Secret of the Cassin's Family Curse (Castle of Mysteries, #1)",8,[]
He Whistles for the Cricket,100,['Childrens']
"The Very Devil, Herself!",42,"['Horror', 'Vampires']"
"The End of the Jesus Era (An Investigation, #1)",38,"['Nonfiction', 'Theology', 'Religion']"
Flash,9,[]
At First Blush,208,"['Contemporary', 'Young Adult', 'Romance', 'Young Adult Contemporary', 'Chick Lit', 'Humor']"
How an iPhone Made Me the Youngest Billionaairee,253,"['Business', 'Nonfiction']"
Lady Thatcher's Wink,3,[]
Cara's Twelve,"1,354","['Fantasy', 'Romance', 'Reverse Harem', 'Fiction', 'Fantasy Romance', 'Historical', 'Young Adult']"
Recreant,8,[]
The Devil's Prayer,592,"['Horror', 'Historical Fiction', 'Fiction', 'Thriller', 'Mystery', 'Historical', 'Paranormal']"
"The Devil's Advocate (The Wages of Sin, #1)",41,"['Horror', 'Dark', 'Gothic', 'Fantasy']"
Saltwater,271,"['Nonfiction', 'True Crime', 'Crime', 'Biography', 'Memoir', 'Australia']"
Should I Hate or Love,37,[]
Vagabonds in France,69,"['Travel', 'Adventure', 'Nonfiction', 'France']"
Action Words: Journey of a Journalist,8,"['Historical Fiction', 'Media Tie In', 'Christian', 'Politics', 'Inspirational', 'African American Literature', 'Novels']"
Reminiscences Of A Seeker: Dark Face Of The White World,243,"['Spirituality', 'Nonfiction']"
Forty Autumns: A Family's Story of Courage and Survival on Both Sides of the Berlin Wall,"9,310","['Nonfiction', 'History', 'Memoir', 'Biography', 'Germany', 'Historical', 'Biography Memoir']"
Under The Rug: The Unforgettable Forgotten,27,['Dark']
What Healing Should Be: How to relieve pain and stop suffering,19,"['Psychology', 'Mental Health', 'Nonfiction', 'Self Help']"
Single-Minded,299,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor']"
HOW TO BE A SUCCESSFUL SLAVE: Using LAME Methodology,4,[]
Zombie Park,5,[]
Loving Ordinary Life: The Self-Help Book for People Who Are Tired of Self-Help Books,96,"['Self Help', 'Nonfiction']"
A Long Walk to Water: Based on a True Story,"79,191","['Historical Fiction', 'Young Adult', 'Middle Grade', 'Africa', 'Fiction', 'Realistic Fiction', 'Historical']"
A Butler Christmas,32,['Christmas']
Veronica,881,"['Fiction', 'Fantasy', 'Magical Realism', 'New York', 'Urban Fantasy', 'Magic', 'Novels']"
Number One Chinese Restaurant,"6,480","['Fiction', 'Contemporary', 'Food', 'Literary Fiction', 'Adult', 'Audiobook', 'Adult Fiction']"
"The Shaman's Apprentice (Jovai, #1)",44,[]
The Enigmatic Expanse - Existence,17,"['Science', 'Philosophy']"
"Horn-Horn (Horn-Horn, #1)",107,"['Fantasy', 'Young Adult', 'Fiction']"
Are Men the Weaker Sex?,19,['Feminism']
Rush,"5,764","['Fiction', 'Chick Lit', 'Contemporary', 'Southern', 'Audiobook', 'Adult Fiction', 'Adult']"
Humanism: The Whore of Babylon and the Sleeping Church,9,[]
Rivers Never Fill The Sea,34,[]
"Everybody, Always: Becoming Love in a World Full of Setbacks and Difficult People","37,444","['Christian', 'Nonfiction', 'Faith', 'Self Help', 'Christian Living', 'Christianity', 'Religion']"
"The Maze Runner (Maze Runner, #1)","1,403,251","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Mystery']"
They Called Me Wyatt,"2,302","['Fiction', 'Mystery', 'Crime', 'Adult']"
Learn Spanish with stories and audios as workbook. Spanish language course for beginners and advanced learners.: Spanish made simple. (SPRAUCH 1),62,[]
"Eye on the Ball (Playing for Glory, #1)",47,"['Contemporary', 'Sports']"
The Search for Alice (Dreaming of Wonderland #1),73,"['Fantasy', 'Retellings', 'Fiction']"
"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)","107,208","['Mythology', 'Nonfiction', 'History', 'Audiobook', 'Greek Mythology', 'Classics', 'Historical']"
Easy Money Management: A Give and Save 3-6-5 Approach to Personal Finance,66,['Finance']
Shalmar (A Tale of Lifetimes Book 1),47,"['Fantasy', 'LGBT']"
The Association,104,[]
Not Just Yet. Egypt 2011: News - Incidents - Causes,17,['Egypt']
Going Off Grid,9,[]
The Explorer's Mindset: Unlock Health Happiness and Success the Fun Way,43,"['Nonfiction', 'Philosophy']"
Unju - The Jump,18,"['Science Fiction', 'Fantasy']"
The God Particle Conspiracy,20,[]
To Love An Invisible God,4,[]
The Fell,62,"['Fiction', 'Contemporary']"
"Tower of Dawn (Throne of Glass, #6)","301,362","['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Fiction', 'Young Adult Fantasy', 'Magic']"
The Night Diary,"16,367","['Historical Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'Historical', 'India', 'Childrens']"
Magic Melody: Power of Kindness,15,[]
Untitled Document: The Mystery Unfolds,10,[]
Will & Mysteria: Two Inseparable Yogi's,5,[]
Finding Identity,35,['Poetry']
"The Creation of Me, Them and Us",23,"['Nonfiction', 'Psychology', 'Politics', 'Education']"
"Monogamy Book One. Lover (Monogamy, #1)",72,"['Contemporary', 'Contemporary Romance']"
We of the Forsaken World...,"1,304","['Fiction', 'Short Stories', 'Contemporary', '21st Century', 'Dystopia', 'Indian Literature', 'Literature']"
They Come in All Colors,292,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Race', 'Social Justice', 'Young Adult', 'Coming Of Age']"
LOVE OVER CAPPUCCINO,18,[]
The Thresher,9,[]
Living The Dream: My Life With Horses,1,[]
"A Dance for the Gods (The Last Warrior King Series, #2)",58,"['Fantasy', 'Adult']"
The Convent,306,"['Mystery', 'Thriller', 'Mystery Thriller']"
Geeks Beyond Time,5,[]
Remnants of Atonement (True paths #1),183,"['Fantasy', 'LGBT', 'Young Adult', 'Gothic Horror', 'Horror', 'Fiction', 'Gothic']"
"The Crossing Gate  (A Waltz of Sin and Fire, #1)",221,"['Fantasy', 'Young Adult', 'Romance', 'Dystopia', 'Young Adult Fantasy', 'Science Fiction', 'Coming Of Age']"
"5 Minute Fitness Strength Training for Senior Women at 50+ : Simple Home Exercises to Maintain Your Healthier Body, Increase Energy Level, and Improve Strength in 2 Weeks",35,[]
The City of Joy,"7,110","['India', 'Fiction', 'Historical Fiction', 'Novels', 'Asia', 'Travel', 'France']"
"Muhammad, the World-Changer: An Intimate Portrait",376,"['History', 'Nonfiction', 'Islam', 'Religion', 'Biography', 'Philosophy', 'Inspirational']"
Optimal Happiness: The Fastest & Surest Way to Reach Your Happiest Potential,13,[]
Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,"46,438","['Nonfiction', 'Art', 'Self Help', 'Business', 'Design', 'Writing', 'Productivity']"
Raised by Wolves: Trapped by Demons,18,[]
Pretty Dead Queens,"2,256","['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Fiction', 'Romance']"
The Target Is H (Penetrator #1),233,"['Pulp', 'Amazon', 'Action']"
"TekWar (TekWar, #1)","1,781","['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Mystery', 'Cyberpunk', 'Thriller', 'Star Trek']"
The Water Walls,4,"['Fantasy', 'Adventure']"
Oneless Oneness: Tao as an Existential Remedy,17,[]
The Heart of Touqar - THT -  Epic - Vol 1,36,['Manga']
Paper Targets: Art Can Be Murder,228,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Amazon']"
"Ignis: Once My Fire Is Out, What I Forged Remains",6,[]
Power And Prediction: The Disruptive Economics of Artificial Intelligence,"2,540","['Artificial Intelligence', 'Business', 'Technology', 'Nonfiction', 'Economics', 'Science', 'Finance']"
A Stronger Kinship: One Town's Extraordinary Story of Hope and Faith,119,"['Nonfiction', 'History', 'Race', 'Historical']"
When God Whispers Your Name,"8,312","['Christian', 'Nonfiction', 'Christian Living', 'Religion', 'Spirituality', 'Christianity', 'Inspirational']"
Windmills of the Gods,"30,669","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Romance', 'Contemporary']"
Bloodline,"32,768","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Romance', 'Mystery Thriller', 'Crime']"
In The Eye of The Beholder:  A Novel of The Phantom of the Opera,108,"['Romance', 'Historical Fiction', 'Historical Romance', 'Fiction', 'Erotica', 'Fan Fiction', 'Horses']"
The Corner: A Year in the Life of an Inner-City Neighborhood,"6,132","['Nonfiction', 'Crime', 'True Crime', 'Sociology', 'Journalism', 'History', 'Politics']"
Jonbull’s Stock Guide,18,"['Money', 'Business']"
"Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board","12,972","['Nonfiction', 'Biography', 'Christian', 'Memoir', 'Sports', 'Autobiography', 'Audiobook']"
"Cutters Don't Cry (SoCal, #1)",656,"['Mental Health', 'Mental Illness', 'Young Adult', 'Fiction', 'Realistic Fiction', 'Psychology', 'Contemporary']"
Grace of Giving: Turning the Key to Enter and Experience Fullness of Life,38,"['Christian', 'Christianity', 'Christian Non Fiction']"
O Mandarim,"2,010","['Classics', 'Fiction', 'Portuguese Literature', 'Portugal', 'Literature', 'Romance', 'Short Stories']"
Economics in One Lesson,"18,877","['Economics', 'Nonfiction', 'Business', 'Politics', 'Finance', 'Philosophy', 'History']"
The Robber Hotzenplotz,"5,155","['Childrens', 'German Literature', 'Fiction', 'Classics', 'Fantasy', 'Germany', 'Adventure']"
From Dictatorship to Democracy,"1,801","['Politics', 'Nonfiction', 'History', 'Political Science', 'Philosophy', 'Activism', 'Psychology']"
The Wicked Girls,"17,622","['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']"
Caribbean,"6,723","['Historical Fiction', 'Fiction', 'Historical', 'Travel', 'Classics', 'Novels', 'Adult Fiction']"
Disney's Prince and the Pauper,"1,589","['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Fantasy', 'Retellings', 'Adventure']"
"Spell Bound (Hex Hall, #3)","60,401","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Witches']"
Shadowboxer,25,"['M M Romance', 'Transgender']"
Nobody's Boy,"18,404","['Classics', 'Fiction', 'Childrens', 'France', 'French Literature', 'Novels', 'Adventure']"
Pravus,78,"['Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Horror']"
"Sands of Betrayal (Kilted Desire, #1)",348,"['Romance', 'Military Fiction', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Action']"
Sliding on the Snow Stone,"1,273","['Nonfiction', 'History', 'Memoir', 'Biography', 'Ukraine', 'War', 'Autobiography']"
The Art of The Fellowship of the Ring,"139,158","['Fantasy', 'Art', 'Fiction', 'Classics', 'Film', 'Media Tie In', 'Adventure']"
Radical: Taking Back Your Faith from the American Dream,"60,587","['Christian', 'Nonfiction', 'Christian Living', 'Christianity', 'Faith', 'Theology', 'Religion']"
"At Swim, Two Boys","9,005","['LGBT', 'Fiction', 'Historical Fiction', 'Gay', 'Queer', 'Historical', 'Ireland']"
"Theft of Swords (The Riyria Revelations, #1-2)","64,318","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adventure', 'Audiobook', 'Adult']"
"Winter Queen (Fairy Queens, #1)","1,201","['Fantasy', 'Young Adult', 'Fae', 'Romance', 'Paranormal', 'Fairies', 'Magic']"
Regine's Book: A Teen Girl's Last Words,770,"['Nonfiction', 'Memoir', 'Biography', 'Photography', 'Teen', 'True Story']"
"Cross My Heart and Hope to Spy (Gallagher Girls, #2)","88,710","['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Fiction', 'Espionage', 'Adventure']"
Delta Project: Rescue (Book 2),27,[]
"Sweet Oblivion (Sweet, #1)",593,"['Fantasy', 'Romance', 'Young Adult', 'Paranormal', 'Urban Fantasy', 'Paranormal Romance', 'Mystery']"
Women Will Save the World,58,"['Nonfiction', 'Feminism', 'Essays', 'Womens', 'Womens Studies']"
Bone: The Complete Edition,"35,872","['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Adventure', 'Young Adult']"
The Garden,138,"['Fantasy', 'Spirituality', 'Poetry', 'Romance', 'Self Help', 'Philosophy', 'Paranormal']"
Voyager: The Art of Pure Awareness,58,"['Self Help', 'Spirituality', 'Nonfiction', 'Philosophy', 'Business', 'Psychology']"
The Scapegoat,"9,560","['Fiction', 'Classics', 'Mystery', 'Gothic', 'Historical Fiction', 'France', 'Thriller']"
The Gone-Away World,"12,640","['Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Dystopia', 'Humor', 'Science Fiction Fantasy']"
Manuscript Found in Accra,"28,906","['Fiction', 'Philosophy', 'Historical Fiction', 'Spirituality', 'Novels', 'Inspirational', 'Self Help']"
Winter's Bone,"35,214","['Fiction', 'Mystery', 'Contemporary', 'Crime', 'Audiobook', 'Literary Fiction', 'Adult Fiction']"
Life Of Love,48,['Romance']
"Arielle: Immortal Awakening (Immortal Rapture, #1)",397,"['Paranormal', 'Romance', 'Magic', 'Fantasy', 'Young Adult', 'Adventure', 'Fiction']"
The Last American Martyr,226,"['Fiction', 'Thriller', 'Amazon', 'Mystery', 'New York', 'Contemporary']"
LOVE ISN'T FOR COWARDS: Just Let Love Be,10,[]
My Prison Without Bars: The Journey of a Damaged Woman to Someplace Normal,402,"['Nonfiction', 'Abuse', 'Dark', 'Psychology', 'Memoir', 'Mental Health']"
The Book of Paul,"1,124","['Horror', 'Thriller', 'Fiction', 'Fantasy', 'Mystery', 'Paranormal', 'Suspense']"
Win The Fight: The Fight Fore My Life,8,[]
Divided By Seven Billion,12,[]
Find Me (Rhiannon McVee Mystery #1),118,"['Crime', 'Fiction', 'Mystery']"
Eastland,22,['Historical Fiction']
Addicted To Greed,6,[]
23 Things They Don't Tell You about Capitalism,"10,741","['Economics', 'Nonfiction', 'Politics', 'Business', 'History', 'Finance', 'Philosophy']"
The Immortality Game,279,"['Science Fiction', 'Cyberpunk', 'Fiction', 'Dystopia']"
Demon Singer I,155,"['Urban Fantasy', 'Magic', 'Vampires', 'Fiction', 'Fantasy', 'Paranormal']"
Following the Sun,55,"['Romance', 'New Adult']"
Incognito: The Secret Lives of the Brain,"31,179","['Nonfiction', 'Psychology', 'Science', 'Neuroscience', 'Brain', 'Philosophy', 'Biology']"
"End of Days (Penryn & the End of Days, #3)","67,593","['Fantasy', 'Young Adult', 'Angels', 'Dystopia', 'Paranormal', 'Romance', 'Post Apocalyptic']"
Theodore Roosevelt: An Autobiography,"1,918","['Biography', 'History', 'Nonfiction', 'Autobiography', 'Politics', 'Presidents', 'Memoir']"
Debbie Harry Sings in French,945,"['Young Adult', 'LGBT', 'Fiction', 'Teen', 'Music', 'Realistic Fiction', 'Queer']"
Ripples Through Time,182,"['Fiction', 'Amazon', 'Family']"
Last Call,17,[]
Double Trouble,58,[]
Midwifing Death: Returning to the Arms of the Ancient Mother,16,[]
The Yellow Wallpaper and Other Stories,82,"['Classics', 'Short Stories']"
Blind Side,162,"['Thriller', 'Fiction', 'British Literature', 'Psychological Thriller']"
Scarlet Crosses: The Truth Lies Within,5,[]
A Moonbow Night,"1,705","['Historical Fiction', 'Christian Fiction', 'Historical', 'Romance', 'Christian', 'Fiction', 'Christian Historical Fiction']"
Degeneration (Degeneration #1),81,"['Horror', 'Zombies', 'Fiction', 'Action', 'Thriller', 'Science Fiction']"
Introverts: Leverage Your Strengths for an Effective Job Search,34,"['Nonfiction', 'Business', 'Self Help']"
Echo,"40,232","['Historical Fiction', 'Middle Grade', 'Fantasy', 'Young Adult', 'Fiction', 'Audiobook', 'Magical Realism']"
The Interludes: A Sexual Odyssey,100,"['Fiction', 'Erotica', 'Contemporary', 'Adult', 'Love Story', 'Novels', 'Romance']"
"The Feds' Folly: Who Stole $17 Trillion? (The Jones, #2)",117,"['Adventure', 'Young Adult', 'Middle Grade', 'Fiction', 'Contemporary', 'Adult', 'Action']"
Rhesus X: Blood Is Thicker Than Water,17,"['Horror', 'Science Fiction']"
Ripperville,26,[]
Chinese Astrology for Health and Wellbeing,13,[]
Inherit The Whirlwind: The Final Showdown Between Science And Religion,56,[]
Grief Demystified: An Introduction,17,"['Death', 'Nonfiction']"
The Brazilian,13,[]
Briskwood Blood Rain,27,[]
Sea Prayer,"54,097","['Poetry', 'Fiction', 'Short Stories', 'Historical Fiction', 'Graphic Novels', 'Picture Books', 'War']"
Resilience Road: Exploring Your Authentic Life Path,16,"['Memoir', 'Nonfiction']"
"N*gga Theory: Race, Language, Unequal Justice, and the Law",52,"['Race', 'Nonfiction', 'Politics', 'Social Justice', 'Anti Racist', 'Law']"
Solitary: Unbroken by Four Decades in Solitary Confinement,"3,342","['Nonfiction', 'Memoir', 'Biography', 'Race', 'History', 'Social Justice', 'Politics']"
"Horn-Horn, Cracked (The Horn-Horn Series Book 2)",17,[]
The Fortress,"4,984","['Fiction', 'Classics', 'Historical Fiction', 'Historical', 'Literature', 'Novels', 'Serbian Literature']"
"Doctor No (James Bond, #6)","22,256","['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Mystery Thriller']"
5 Stars,9,[]
Anshuman krit Saral Vastu Gyan,7,[]
The Outcasts - A Thousand Dreams of Redemption,31,"['LGBT', 'India']"
Alexander's Infinity,4,"['Mathematics', 'Metaphysics', 'India']"
"Original Sin (Adam Dalgliesh, #9)","11,269","['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller']"
The Paris Apartment,"352,190","['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']"
Death of an Ordinary Life,6,[]
Just the Way You Are,"1,241","['Picture Books', 'Childrens', 'Christian', 'Fiction', 'Religion', 'Fantasy', 'Christian Fiction']"
Evolution of Insanity,75,"['Psychology', 'Short Stories', 'Fiction']"
Julian,"7,113","['Historical Fiction', 'Fiction', 'Historical', 'Literature', 'Religion', 'Classics', 'Novels']"
Dare to Dream,16,[]
"Airborn (Matt Cruse, #1)","24,960","['Fantasy', 'Steampunk', 'Young Adult', 'Science Fiction', 'Adventure', 'Fiction', 'Teen']"
Dream of the Red Chamber,"4,998","['Classics', 'Fiction', 'China', 'Literature', 'Historical Fiction', 'Asia', 'Chinese Literature']"
Empty Chairs,"1,266","['Nonfiction', 'Memoir', 'Abuse', 'Biography', 'Autobiography']"
Ingo,"10,119","['Fantasy', 'Mermaids', 'Young Adult', 'Fiction', 'Adventure', 'Middle Grade', 'Childrens']"
"Neophyte (The Wiccan Diaries, #2)",70,['Romance']
"River God (Ancient Egypt, #1)","38,763","['Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Fantasy', 'Adventure', 'Africa']"
Nira/Sussa,110,"['Erotica', 'Dark', 'BDSM', 'Fiction', 'Horror', 'Literary Fiction', 'Adult Fiction']"
Wooded Windows,7,[]
"پیر کامل  (Peer-e-Kamil, #1)","8,257","['Fiction', 'Romance', 'Novels', 'Contemporary', 'Pakistan', 'Spirituality', 'Religion']"
Time and Again: Time Was / Times Change,"8,731","['Romance', 'Time Travel', 'Fiction', 'Contemporary Romance', 'Fantasy', 'Science Fiction', 'Paranormal Romance']"
Churchill: A Life,"6,722","['Biography', 'History', 'Nonfiction', 'Politics', 'World War II', 'Biography Memoir', 'European History']"
Ways to Live Forever,"8,534","['Young Adult', 'Fiction', 'Realistic Fiction', 'Contemporary', 'Middle Grade', 'Childrens', 'Death']"
Nutrition and Physical Degeneration: A Comparison of Primitive and Modern Diets and Their Effects,"2,074","['Health', 'Nutrition', 'Nonfiction', 'Food', 'Science', 'History', 'Medical']"
The Mind,17,['Poetry']
The Invention of Christianity,229,"['Religion', 'Nonfiction', 'History', 'Atheism', 'Philosophy', 'Christianity', 'Theology']"
"Portrait of a Girl Running (Portraits, #1)",100,"['Young Adult', 'New Adult', 'Romance', 'Contemporary']"
Metatron: The Angel Has Risen,65,['Fantasy']
"Interviews With the Dead, Part 1",26,[]
The Sheltering Sky,"27,244","['Fiction', 'Classics', 'Africa', 'Travel', 'Literature', 'Novels', 'Historical Fiction']"
The Book of Night Women,"12,832","['Historical Fiction', 'Fiction', 'Historical', 'African American', 'Literary Fiction', 'Novels', 'Race']"
Fuzzy Green Things,28,['Fiction']
Johnny the Homicidal Maniac: Director's Cut,"9,774","['Comics', 'Graphic Novels', 'Horror', 'Fiction', 'Humor', 'Graphic Novels Comics', 'Comic Book']"
"Temptation (Temptation, #1)","1,742","['Young Adult', 'Romance', 'Amish', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Chick Lit']"
Four Days with Hemingway's Ghost,901,"['Fiction', 'Historical Fiction', 'Paranormal', 'Historical', 'Fantasy', 'Contemporary', 'Time Travel']"
The Peach Keeper,"60,856","['Fiction', 'Magical Realism', 'Romance', 'Chick Lit', 'Fantasy', 'Contemporary', 'Mystery']"
"My Name Is Mary Sutter (Mary Sutter, #1)","24,333","['Historical Fiction', 'Fiction', 'Civil War', 'Historical', 'War', 'Audiobook', 'Medical']"
The Painter,"14,814","['Fiction', 'Art', 'Contemporary', 'Literary Fiction', 'Mystery', 'Audiobook', 'Crime']"
Candle Girl,6,[]
"UnWholly (Unwind, #2)","56,257","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Teen']"
"XO, Blake (The Undergrad Years, #3)",330,"['New Adult', 'M M Romance', 'Romance', 'Contemporary', 'Erotica', 'Young Adult', 'Contemporary Romance']"
All My Friends Are Dead,"30,019","['Humor', 'Fiction', 'Graphic Novels', 'Picture Books', 'Childrens', 'Comics', 'Comedy']"
Warrior King Legacy,28,[]
Little Children,"31,469","['Fiction', 'Contemporary', 'Adult Fiction', 'Literary Fiction', 'Novels', 'Adult', 'Book Club']"
أقوم قيلا,"16,305","['Nonfiction', 'Religion', 'Islam', 'Philosophy', 'History', 'Literature']"
A Dry White Season,"3,955","['Africa', 'Fiction', 'South Africa', 'Historical Fiction', 'Classics', 'African Literature', 'Novels']"
Walking through the Wall,2,[]
"You Are My Sunshine (All My Love, Detrick, #2)","4,617","['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'War', 'Amazon']"
The Pacific Depths,16,[]
Fiction,6,[]
Chasing Shadows (Rising Shadows #2),53,"['Fantasy', 'Romance', 'Time Travel', 'Christian Fiction', 'Young Adult', 'Christian Fantasy']"
"The Genetic Lottery (Egalia, #1)",50,['Science Fiction']
In My Brother's Shadow,27,[]
"Sister Pelagia and the White Bulldog (Sister Pelagia Mysteries, #1)","3,813","['Mystery', 'Russia', 'Historical Fiction', 'Fiction', 'Crime', 'Historical Mystery', 'Detective']"
King Arthur's Sister in Washington's Court,109,"['Fantasy', 'Fiction', 'Historical Fiction', 'Science Fiction', 'Time Travel', 'Comedy', 'Arthurian']"
Flipping Numbers PT 1,176,['Drama']
There Will Be Lies,"3,113","['Young Adult', 'Mystery', 'Contemporary', 'Thriller', 'Fantasy', 'Fiction', 'Magical Realism']"
Aj's Ireland: A Christmas Comedy,23,"['Humor', 'Family', 'Adventure']"
The Fantastic Flying Books of Mr. Morris Lessmore,"13,339","['Picture Books', 'Fantasy', 'Childrens', 'Books About Books', 'Fiction', 'Adventure', 'Juvenile']"
Walking the Path of Compassion,67,"['Spirituality', 'Inspirational', 'Self Help']"
"Mrs. Bridge (Mrs and Mr Bridge, #1)","6,578","['Fiction', 'Classics', 'Historical Fiction', 'Novels', 'Literary Fiction', 'American', 'Literature']"
Calls Across the Pacific,31,"['China', 'Fiction', 'Historical Fiction']"
Don't Let's Go to the Dogs Tonight: An African Childhood,"54,149","['Memoir', 'Nonfiction', 'Africa', 'Biography', 'Biography Memoir', 'Autobiography', 'Travel']"
