review,rating
"Bought this shirt for the play Cats as a gift to present theater tickets for my daughter. Item runs small - I ordered a women's large and it's very small and tight on my 13 year old daughter. 
The printing isn't what I expected and hoped for BUT it's fine for a few wears and for what I wanted it for. If you are looking for a 'forever' printed t-shirt, I don't think this shirt would stand the test of time or more than a few washes. Will not put in the dryer. 
Arrived timely. Well packed.",3
"funny and cute, would buy again",5
Shirt was a little too long in length but other than that it got here in time for the holidays.,4
"The quality is very good.  However dealing with this vendor was confusing and not satisfying.  I did not receive an order confirmation and thought my order did not go through.   So I ordered another shirt from another vendor.  That shirt came in before Christmas.This shirt did not come until after Christmas.  When I contacted the vendor to return it the response was, ""Can you donate it?""",1
"funny and cute, would buy again",5
Shirt was a little too long in length but other than that it got here in time for the holidays.,4
"The quality is very good.  However dealing with this vendor was confusing and not satisfying.  I did not receive an order confirmation and thought my order did not go through.   So I ordered another shirt from another vendor.  That shirt came in before Christmas.This shirt did not come until after Christmas.  When I contacted the vendor to return it the response was, ""Can you donate it?""",1
"SO GREAT!! They were thicker than I was expecting, so that was a nice treat.",5
"After receiving a different shirt in error, seller sent the correct shirt (with tracking) at no additional cost immediately after contacting them. For what it's worth, the initial shirt was also in the mail immediately after it was purchased. 

Excellent shirt quality, as well--buy one!",5
Loves it. Thank you much.,5
"Shipped fast, my daughter loves it!.",5
"Socks are great gifts, especially when the person loves loves loves Cage. Shipped on time. Arrived in good time. Cool cool cool",5
Shipped quickly but unfortunately print quality on tee is poor...,3
My brother loves the shirt and always receives compliments on it!,5
"Awful. Seller is extremely unprofessional. Ordered 2 pair on 12/10. 12/13 tracking said they’d arrive by 12/15. 12/15 trackng said label created waiting for item. Contacted seller. She said she’d send out a new package next day ship cuz I needed them by 12/21 for a bday. told me the tracking # is the same. How would that be if she sent a new package like she claimed? The socks finally arrived 12/24. The print is dark and you can barely tell it’s Post Malone. Shape of the socks are horrid. The left has a huge square shape by toes. Right fits normal. Very disappointed. I’d like some compensation not only for the inconvenience with the delivery, but for an awful product. I’m very irritated. Do not buy from this seller. Unprofessional/poor quality product! If I could send a photo of the shape of the socks I would! Eww! So mad.",1
Not sure why there are so many good reviews. This is one of the lowest quality fabrics I have ever seen. There are visible cut marks on the sides of the scarf. Overall one of the worst purchases I have made in my life.,1
My brother loves the shirt and always receives compliments on it!,5
"Awful. Seller is extremely unprofessional. Ordered 2 pair on 12/10. 12/13 tracking said they’d arrive by 12/15. 12/15 trackng said label created waiting for item. Contacted seller. She said she’d send out a new package next day ship cuz I needed them by 12/21 for a bday. told me the tracking # is the same. How would that be if she sent a new package like she claimed? The socks finally arrived 12/24. The print is dark and you can barely tell it’s Post Malone. Shape of the socks are horrid. The left has a huge square shape by toes. Right fits normal. Very disappointed. I’d like some compensation not only for the inconvenience with the delivery, but for an awful product. I’m very irritated. Do not buy from this seller. Unprofessional/poor quality product! If I could send a photo of the shape of the socks I would! Eww! So mad.",1
Not sure why there are so many good reviews. This is one of the lowest quality fabrics I have ever seen. There are visible cut marks on the sides of the scarf. Overall one of the worst purchases I have made in my life.,1
"Great quality shirt, design is really cool.  Size as described.  Fast shipping!  Thanks!",5
"This was actually purchased as a Christmas gift, so I won't be the one who will be wearing the shirt. But I am certain the recipient will love it, not only because he's a Cobra Kai fan, but because it is soft and comfortable. The image looks clear, but the shirt has a vintage-y feel. Great quality. Highly recommend. Transaction was quick and easy, Seller correspondence and updates were regular, and shipping was fast.",5
Love my shirt and get lots of laughs and compliments :),5
"Exactly as pictured. Super soft, nice quality. Shipped fast!",5
"The tshirt seems to run a little small, so I would definitely order up. The transaction was smooth and the shipping was fast though!!",5
"Item received quickly, but print quality is poor. Purchasers should note that this item is not screenprinted, and you can tell. It appears that the vendor used a low-quality image for the print. The entire print has fuzzy edges, and the colors are all muted. Disappointed in this purchase. Would not buy again.",2
"Item received quickly, but print quality is poor. Purchasers should note that this item is not screenprinted, and you can tell. It appears that the vendor used a low-quality image for the print. The entire print has fuzzy edges, and the colors are all muted. Disappointed in this purchase. Would not buy again.",2
"Great socks...
Cant wait to wear them. Quick shipping too!!!",5
Purchased in black. Not too happy with the how the white part of the NAH sign looked. Shipping was quick.,2
"Sizes in women's are much smaller than expected. It's a nice print but since it was so small I asked to exchange it. Had to pay for shipping back, the shop owner is unfriendly, and takes a while to respond with very little info. I pray it fits better this time so I can be done with this.",2
"It took several weeks to get my tshirt.  When i received my shirt the decal on the front was all wrinkled up. I contacted her about it and she told me to apply heat to it. I paid her to make the shirt i shouldn't have to apply heat to it. Then the first time i wore the shirt i noticed the seam on the left shoulder was apart, so i contacted her about that and her response was that's weird i check all seams and nothing else was said!",1
My brother loved his shirt will order again for me sometime soon thank you,5
Absolutely love this tank! Ty 💜,5
"The vinyls are great. Unfortunately I did not get them in time for my event. Thankfully they shared the image files with me and I was able to get someone local to print the vinyls for my wedding. Stressful, but the product was done well.",2
I love the Shirt.  But it took nearly a month to get it.,5
"Took nearly a month to receive the shirt , than I thought I was getting a onesie and got a shirt , little disappointed in my purchase",2
"The items, a hat and sweatshirt, were awesomely labeled and fit perfectly.   Not my first order and definitely wont be my last.",5
Her decals are amazing!!! I put them on a large mirror instead of a window and it came out great! So excited to use it for my wedding! Thank you so so much,5
My hangers look amazing. There was a slight delay with shipping (due to postal service) but the shop owner was great with communication. Overall I was very happy with my whole experience and will likely purchase again!,5
"The product looks as advertised however I have yet to put it up yet.  I will be interested to see if it will actually stick as it looks like it may have been put into the shipping container too early after printing or that they used old vinyl paper because it was pulling apart as I took it out of the shipping container.   Non of the other vinyls that I have purchased from other shops have had this issue.   It may be totally fine, but I did question the quality of the decal upon opening because of it.   
I will update my review when i have applied it.",3
I am enjoying this t-shirt. It both feels and fits great. Bonus: it makes me giggle too.,5
Not very happy with my order or the delivery time. It took 23 days to receive and the picture was misleading. Plus one of the jars is misshapen.,1
Great craftsmanship and funny gift.,5
"Horrible customer service & shipping wait. The shirt however,  is thankfully great.",3
Hilarious! My husband loved it!,5
"LOVE LOVE LOVE, thank you so much for a great product.",5
"VERY VERY VERY DISAPPOINTED WITH THE WAY I WAS TREATED!!!!!! I PLACED AN ORDER WAY BEFORE CHRISTMAS. A SET OF SIBLING CUPS, WHEN THEY WERE DELIVERED THE CUPS (GLASS COFFEE MUGS) WERE WRAPPED IN TISSUE PAPER!!!!! WHEN I CONTACTED THE SHOP I WAS TOLD THEY WOULD SEND ME THE DECALS AND I COULD PUT THEM ON MY OWN CUPS OR I WOULD BE GIVEN A REFUND. I INFORMED THE OWNER THAT I DID NOT WANT A REFUND (OR DECALS) I WANTED THE PRODUCT I PAID FOR.  WITHOUT ANY FURTHER DISCUSSION SHE ISSUED A REFUND & NOW WON'T RESPOND TO MY MESSAGES!!!!!! I WOULD NOT HAVE MINDED RECEIVING THE PRODUCT AFTER CHRISTMAS. THE ONLY REASON THEY WERE BROKEN (YES, I HAVE PICTURES TO PROVE IT) WAS BECAUSE THEY PACKAGED GLASS CUPS IN TISSUE PAPER!!!!!!!!! 
NEEDLESS TO SAY I AM NOT HAPPY & VERY UPSET WITH THE LACK OF CUSTOMER SERVICE!!!",1
Hilarious! My husband loved it!,5
"LOVE LOVE LOVE, thank you so much for a great product.",5
"VERY VERY VERY DISAPPOINTED WITH THE WAY I WAS TREATED!!!!!! I PLACED AN ORDER WAY BEFORE CHRISTMAS. A SET OF SIBLING CUPS, WHEN THEY WERE DELIVERED THE CUPS (GLASS COFFEE MUGS) WERE WRAPPED IN TISSUE PAPER!!!!! WHEN I CONTACTED THE SHOP I WAS TOLD THEY WOULD SEND ME THE DECALS AND I COULD PUT THEM ON MY OWN CUPS OR I WOULD BE GIVEN A REFUND. I INFORMED THE OWNER THAT I DID NOT WANT A REFUND (OR DECALS) I WANTED THE PRODUCT I PAID FOR.  WITHOUT ANY FURTHER DISCUSSION SHE ISSUED A REFUND & NOW WON'T RESPOND TO MY MESSAGES!!!!!! I WOULD NOT HAVE MINDED RECEIVING THE PRODUCT AFTER CHRISTMAS. THE ONLY REASON THEY WERE BROKEN (YES, I HAVE PICTURES TO PROVE IT) WAS BECAUSE THEY PACKAGED GLASS CUPS IN TISSUE PAPER!!!!!!!!! 
NEEDLESS TO SAY I AM NOT HAPPY & VERY UPSET WITH THE LACK OF CUSTOMER SERVICE!!!",1
"Literally screamed when I go this in the mail, I was so excited. It's an amazing shirt and I will buy another for my sister for Christmas :) amazing product, definitely recommend.",5
"I ordered a Medium in men's and received a medium in women's...I just want to make everyone aware, if you are ordering any of the In loving memory of Stormy products believing that you are helping her family in any way shape or form you are sadly mistaken...Order them because you want them and you want to pay Esty to make them for you and you want them to profit off the death of my daughter.",1
"The size was wrong I order a Medium in Mens and got a medium in womens...and anyone ordering any of the In memory of Stormy believing that they are helping her family, please order the products because you want them and you want to pay Esty's for making them...they are not in any way shape or form helping her family, do not purchase them with the belief you are helping her family",1
"This was fine, no problems with this one, but I had ordered to others size Medium in mens, and received two mediums in womens...and as far as ordering any of these products "" In loving memory of Stormy"" to help her family... it hasn't helped her family in any way shape or form...Order them because you want them, and you want to pay Esty to make them for you and them to profit off the death of my daughter.",1
"Just as described, only reason for 4 stars is I wish there was a v-neck option or more color options.",4
This shirt is awesome! My friend loved it for her birthday. High quality and comfortable.,5
"I thought the print was actually a part of the mug, but it's just like a sticker on top of a mug? It's started to fall off already and hasn't been dishwashed or microwaved. Had it for less than a week now and it's already falling off.",2
Don't really know what's going on... I placed the order on 12th January... it says my item has been dispatched on the 18th of January... and then it says it's in Melbourne on the 26th of January but it's now the 2nd of Feb and it's still not here...,1
Just right and super fast shipping!,5
"Really disappointed with this product, and would send them back except now I do not have enough time to order from someplace else for my wedding night. I will not order through this company again out of fear of not receiving a quality product. I paid $20.00 plus an additional $5, for shipping so while I did not expect high end pillow cases I did have expectations of getting more than I did. PROS: The Mrs and Mr decal looks really nice in person. While I do not know how it will wash I think it's on sturdy enough that it will hold up well in the washer. 
CONS: The pillow case they use was horrible. The material is so thin that the light colored print on my actual pillow shows through. The pillow case is from MainStay (Wal-mart brand) and the stitching looks awful on the top.",1
"Nothing,  cotton is scratchy. It is very uncomfortable,  not good quality cotton whatsoever",1
Yes the only thing I tho it was going to be like a bright white shirt it looks fetched but is ok not bad,3
Happy! Happy! Happy! Happy! Happy! Thank you very much!,5
Very happy with entire transaction. Would happily buy again. Thank you  Very Much!,5
Shirt is low quality with low quality screen print. The White Screen Print already looks faded without even wearing it.,3
"Mailman mishipped my order but I got the shirt days later. I thought I ordered long sleeve but I guess not. Oh well, thats on me. Im still gonna wear it.",5
I love it can’t wait to wear it to the concert in July,5
Color of letters and numbers looks faded but still cute.,3
"The letters are poor quality, ironed on ..Not silkscreen waste of money",1
LOVE IT!! Extremely fast shipping! Got it just in time to wear for the Bad Bunny concert. Quality of the shirt is great. Will purchase again.,5
This was my first purchase from Etsy and it was easy to find. Made it in time for the concert 👍🏼,5
After the second wash the logo erased a little bit.,3
The only thing wrong was the sizing of the shirt was way off. I suggest to order a size or two larger than your actual size.,1
"Fits just like expected. It was a birthday gift for my brother, and he loved it.",5
Truthfully I I feel terrible leaving a bad review since I’ve never had to here on Etsy. But the T-shirt was a complete let down 100%! The colors are not at all what you see in the picture! I refuse to wear it to the concert since the colors are so muted almost gray. And I ordered a black shirt and it doesn’t even stand out at all! Can’t wear it to my upcoming concert and I was so excited about it. do not order you will be disappointed in the printing for sure! My recommendation for the seller is to definitely upgrade your printer/ink and whatever  application your using to get the images ready for printing.,1
I like it.  Is strong material.,5
"These shirts are very nice quality. They are very thick. It would be cool to have a cotton/poly blend shirt option, too. Shipping took a bit longer than I’d hoped, but they made it on Christmas Eve and my son and hubby loved them. Thank you!",5
Looks very cheaply made. You can see right thru the lettering and picture. Definitely not happy. I wouldn’t be surprised if it washed off.,2
Great quality,5
It shiped on time for Christmas. Gift was on point!👌👌,5
"it is not the right size , i asked for a xsmall & it came in as xlarge",1
"Accidentally ordered the wrong size. When I asked for an exchange, seller said he doesn’t do exchanges and that the Tshirts were “made to order” , terrible customer service",1
"I bought this T shirt for my sons birthday as he's a massive Connor McGregor fan, he loved it 😊 when I ordered it I hadn't realised it was coming from America so I messaged the seller who said delivery could be anything from 2-4 weeks which was after my sons birthday but to my amazement it actually arrived on the actual birthday 😊 it took less than 2weeks, brilliant. Thank you",4
"Shirt isn't high quality neither the letters, pretty faded.",3
Received very fast.  Awesome! My daughter loves it!  Thank you!!,5
"Item looks good, shipped extremely fast in a busy part of the year and the seller answered a question I had within an hour of posting it.  Extremely timely! Very Satisified.",5
the Gift was a hit!!,5
I would expect the exact same thing from the pic. The letters are small and gathered all up in the middle,2
Thanks heaps for your product,4
I never received my shirts and I ordered it 35 days ago,1
Good item and quick shipping,4
"The screen print is very poor in quality. The colors look super faded and you can hardly see the image. The price is good, the quality of image is not. Sorry.",1
Contacted numerous times via email and messages on etsy to exchange t-shirt for a bigger size. Ignored each time. Would never but from this seller again.,1
Ordered this shirt on the 11th of December and it never turned up. Contacted the seller and had no reply.,1
Came a few days later and the print was smaller than expected. Good quality though will be buying another,3
Brilliant product. Thanks so much,5
This is a xmas present so they should love it good quality material great design very happy,5
"Didn’t come in time, and the quality is poor. Tried to reach out to owner for a refund, but I have had no reply.",1
"Great shirt! Good quality, right size. Shipped fast. Thank you!",5
"Easy to order, prompt delivery, ok quality. Does not look like in the picture though. The sleeves are slightly longer, and the neckline is higher - had to cut it.",3
"Shipping was about double the time. Contacted the seller and Etsy about that, opened a file against the seller and _never_ got any message from the seller after weeks of wait. The package happily arrived about 2 weeks late. The product is nice, but the colours are off, inappropriate for a Spyro product.",1
Speedy ship and quality product.,4
These types of products take time and consistent usage to see results. Will update in the future.,4
No changes in the ringing of the ears 😔,2
Dont know if it will help.,4
This product is great!  High quality ingredients I think made a difference.,5
"Sad, it didn't make any difference.",1
Bad svg wasn't able to use it,1
Good craftsmanship and received in timely manner. I would have preferred the measurements to be in height and width. It was a bit deceiving.,4
"Very poor packing, no padding around sign or in corners,sign was bent in several areas.  Due to the placement of the letters, you can barely make out the J in Jefferson",1
Best customer service & even better craftsman!  Will post photo as soon as we hang this!,5
"It is great, just as I thought it would be. Looks beautiful on my house. Many compliments from my neighbors.",5
"So disappointed!! The package came and I was sure it was empty. The quality of the metal is very poor. Paper thin. I ordered a similar product at Xmas from a different seller, price was less and quality was significantly greater.  I was purchasing other items via Etsy so I purchased the sign here too. Certainly not with the price.",1
I'm very pleased with my hat. Its everything I hoped!,5
These are bent. Just received today.,2
Decomatic gets 5 stars from me. Satisfied.,5
Perfect! Fast shipping! Great communication! Love them thank you!!,5
I just wasn’t impressed with the quality. It was just a thin piece of cut metal. No depth to it.,2
Perfect! Fast shipping! Great communication! Love them thank you!!,5
Super thin and cheap looking!,1
"It's okay.  The metal is a lot thinner than I expected and the image came out a bit pixelated and not very glossy. I don't think the product is worth the $26 I paid, but I still like the geode design.",3
It’s cute but I can’t use it because it covers “Texas” which will get me a ticket,2
Very fun license plate frame. Shipped quickly and arrived when expected. Thank you!,5
"I was so excited to get these. I purchased without looking at reviews. They are a little flimsy but my biggest issue is I purchased two, and unfortunately I got one that was the picture as shown and the other was nothing as pictured. It was pink and brown. Hopefully this can be resolved and I can get two matching ones..",3
"I must admit I was hesitant to buy from this shop based on some of the reviews I’ve seen previously. Some people were saying that the license material is too flimsy and thin while others have mentioned that it was easily damaged via shipping because of said material. But the pros outweighed the cons and I decided to buy a license frame for my vehicle. 

When it arrived at my home I was pleased with the packaging, it even had a “DO NOT BEND” sticker plastered across to let mail carriers know how to handle this package. The license frame itself was nicely secured inside with added cardboard and it was not bent when I got it out despite how thin the actual material is. Overall, I’m happy with how the frame looks on my car and I would recommend this shop to friends looking to decorate their car too. Thank you!",5
"Looks just like in the picture, however it covers up more of my license plate information than I wanted, but I gave it to my sister to enjoy",4
Plate frame looked just like the picture.  The print came out really nice; we are very happy with it.,5
"I love these! I bought two for my front and back plates. I have to admit that when I first got them, I wasn't super impressed, but once I got them on my car I was so thrilled with how nice they look!!",5
Its exactly what i wanted tyty,5
"soft and comfortable, got SO many compliments already.",5
I'm so thrilled with my space license plate cover. I searched high and low for the right ones for me and these are it! So happy with my purchase and so is my car! :),5
Perfect!,5
Quick ship!,5
Nice and great style of cap.,5
Very nice frame!,5
Love my license plate frames! Just as pictured & very sturdy! Thank you!!!,5
nice license plate. As pictured,5
Perfect! Goes with my seat covers!!,5
These look great on my gold car. They showed up looking exactly as I thought they would. Solid buy.,5
"Ascetically pleasing, but very pliable thin metal.  I’m hoping it holds up to wear and tear. I appreciate the unique items offered. Thank you.",4
This item is not worth the money at all!,1
It's super thin and flimsy. Not sturdy at all. I didn't even end up using it on my car because it bent and crinkled so easily.,3
"Wish It Looked A Little More Like The Photo , But Overall I Really Like It And Will Reorder Another Set In The Near Future :)",4
The color is a little brighter than I expected and it is very thin. Your plate won't slide into this frame if that's what you're looking for. It'll just lay on top. Regardless it's super cute and I love it! Shipping was super fast too ^-^,5
I love the look of them. Thank you!,5
It was timely shipping but the plates were not exactly what I thought they would be.  This is a very thin and flat licence plate frame.  I thought it would be a thicker material that would wrap around.  It looks fine and does the job though.,4
This frame is so adorable! I just ordered another for the front of my car! Thank you:),5
"Super cute and shipped fast but it’s thin, like really thin, like you can fold it in half if you wanted but honestly it’s $10 and it’s cute. I haven’t had a chance to put it in my new car yet, waiting on my new plate to get here, hoping it fits",4
"When these license plate frames arrived in the mail I was really excited with the quality and colors. After having them on my car for a week, I took my car through the car wash and the frames were destroyed. This was a car wash I go to regularly, the frames’ paint peeled off and they were bent so bad I couldn’t fix them. Really disappointed.",1
Just what I ordered! It looked perfect!! 👌🏾,5
What did you like about,4
Perfect addition to my new whip,4
High quality and got delivered sooner than expected,5
"very nice print and shipped quickly. it's just a flat frame that sits on top of the plate, doesn't have little notches to hold it or anything, which may cause some problems that others have mentioned with fit. but works fine on my car and looks very unique! thank you!",5
Just like I expected!   Looks great!,5
Thinner than I thought but really beautiful.,4
"Thank you, everything is perfect",5
"Exactly as pictured, good quality",5
"Great design, good price. I also loved the variety of designs this shop has.",5
The space license plate frames add that little special something to my vehicle! Awesome product. Thanks!!!,5
"Absolutely love the look of this. The only thing I have a problem with is that its a thin piece of metal so the license plate doesn't sit inside of it. After one car wash, my front one got a little bit bent. Otherwise, it's seriously the coolest license plate ever and looks awesome on my car!",4
"This doesn't quite fit the plate properly, meaning it covers some of the design of the plate. It's quite a bit thinner than I expected. The colour is nice, however I'm not sure how long it will last given how flimsy it is.",3
"very nice, received quickly. thanks",5
"It's beautiful, both sleek and rustic-looking. Great for a gift!",5
"Excellent service and excellent product. My niece loved the sandals, we can't take them off of her!!! I was very happy to see that the final product is exactly as I can see it on the screen and that the quality is absolutely great. Efi did a great job, responding and shipping the sandals right on time. Thank you so much!",5
"This store went above and beyond to make sure I was happy with the mockup AND that my payment went through. I made a silly mistake upon checkout, but they were patient and stayed in touch as I troubleshooted. The onesie made my coworker sooo happy :)",5
Pretty but not a pair of sandals that will last especially for the price. Sandals completely started to fall apart only a few wears. Hot glue globs were left from when the deterioration began. Be wise and Save your money for something with more quality.,3
super cute!  it is hanging in my boys room.,5
La bolsa es preciosa. Buena calidad tanto en la tela como en la impresión. Muy buen vendedor. Volveré a comprar.,5
La bolsa es preciosa y de buena calidad. Una buena compra de un muy buen vendedor.,5
"shipping took longer than expected, package never came, made no effort to help me, ignored me when requested refund",1
Cute prints!!,5
Great first anniversary gift!,5
"The onesie arrived in a timely manner and was adorable upon arrival. I wanted to use the onesie in a pregnancy announcement. It had a few wrinkles because it was folded to be shipped. I threw in in the dryer for about 5 minutes with a damp washcloth. When I took it out, there was a tiny hole on the front of the onesie below the lettering. I planned for this to be one of baby’s first outfits, but the onesie couldn’t stand up in the dryer for that short time.",2
Perfect gifts for work.  So cute!,5
The dates for 2018 were incorrect.,1
The wasn’t a case at all. It’s was $55.00 of stickers. Seriously disappointed,1
Files did not work. Do not recommend.,1
"Fits perfectly, and looks just like the listing image. (I’m lazy and haven’t mashed all the bubbles out yet haha) the image is also very crisp and clear, not grainy. Fast shipping. I have zero complaints.",5
"I liked the decal, the craftsmanship was a little shoddy, the decal did not go all the way to the edge visibly in a few places and I had to trim quite a bit of overlap on others. I don’t think I would purchase this again..",3
"Vinyl stickers came in wrinkled and too large for my 13” MacBook Pro —they were probably sized for the older. This could have been my bad, but I sincerely thought this was going to be a case. But IT IS A STICKER. So buyer beware.",2
loved the skin i ordered!!! can’t wait until they come out with tablet skins!,5
horrible. Ripped as I was taking it out and such poor quality.,1
"The shop was very communicative as far as shipping time and how to apply the skin decal once it arrived. The skin looks amazing, just like the real thing.",5
Great product and excellent customer care.,5
"I've ordered it for my 17"" laptop in custom size. Fits perfectly! 
Good quality.
Thank you",5
Hard to put on and easily rips,2
"I've ordered it in a custom size for my 17"" laptop and it fits perfectly. 
Thank you",5
"I like it! The photo is a little grainy on the sticker than expected but hey, it's a sticker! It is not real granite so I shouldn't of had expected it to look like granite, but it was made well. Overall, it looks really nice and is scratch-proof. The Seller was very informative and helpful on getting the best fit for my computer and responded quickly. I'm planning on getting a clear case to go over it, so you can see the pretty still.",4
"Très joli! Je n'ai pas réussi à éviter quelques petites bulles, mais qui ne se voient pas vu le décor. Je suis ravie.",5
It was not high quality or the quality I expected. Basically just vinyl. There was no practice cover. More dull then glossy. Not happy with it,3
Beautiful! Love it!,5
This skin shipped quickly and applied like a dream. I’ll definitely be a return customer.,5
I absolutely LOVE my new Macbook skin.  It's super creative and perfect for me. It shipped fast and the seller communicated with me about tracking availability once it entered the US.  Application was easy. You have to follow the instructions and you will have success.  I will definitely shop again. Peace and Blessings!,5
"The decal itself is beautiful! The quality is great. 

However, after spending an hour trying to align all of the decals, I just finally decided I had to cut pieces to get it to fit and it still doesn’t cover everything. 
I’m happy because I think it will protect it from scratches but it was definitely a bit of a headache. 

Thank you!",3
"Very good quality, looks just like the photos, and not too difficult to apply. Will come back. Thanks.",5
"The stickers were hard to stick and I didn't like the quality when I got it.
Tried contacting the shop but I was just told to try to stick them again.
Didn't like the experience.",3
I ordered a white background not a clear one. I waited almost 2 months to receive a clear background sticker. I am not sure if I can be more disappointed! I want my money back! Or return if possible!,1
no apple logo cut out,3
"Shipped quickly considering the country. LOVE, LOVE these skins! The hummingbird flowered one is gorgeous!!!",5
"Mine turned out very well, very happy with the final product. The white sticker that came with it was very useful in applying the actual one properly.",5
Nice cover and easy to process.,5
Almost impossible to see the design and arrived stain on several spots. Cheap packaging too...,1
Awesome! Just as described! Just what I wanted,5
"The MacBook stickers came faster than I thought. 
Putting it on isn’t very easy on such a big surface (not like on a smartphone for example), but after a few tries it looked very nice! I already have it on for a few days and it stays on very well, also the edges are good and still stick on my MacBook.",5
This cover is absolutely gorgeous and the seller is not only prompt with shipping but follows up to make sure you are 100% satisfied. The instructional video and the practice film are great resources and make this an even better purchase! Would love to do business again if I ever tire of this skin.,5
"Excellent communication with seller and very friendly, fast response. Nice product. Thank you very much 😊",4
"The decal gives my mac a bit of personality which I do love. The color on this decal isn't as vibrant as shown on the ad but that's probably because it's printed on a clear vinyl rather than a solid background.

I had an issue with my first decal but Andrew was very responsive and replaced it swiftly.

One downside is that shipping does take a very long time but I'm overall happy with the product and would purchase another decal from this shop.",4
The application was very easy after I watched the instructional video! the design is absolutely gorgeous and I’ve never seen anything else like it! Ive already recommended this to a couple of my friends 😊,4
"The picture looks different than what I received, and it took a really long time to get. I think the idea is good but was hoping for a more sparkly one, but it is rather dull. This ships from the Ukraine, so makes sense on why it took so long, but over a month is longer than I hoped.",3
"I just received my sticker today for my MacBook Air ""13 and it doesn't fit. 
It's too long unfortunately, but I thought I can could use a scissor to make it fit but the apple logo is too big, so it wouldn't look right even if the size is right because there would be space between the logo and cut out apple in the sticker. 
I am very disappointed, waited 3 weeks for a product that doesn't fit.",1
"Lovely design. Received in 3 weeks. However, I was disappointed with how the colour was not as bright and vibrant as the pictures and was washed out in comparison - the colours was one of the main reasons for choosing this seller and this design. Skin is also a lot thinner than other Mac skins I've had. Was further unhappy about the fact I gave the seller the measurements of my Mac and the skin was about a mm off - spent a whole hour trying to get it all perfect and lined up to the edges but in fact the whole thing was slightly off because it was cut too short. Not impressed with this as the price paid was a lot and more than other sellers, hence 3 stars only.",3
"First, it took almost a month to get to my house. Second, I paid $55 for three stickers??!! What!!! The top I assumed was going to be an actual case. To anyone looking at this...DO NOT WASTE YOUR MONEY!!!!!",1
"Good seller, top quality !
U can track the order easily.
Communication with the seller OK, no prob",5
"Top quality, good seller! You can buy with no doubt",5
Great communication from the seller. It looks awesome on the computer..,5
I LOVE my Mac skin... easy to apply and so elegant! Thanks :-),5
The quality is very high. The shipping was very slow (I ordered in Nov 17 and got it on Dec 17) so I took a star off for that. But I am very pleased with the art and the materials quality.,4
"Quick shipping, great product! Love it!",5
"Very easy to apply, and looks just as pictured. I’ve received a lot of compliments. Looks beautiful~",5
"Do not buy. Definitely does not look as described, the pictures are enhanced, plus the cost of shipping plus the time it takes to get to the United States is both too much. Buy from a seller in the US that actually is open to exchanging and returning as well because it took opening a case instead of just being humble and offering an exchange.",1
"I love it, it's easy to apply and it's exactly like the picture.",5
"The stickers are beautiful on my MacBook Pro and I get a lot of compliments on it. Also, Andrew cares for his customers as I had a small complaint and he was very responsive to his messages, which I appreciate. Thank you!",4
My new laptop decal is beautiful! Andrew even worked with my to make a decal custom size for my Chromebook. I am very pleased with this product and highly recommend!,5
Easy to apply and looks fantastic on my mac,5
Love these laptop skins! This is the second time I’ve ordered from this and shipping is always Very fast! The product is very easy to install and definitely would recommend this store to anyone and would order again!,5
Absolutely love it! Great product and received as stated. Great communication. Will order again and highly recommend!,5
It looks incredible. Good work.,5
Nothing like it is pictured. The skin pattern is grainy and the color appears washed out. Extremely disappointed,1
"Love it, Good Communication - thank you.",5
schneller versand und so ein schönes muster,5
Took a month to receive and took about 13 days to even ship! Ridiculous,1
The wasn’t a case at all. It’s was $55.00 of stickers. Seriously disappointed,1
"I am obsessed with my new keyboard skin! The seller was in contact with me for the entirety of the order up until delivery to assure everything was correct measurement wise and satisfactory upon arrival. The skin itself is easily applied, a little tedious placing them individually but it's a labour of love. LOVE THIS. Would definitely recommend!",5
"It's a very good quality decal. It is more muted than it appears in the photo, but I actually prefer it. It is a little difficult to get a perfectly smooth finish without any bubbling however.",5
The laptop skin arrived today and I LOVE LOVE LOVE it!!!! It's perfect and incredibly cute and sturdy and absolutely wonderful.   Definitely would order again!!!  thanks for such great service and good product :-),5
"Great seller. Fast shipping, loved the product.",5
"Was a bit long around the top, just above the keyboard, but other than that, I like it!",4
"J’ai envoyé mon clavier pour pouvoir avoir le bon collage et je n’ai pas eu le bon, pour le prix de la livraison et l’attente!",1
Fast postage. Decal is pretty.,4
"Great quality, just like the picture!",5
"Perfect, thank you so much!",5
Nice design. It's a little thinner and more difficult to apply than some other skins i've tried.,4
LOVE this sticker! I have it for everything and it is simply beautiful!!,5
This was a good sticker with high quality graphics. You do need to realize that it is a clear sticker with the world on it. You are not just putting the world map on the laptop.,4
Looks awesome on my laptop!,5
Measurements are off but overall nice product.,3
i love this skin! Such great quality,5
"Item arrived yesterday - thanks! A bit disappointed that there were no instructions on how to apply it (had to resort to YouTube for a tutorial) and wasn't overly happy with the finish so ended up cutting around the decal flowers and reapplying them separately to get a better finish. All in all, very happy though - it looks great now :)",5
There was nothing inside the package. A complete scam!,1
Pretty good quality. Some air bubbles are hard to avoid.,4
Item as described!  Very happy,5
"Awesome laptop sticker, great quality",5
Pretty fast shipping compared to what the estimated time states. But stickers for the keys weren’t as pretty as the picture made me think they would be. I would have rather done the around the keyboard sticker than each individual key.,3
