id,premise,hypothesis,lang_abv
dcfb79b954,H-2A farmers must be abroad and have no intention of going there.,Foreign workers are not allowed to work in agriculture.,en
0e9a7c772a,"And they have more freedom and a lot of work to do, then better move to another direction, I mean, he plans to go out mom once a week for both my kids.","Since they are independent, there is still work to be done.",en
fe0deec159,"All four main buildings are painted white and decorated with brightly painted sculptures. The first is a place where worshipers offer flowers and fruits, the second is for sacred dances, and the third is a place to see pictures. A sacred replica inside the temple of the fourth and tallest building",Every building is important for worship.,en
ac999715f9,High crime is painfully inferior even to a book in the press.,High Crime is a mediocre book and there is no hurry.,en
031435d582,"Standing next to Captain Blood, he looked behind the captain's hand and shouted in surprise.","As he stopped with the captain, he was shocked.",fr
859b296573,Pension fund budgets are generated from income from foreign exchange transactions and other financial sources.,Pension funds have loan sources.,ru
8fb7fe61f3,"In fact, huge cold big clouds with the right temperature in galaxies are a mixture of complex styles, lots of cartoons and star positions.",Molecular clouds are the birthplace of stars.,de
1259edf6bd,Apple Apple is the most durable book.,Apple Eve is an amazing book.,en
46cddb475b,"Kleeman said the 2000 census showed that around 35,000 fewer people in Illinois could benefit from low-income LSC services, or about $ 22,000 per year for a family of four.","Annual household income of a family of four for LSC services is less than $ 22,000 per year.",en
291b1821a8,Sofia Megaron Music Hall Metro Station,Sofia meets the Concert Hall Metro Stadium,vi
15279419b8,"Yeah, but I think I'll be more understanding when you graduate from high school.",That's very close to what I mean.,ru
70c6bb0d6d,Good for Channel Eight when they came here fourteen years ago. Dave Fox and Tracy Rowlett met up with Oklahoma City and it's clear that Channel Eight has gone down a lot and now they're back doing a worthwhile job. Huh. Notice and then,Channel 8 came here from OKC fourteen years ago and now it's doing very well.,en
6a1fc24885,"We found no indication that this idea had attracted the attention of the new government or that Clark presented his report to them, although the same professional team included two governments.",We are almost certain that Clark gave them his newspaper on July 2nd.,zh-cn
aec7bdb325,He seemed to be denying the way he treated his grandchildren.,Treated everyone the same,hi
49952ada9e,The costs that are included in the calculation of the net cost of education and training programs to increase or maintain the productive capacity of the economy must be reported as an investment in human capital in accordance with the requirements of additional administrative information attached to the annual accounts of the federal government. Government and its components.,Calculating the net worth of college programs can be a way to improve productivity.,en
a0fe788b0b,Requiring lawyers to monitor the activities of eligible visitors throughout the year will place a heavy burden on LSC beneficiaries.,"If this requirement is met, the number of LSC beneficiaries will be reduced by 80 percent.",es
bd03b499a9,"Therefore, in order to protect where we live, America has to do with threats to human life and civil liberties.",Americans have to make sure they don't take their weapons.,th
e6fcbb0349,"In particular, by setting goals to improve the mission, leaders determine that their organization needs a CIO, Network / Marketing Specialist, Business Change Agent, Operations Specialist, 'a policy / manager or a combination of things. . These",The CIO must be an operational expert.,en
6a56a81882,"Yes, this is also where I first caught a cold when I heard it on the radio and the first time I started making bombs.",I saw it on TV and the first time I started a fancy career.,en
050e5f849c,The eyebrows on his face creaked on his forehead.,There was a slight crack on his face.,sw
9e6360eb0b,"Miramar benefits from its location next to the Isla Grande Airport, a pleasant residential area with great family homes.",Miramar is a place where rich people live.,vi
cfd8912f6b,"But is the door closed? "". These exclamations seemed inconsistent to us.","We exclaimed in the chaos as we all jumped in frenzy, ""But wasn't the door open?""",en
dccc7a1cb7,"By the way, he was attacked with his egg yolk in the hospital, and once he entered the protest organization, he had already tried to reach the camp twice, which showed what action they were taking. Just about to bear.",The yolk attacked her in the hospital and tried to reach the camp.,en
e8dfc3eb0b,The man stepped forward and threw his spear into the air.,The man threw his spear to catch him.,en
55648a86e5,I told them I had to go back to the colonel to get orders.,He told them that he would go to the colonel on his orders.,el
ac52a2c813,"At his own suggestion, Car'daan dared to turn around and leave as he approached the finish line.",He looked outside to see how far autumn had fallen.,en
fb6315bb70,"To ensure the success of the GPRA, the CFRA Board, which was created by the CFO Act to provide the necessary leadership base for the fulfillment of the duties of the CFRA, Established PRA Implementation Committee.",The CFO Act dissolves the CFO Board.,en
85d06533fd,Headache from heat.,Applying heat to a person's head is a great way to improve their focus and concentration.,fr
2c6a046f2e,"Many popular frying pan characters such as Gregorio Cortés, Joan Cortina and Caterino Garza have been revived as a result of a meeting with the Texas Rangers.",Gregorio Cortés is one of the most popular characters facing the Texas Rangers.,ar
910046473e,You know the floor is not level.,You know the ground is not.,en
f79907a176,"In this solid but airy building, you'll find women holding large market knives skillfully biting king fish, tuna or sharks for eager buyers.",The women who work here have been fishing all their lives.,en
8cb01b10f8,The youngest cried and ran to her grandmother.,The little girl screamed.,en
d4674f3ab8,At the bank vault.,In the safe of the bank.,en
ecffec0e98,"Intuitively, such a planet composed of complex inert objects is unlikely to rise immediately after the Big Bang.",God created the universe.,es
e253d94856,"And like a hangover, a drug you know?",It was like drunkenness.,en
3dca047430,June sat on the cross at Monday's feet.,This man was on the ground.,en
8c5585b50a,"The study, published in the journal Science, provides the first evidence of successful registration of heart cell culture in animal prototypes.","In animals, heart cells can be transplanted.",th
5b6a212210,The upper plains are 650 meters long and 300 meters wide.,The plateau is very wide and very long.,en
dd546ab5d6,"Yes, it's the same here.",I have seen similar things.,en
fe0ba2969a,"Reich was first attacked by his host and then ambushed by a hostile interrogator named John, and when he tried to answer Mr. Smith with an eloquent speech, ""My fist is locked.""",John Reich initially asks in a hostile manner.,en
3343cfc3d7,It is believed he used the same architect who worked in the Taj Mahal.,Everyone thinks they use a different architect than the people who work at the Taj Mahal.,en
b1aadd6055,"When we have an opportunity, it is because it is quiet.",It was so loud that we do not even have the opportunity to speak.,th
b39c95bb45,How else do you know Jane Finn has the papers?,How else could you have believed that Jane Art controlled the newspapers?,en
ab03346af1,Respondents to Council's question on whether or not to submit the cost of federal PP & amp;,The council challenged the options to present the costs of the federal mission.,en
92c9e37e37,The place has made the viewer think about the whole story and the story that the condom can tell.,Kandom is the epicenter of the story and the audience is saddened by it all.,en
c44be67e4a,"It is possible, but not to the extent of human causes",It is not at the level of human causes.,en
5b5e227c1c,"Children in Tennessee use dog weather for ""Hot and dry"" comes from the word dog day, meaning dry August weather.",June and July are very hot in Tennessee.,el
7b4141fca5,"The work of sculpture and stone has been completely transformed into a harmony of design. The four columns in the corners are hollow to carry water from the roof, and the pots on the roof also have a sieve chimney.",Fireplaces on the roof and completely understandable and not at all.,en
d939b5560a,"Yes, when you have a pet, children can play with the child's age",It is never good for children to play with animals.,en
b6e4e862f6,Very few emperors did not want to change Fujiwara.,Many officials are reluctant to listen to Fujairah.,en
827726534f,"First, injectable drugs may not show the effects of smoking marijuana.",The effects of smoking cannabis can vary.,en
41fdb55651,This is one of the rare cases where I can make everyone happy.,This is a rare situation that allows me to make people happy.,en
5938e3aaf6,I'm trying my luck,Think carefully and calculate your path to victory.,en
eb0a106141,"What Ellison does here is similar to the process of becoming an artist and becoming an individual, as Hemingway did.",The process of becoming a man is long and complex.,en
279ecae9c5,"On average, a $ 200,000 novel costs $ 8,000 a dollar at $ 25.","A 200,000 word novel for $ 25 is 8,000 words for one US dollar.",el
bc1a9e0ed4,And you were wrong to judge it.,People do it; normal.,en
ddb982fe50,We're just trying to figure out what's going on.,We are trying to find out what is happening.,ru
4c2e0a36a9,The young owner's brown eyes taught him.,The young man looked at her for a minute,ur
deecc1a6ad,"As mentioned in the first chapter, personal savings refer to the total amount of disposable personal income remaining after an individual has spent on goods and services.",Personal savings are personal disposable income after deducting company expenses.,en
9aaa4b82d1,"The most striking finding of CMP theory is that in societies where life partners are chosen according to criteria other than well-being, anxiety about relative position disappears.",Theoretical condensed matter physics is the science of comets.,ru
509cc1fcf5,"Yes, you did well, good job.",You are doing better than the others.,en
070dee7de4,"Firstly, these posters attract many children to residential buildings and the so-called Children's Cities, they are ready.","After the war, his attempts to build a house through a conspiracy led to success in building the Mahir Emirat.",ur
a955e86317,He met Miss Bishop at the entrance of the corridor leading to the cabin.,Miss Bishop wears red shoes.,fr
459815248c,"For example, the employee may need to use the agency's charge card and some other hotel costs.",The staff had to pay for all their food with the card.,tr
867124e4a4,"Adam Gopnik of the New Yorker says that the Venice Biennale is full of adult pop singers, who live nearby, in addition to his best work (Jim Dean, Clais Oldenburg).",Venice Bicile will provide space for more people.,de
f19e27e9a1,I could never do anything with cake.,"I wish I could do something with cakes, but I don't use them.",es
c09b680bb9,8 million aid in the form of emergency shelters,$ 8 million in emergency aid,en
aa7abb809b,"Γ.Γ. Your donation is very important as we are celebrating the 85th anniversary of the Indianapolis Municipal Theater, the oldest community theater in the United States.",We are excited that the Indianapolis Municipal Theater has been in operation for 85 years.,el
aaf94d178b,"Of course, this made the video a sensation all night",Only after finishing the first side.,en
3a8221db17,"As you can see, it is easy to choose the dominant genetics of mandanan when the environmental conditions are right.",Mandalay competitions remained unknown for centuries before environmental conditions improved.,vi
3f0cd49700,He is not a founder,He usually plays in the middle or the end.,en
c09bb405a5,"FEC President Scott Thomas, a Democrat who attended the conference, said the 1971 federal election campaign law contains three principles that 1) explain how money is raised and how it is spent to influence elections. Got to; 2) limit the amount a person can contribute to a campaign; and 3) cost limits for independent companies and unions.",Scott Thomas was President of the FEC and attended the NYC conference.,en
33c5214585,"Uh, I'm still the only one or two with a controlled needle.",I am 922 years old,vi
b7ae7ccd8a,His eyes kept shining from window to window.,The windows I look at are large and bright.,en
f764d08138,"Is it considered Saint-Th? Gonnec is an outstanding example of the Arc de Triomphe, which set the tone for the rattle of 1610.",The terrifying noise makes San Tigonic a good example.,en
d62b15019c,This policy was successful and I was lucky to have this opportunity to cooperate with my people.,"Politics has failed, and I'm glad I didn't help my people.",en
42d32157c9,He said they were already in the north.,They said they were climbing from the north.,hi
c5b2281191,"This does not mean that, for reasons of administrative efficiency, it is meaningless to divide these responsibilities between the federal and state governments.",Only the federal government can have jobs.,fr
54828e66d0,"Among the many jazz clubs are the famous jazz bakery in Culver City, the Bar Catalina Bar and Grill in Hollywood and The Baked Potato in North Hollywood.",There is no famous jazz club in Los Angeles.,el
f35e3dca9c,"And he told his mother at that time. Her mother leaned over to look up and said, ""She walked like me.""",He said that his mother kept doing this.,ru
2b32416d47,A 23-year-old White House aide in Georgetown has been questioned over three Starbucks killings.,There were three murders at Starbucks' Georgetown.,en
49c2880ad0,"However, this is not enough to describe the position of the trading account.","Still, his job account is not enough to explain his intentions.",en
5cf8f1c8b5,It does not think that ...,I didn't say you never thought ...,bg
66295cdd83,The expert group should seek advice from representatives of relevant small businesses during the consultation process.,These agencies collect advice and data from representatives of relevant companies.,en
96721243a9,"The next week, my niece asked me to make an acoustic guitar for her birthday.",My nephew will make an acoustic guitar for his upcoming birthday.,bg
3a2acaf6ad,She doesn't quite understand.,She really didn't understand.,zh-cn
47f040c49c,"Of course, the White House relies on the Counter-Terrorism Center and the Central Intelligence Agency for covert operations.",Inner City One Panic Gardi participated in 52 key companies this year.,ur
c58dbfe3cc,"Your help helps the organization conserve the best collections of animals and plants and conduct important research on rare species, including species survival programs.",Society cares about animals.,sw
63c7777786,"Since reservations are limited for our stay in Houston, I hope that you return to your accepted candidacy today.",Repeat this before taking the last three positions!,vi
993d94218e,"yes, yes, and I was studying in my car for five years when I graduated from university and will never do it again, I still have a few more years left with me",My biggest mistake was taking money for five years in a car.,en
015e025207,So I know that you are sympathetic and will not try to help others.,I know you spend a lot of money to entertain hungry people.,zh-cn
f281eb0a46,"The metro is the fastest way to travel through the city, but buses in the capital and other big cities are best for sightseeing.","If you want to experience city views, although the metro is fast, the bus is the best means of transportation.",en
39179693dd,Judge Bailey was chosen because he should be seen as the representative of all future winners.,Judge Bailey is the winner.,en
f24f8328a0,"Good spots for the blues are Harvey's Blues Club in Santa Monica, Jack's Sugar Shake in Hollywood and House of Blues in West Hollywood.",Jack's Sugar Shake offers better blues concerts and shows than House of Blues.,en
e433456cfb,"In another scene, he sees Adeline's hand withdrawing a pair of dragon pistols.",Add Line saw him shoot.,en
067aced6b6,"And indeed the father was right, his son went through everything, tried everything and cared less and less about it.",The son became depressed for lack of interest.,en
1fa39c8d11,How can parents be respected by a child who sees that other parents are indiscriminate towards their husbands?,How can parents gain respect from their children when they show disrespect?,tr
61c419266a,It's all parties.,Everything about winning elections is a holiday.,en
4fda6b0b3f,He is very careful.,He is too enthusiastic and careless.,en
56ef5c8780,"Second, but about the same as Texas Morales, Scott Hirshberger from Massachusetts, and Dennis Waco from New York.",Waco is a Senator from New York.,en
7d560f0a3b,The result is a wide distribution of watts between a commanding government and a government of chaos.,There are landslides in the state,ur
57c9108a0f,It was beautiful to talk to you,It's so bad to talk to you.,en
dfc9484f6f,"At each stage, a number of methods have proven to be particularly important for the success of their efforts.",Some efforts are really important to their efforts,en
fd3754e256,The ultimate goal of the exam should be to improve results through referrals and consultations.,Control is needed to ensure that all alcoholics are treated.,en
21dfd38aef,Yes my recent camping experience was my racing husband,I want to go camping.,tr
648ed66874,"Every time you buy a product, especially a large one, this is something you pay for, and you should always add a 10 percent tax to the price.","When trying to find a price, you should always add 10 percent tax on everything you buy.",fr
786f1a7cb8,"However, of course, DSM is based on social values.","DSM is basically about medical investments, not social values.",en
92c685de7b,I usually pass on any five to six step recipe because I just know I won't waste time on it.,I really like this complex formula that takes hours.,th
55c80c23f8,I mean everything.,I do not understand this.,ur
8229cace69,Sometimes it forbids all neighbors to make their lives easier.,"In the pursuit of a simple life, all neighborhoods are perfectly safe.",en
8d56fe261f,"The current strategy this week was that young writers like Glass, who break the pressure, deserve sympathy because the system makes them successful stars even before they become travelers. .",Glass is an artist,ur
790b8ce741,The purpose of the self-audit process is to review case examples and to provide the program with an audit method that meets the 1999 CSR Information Accuracy Standard.,The self-validation process can enable validation programs.,en
b23860d15e,"Jane, Dave and an FBI analyst are in active contact with the CIA department that developed Bin Laden. Cole traveled to New York on June 11 to meet the Agent who handled his case.",An FBI analyst discussed the Cole destroyer attack with seven agents.,ru
ad21f212e5,"We have a book worthy of this subject: elegant, excellent, but eloquent research that has yet to be achieved at this scholarship level, Daphne Merkin said in a New York Times review. (See Sarah Kerr's review of Slate.)",Người phụ nữ cho biết cuốn sách được cô thực hiện rất tốt.,en
42aaa6c380,"His name is Amali, which means hope and he is a great representation of the hope that IZS has in its efforts to preserve African elephants in Xue and in the wild.",IZS supports African elephants,sw
611621c2c7,He sees himself as a fairy dog ​​causing a fall to seize the deceptive shadow.,There were stories about dogs and illusions about shadows.,th
c49ef48096,"After the second class, I started to feel more comfortable, even though I couldn't help being interrupted.","When I am around them, I feel very comfortable.",en
93b386b350,This popular episode led to the Bellagio water show.,This popular episode has nothing to do with the origin of the Bellagio underwater show.,en
661ac10613,I don't know why,I don't know why.,tr
d3e470c256,Inadvertently removing scripts from many of the computer's encrypted math commands to guide the rise.,The mathematical commands written for computers are never mistaken.,ru
a278b03848,Their specifications are small in size and complexity.,Demand for more freedom,tr
11f23241fc,"Among other role changes, Gingrich may be up for the job.",Gingrich did not hold the post.,en
dfab4ef10d,"For the arrival of bosses and companies, see Jules Naudet and Gideon Naudet, Video, September 11, 2001; Interview with FDNY 4, General (January",The boss never appeared.,es
0ae81dc48b,"It is like a whisper that looks like a crack from a fist, starting from the middle English bubble.",Fiesty has been around for over 100 years.,zh-cn
5d32fa2a35,"The threat from the American approach to equality is that when we follow the European Community on issues related to us on economic equality and property discrimination, we believe we are in the right place. But we also lead the world with similar ideas in other areas.",The European Union is a world leader in economic equality.,bg
7a482b3792,"H. Richardson's influence is much smaller, but for at least 20 years, Richardson's Roman style left its mark on the United States with the American Juggernaut style, describing Cram. .",Richardson was never affected.,es
64eac8af8d,"Since there is no airport on the island, all tourists need to reach the port of La Scala where most of the hotels are located and all business activities are carried out.",There is not enough space in the island's airport.,en
24f7310cfb,"Montmartre is lively at night, with popular clubs such as Au Lapin Agile.",The club is a great way to entertain yourself.,en
2dae39b01b,Have you followed Dallas's picks to zoning off some really emotional places?,Dallas offers development options; do you hear that,en
582380f17d,"Some names, although possibly outdated, have not changed.","Although some people may see that these names are outdated, they have not changed.",de
c0f7f3a386,You haven't seen him on TV,You haven't seen him on TV.,en
d7e19e199e,Citizens seeking police services from the Port Authority at 5 WTC must leave if they can.,The port authorities said people should go as far as possible.,th
b021dd8b5d,Dimples are called simple big dents-those that cost more than $500 to repair-are guilty.,They named different losers.,tr
80e440c256,"""Okay, then shit,"" the woman said with a smile.",Female laughter.,en
d71db41f52,"Chronic crime has decreased, but murder has increased.",There were increasing murders.,sw
ab643a5acb,"In addition, Las Vegas is showing the first signs of maturity in its cultural status.",The culture of Las Vegas has just matured.,en
c74d0cf4cc,These pieces are unloaded and fed into sorting machines.,The pieces are unloaded and fed into sorting machines.,en
052ae7fbd1,Fighting! Tommy said angrily.,Tommy was very angry.,en
eaa136dd52,Duke William returned from his invasion of England to attend the consecration of Notre Dame in 1067.,Duke William completed the invasion of England in 1066.,en
7471b45a60,I do not care how you do it,I do not care how it ends,ar
2779470497,"""I think you can forget that I never said that?""",I hope you always remember.,en
88c17ecf14,"I don't remember, I only did it once before.",I've done it a million times!,es
38c10c9248,The Tamil Bhakti movement brings new warmth to the strict Brahmin ritual of Hinduism to this day.,Many people are sad to see the change in the ritual of Brahmin.,en
507c02f2b2,"By reading the code, you can see that my friend still has some tax unions and national welfare, and can make charitable donations.",The symbol is illegible.,tr
fa5cec1e2b,A month has passed since the election and the Republicans and Democrats applaud it.,A month has passed since the elections.,bg
7815f1891b,"Recently, Clemens found himself on the other side of racism in a business case in New York.",Clemens was not expected to be charged with racism.,sw
b1333a756a,Sigmund Freud is not innocent.,Ni Kossa is not Freud.,de
098a95ddd2,"and see if it was Kansas then it was Kansas, but you know what it could be like if you didn't see each other tonight, or they were down or something and you felt like I was in college, you know as children they are still children","If it is university, it is an adult.",en
9d5aee9fcc,She wears revealing or professional attire (or maybe both).,She just wears stylish.,en
9cf9d13f4c,"Children will enjoy an excursion to the Cite de la Mer (37 rue de l'Asile Thomas), which presents exhibitions on the history of boats, the fishing industry and how waves and ripples form the coastline.",Children will hate it everywhere.,tr
b2f1858948,Julius Caesar's nephew Octavian was named Augustus. Rome renounced democracy and became an empire.,Rome never maintained democracy and became an empire.,en
0e6dfcf2c0,"I feel that when someone is beyond any doubt and it is a really heinous crime, I feel like the Bible says to be careful. eye","I believe that no matter how serious the crime is, it is never justified.",en
54fc264668,The driver was killed when he began attacking her.,The truck driver survived the attack.,en
fcbfed7cbf,"Initially, people can join the Prime Minister's circles by giving unlimited annual gifts of $ 1,000 or more, or giving unlimited annual gifts of $ 500 or more to prime minister employees .",You can join after making a personal $ 50 donation.,vi
1d6f493692,"This is why I love music. I love listening to music, so I usually don't listen to KCBI and there's another ride in between, somewhere between ninety and ninety","KCBI plays many different types of music, so I listen to it all the time.",en
ed2f8a8b6c,"Second, the problem of pronouns will become dangerous.",The rules are great.,en
f45284bb6d,"The library is the largest of all the ranches in Jamaica, with more than 300 titles, including the first three editions; Books will be used to avoid long rainy days.",The library contains many works by Jane Austen.,en
e44c7537a6,"When he returned to the base, he stopped one of his convoys and said?",Mobile homes protect cars from the sun and snow.,hi
967436b594,"Gary Oldman changed from a human ancestor to a great creature and flew to Dracula. The master vampire among John Carpenter's vampires can jump off the road very quickly, catch a speeding car, and can cling to the ceiling of a motel room.",The old man pretended to be a lunatic.,en
c74620713b,"If you specialize in tea ceremonies, you will appreciate a fine collection of ceramic cups, teapots and tea boxes, including bamboo spoons, stirrers and 14th-century flower vases.",Kettles are ugly and boring to learn about.,bg
3417530c94,"However, New York State senators and congressmen have personally admitted that they admit that the law is cruelly affected by supporting the bill.",New York State has its own government officials.,hi
6895fc1f55,"yeah but ... I think I mean more than that, so even if you dropped out of high school","No, that is not entirely true.",el
cdae87e255,"According to one source, Chris Rock is the most interesting man in America.","Chris Rock was crowned ""America's Most Interesting Man.""",en
a6bf64ff74,"Tidal waves have destroyed buildings and drowned thousands of people, both in Crete and other parts of the Mediterranean Sea.",Cretan was injured by an escape to a higher place.,en
9898b6a20e,"At the end of the show, there is a column of popular sportswear for Tommy Hilfiger, Donna Karan, Nautica, Gap and similar names applied to it.","Only the most famous sportswear is made by Tommy Hilfiger, Donna Karan, Nautica and Gap.",en
a8b31f4b65,"Participants will receive the names, addresses and telephone numbers of potential customers, as well as general information about our school needs.","Participants can only know the names of potential people, but not their addresses.",fr
bc499ddadb,"He spoke for thousands of years, even before the days of the Old Kingdom.",It was older than the old kingdom.,en
b7f83f2a7a,"In San Antonio, Los Pastors holds a performance at the Church of Our Lady of Guadalupe in 1913.",The show never aired in San Antonio.,vi
1336fb4fe3,The travel agency helped a lot.,You can often get help from travel agents.,en
de3f34c291,"Calm the old wolf, calm down! Captain Blood warned him.",Let's go! Captain Blood cried old wolf.,th
7b51764004,"Whatever we do, even when they left for a while, they didn't tell us where they were going.",They never told us where they were going.,de
48dd422676,How many readers does Slate have?,"Slate has 1 billion readers, right?",es
dad230d07c,We are nothing more than real naturalists or uh,"We want to try to be natural one day, but not now.",vi
b87fc69d29,"For example, in 1983 the Old Age and Survival Fund borrowed from the Disability and Health Insurance Fund.",Mutual funds had to be borrowed.,el
b4b5753189,"The profitable tin mines of Sungai Ungong in Negeri Sembilan and Surret and Larip and Taiping in Serella in Kurela Lampur in Serengor Province were exploited by the Malay rulers, who provided a quiet workforce for the Chinese rulers.",The Malay rulers operated their own tin mines.,en
af646244cf,Gao's background work on best practice involves reaching the first stage of knowledge.,GAO's old work talks about reaching the first stage of knowledge.,en
0eae256cf2,But television is something we try not to assume because you say do not try to keep,We believe that other hobbies are more important than watching TV.,en
4bcb384bed,It deletes words at the same time.,"As it passed, it did not close.",th
c981d41a93,"To see how Bell Curve tried and failed to solve these underlying problems, visit W.","Let's see how the ""bell curve"" tried to solve these problems but failed.",en
539791106b,Miller argues that the first amendment (Right to freedom of expression and association) instead of complying with Article 5. (Right against auto-homophobia),They want their voice to be heard.,en
4f4e072d69,"I sympathize with your comment on page 19: Brenner's First Law contains at least one error in any given text, and its author read it three times and ignored it.",Authors generally do not make mistakes in their articles.,zh-cn
c981fd95d1,"For example, Bra David's rustic picnic area is surrounded by a busy stream.",The flow is still in full swing.,en
a3b1972c1b,It's great to be a musician,Being a musician but before that she was orange,en
4a4daa5969,"You see things like that and you know if you can do something, it will help",Watch these things and see if you can do something.,en
af49803fed,"Many companies rely on industry-recognized models such as Design Value Model (Coco), Price, Putnam and Jensen.",Camus is the most popular model in the industry.,en
6e468534bb,Adjustment - This is an estimate that is made after a preliminary estimate of the cost of aid during the time of loan distress.,Prediction is a term that is related to estimation.,en
34d7f68787,He is very careful.,He is worried about the uncertainty.,en
224b2db929,And it is wrong to judge him.,You don't have to resist it.,en
2ffc434b3b,"In addition, tenants will hold various seminars for new service providers and provide them with training materials.",Tenants hold seminars for English language students (ELL students).,fr
e4bc4064d7,The difference between a president and a king is that a king doesn't make mistakes.,The king who set his succession was always accused of being weak.,ar
c2c06c4354,So he went into the forest without thinking that Mrs. Inglethorp opened her desk and found the application.,He took his dog with him and went into the forest.,en
46d5e6ce73,"Ajaj entered the United States on September 9, 191 in New York City on a B-2 tourist visa.",Ajay tourist visa valid for 6 months.,hi
2f3e4355b8,"As we celebrate the 90th anniversary of the Indiana University School of Medicine, we see how much we owe these dreams and dreams.",The Indiana University School of Medicine raised million 1 million from dreamers.,es
d12536eca8,For the first time I got the idea to bring my talent to this market….,I had not thought about it before. But i have now,en
e7964cd2a4,Absolutely not.,Absolutely not.,en
d4e215e056,This resort is on the main public beaches (from Warwick Long Bay to Horseshoe Bay).,Some beaches are public.,de
2cf223761b,He encouraged us to love ourselves and think about our ability to work.,They want us to enjoy our wine.,en
f91801d283,They removed Joe. My grandmother said she was very sad at home because Joe was gone and they didn't know what to do.,everyone is happy!,bg
a47332b258,"The search for AIDS vaccines now needs serious help. The US government is the largest investor in this project, spending less than £ 10 million on AIDS research.",There is no previous or recent search for an AIDS vaccine.,en
2f5dd9914f,"A vast remote area of ​​forests, rivers and mountains surrounding the oil-rich Sultan of Brunei and the Indonesian state of Kalimantan.",The area near the border with Indonesia has flat and sparse vegetation.,en
79ec5e934f,"If something happened to you, Peter said, when blood approaches him, it is better for the Colonel Bishop to take care of himself.","""Probably nothing will happen to you,"" said Peter.",ru
cc364b018b,Now we have to make the manager,"Now that we have a manager, she will have nothing to do.",en
87c26028c7,"The LSC's state planning initiative began in 1995, largely to deal with program changes and budget cuts that threaten the delivery of legal services across the country.",The LSC State Planning Initiative was initiated in 1998.,en
1efa7eae79,"Write, write and write",You should keep practicing writing.,en
c5e2e445fb,"Weide's eldest son, one of the four members of the city militia, greeted the staff with a sword in the old-fashioned way.",The boy carved a sword in his hand.,en
dc3a8d2968,"Well you said you had kids, how old are you?",How many children do you have,hi
088784d38d,"In short, most whales are irreplaceable.",Wheels cannot compress well.,en
a2ade1bbc3,"They didn't like black things back then, and as you know, when they did, as you know, in the early 1930s.",It's easy to be black!,vi
845480aeec,Do we know what to say?,What are we talking about?,tr
35e35fae9c,God i'm jealous,"God, I'm glad I don't have this.",en
17f783e522,"After Mihdhar left, other students entered the house.",The students protested in front of the house where Michdar lived.,fr
610df76318,He was trapped in a circle of worry and then returned to his problem.,He is lost in the cycle of fear and can no longer solve his problems.,en
77d297bf3a,Ness arrived at a MIT New Year's Eve party in diapers.,Ness turned out to be in a diaper only for a New Year's party.,en
e77fe19bb5,"Not only do production materials need to be replaced when their value is reduced, but new generations of labor must be compared",The value of capital goods decreases at a higher rate than other goods.,en
9107a6680f,Indianapolis is the best place for actors to perform in public.,"If you enjoy acting and making films, then Indianapolis is hard to find a job because Indianapolis is a technology city.",sw
9e185f38ca,"The next morning, they ate dry bread, two pieces of lean meat, and two eggs fried in animal fat in an iron pot.",It is a vegetarian meal cooked in the microwave.,en
7682e7f25d,"Therefore, the demographics for the same 5-digit ZIP code can be averaged for two different sections.",Demographics can be averaged.,hi
adf5d32394,"Hundreds of days before the sailor's sailing, these two islands are ready to do everything in their power.",Do you need to go to the islands for a week or not?,fr
3f4cc356a0,"At least I will try, because you can see, I mean the oil filter, I mean you can touch it, there",I will try it because you can see and touch the oil filter there.,en
7fff7ee48d,"Deborah Cameron and Deborah Hills (""Listening"": Listeners talk on radio programs) examined the results of LBC radio, the live show. A bar in London that I would love to hear.","Deborah Cameron and Deborah Hills have confidential information about what happened on LBC Radio, which I find very interesting.",vi
0a94380a7b,The Trademark Law contains more than two American annotations.,Trademark law is complex and requires frequent reference to two volumes in the United States for disclosure.,vi
3bdb14645b,Interesting meeting,Sometimes there is a conflict of interest.,en
bad364df43,"The next day, President Kennedy stopped Cuba, then, our ship stopped, the Russian ship left Cuba, and they found missiles on board.",Kennedy ordered our troops to search for missiles.,de
dfa3888b42,"If you have any questions about this report, please call (202) 512-4841.",I receive three calls every day asking questions about the report.,en
cc48a72249,"Okay, that's right, because okay, I was told I was 80 and the next day I was less than 30, hmm","In the eastern United States, temperatures often change rapidly.",en
244c7c1734,Kaidan saw the courage to return to the boy.,Winning a war makes one more confident.,en
b4b8e9cd21,"The minister was greeted with enthusiasm, though the Chicken Friends listened intently to the guests: a powerful group of talented managers from a foreign poultry farm in a poultry farm near Podunkowice.",Czarek was accepted into the group by farmers.,en
4532ec07c8,"Mr. James, where do you think he might be? The lawyer shook his head.",Do you think he is gone?,en
d6db994a03,These recommendations were made in 2001 by a special group of courts on the financing of civil justice equality in search of ways to reduce the resources available for such cases.,The Justice Task Force on Civil Equality Financing has been a major achievement.,en
81f8bd703e,"While young people will end up believing that hard work can pay off for their low potential, girls may find hard math not worth the cost.",Girls think math is hard.,zh-cn
aaf1d40104,"Yeah, I remember my grandparents and I went out on the street to pick up cans of beer and ah.",I helped my grandparents collect glass from the street.,hi
c22524d4f5,You have four doors,"Yes, you have four doors.",zh-cn
49955ecff0,"Best beach in Europe ""At least that's the decision of its tactics.",Ordinary people say that it is completely free from garbage and pollution.,en
a0c24cdac7,I nodded again.,I have no response to what was said.,en
