,review_title,review_text,review_rating
454,"
Nice product
","
Nice product for beginners worth the money paid.
",4.0 out of 5 stars
455,"
😥
","
Dont be delivered due to lock down
",1.0 out of 5 stars
456,"
good at this
","
good at this price
",4.0 out of 5 stars
457,"
Four Stars
","
Great for the price...daughter loves it
",4.0 out of 5 stars
458,"
Very poor quality
","
Please don't buy jixing product they offer it cheap but quality will also be poor i got the damaged product not only this but it's wood quality is so pathetic that it's tunning bolts are pearcing it badly.
",1.0 out of 5 stars
459,"
good
","
Its good quality
",4.0 out of 5 stars
460,"
Disappoinment
","
I am greatly disappointed. On receipt of the parcel, we opened and found that the instrument is broken. When I wanted to return it, they want our bank account details. When I have bought it on COD, they can refund by cash and take it back. What is the need for my bank account details. I am quite disappointed. This is worst service
",1.0 out of 5 stars
461,"
Good for display - not for playing it. :(
","
Sadly, this guitar doesn't just cut it. It may be a good piece to display on the wall but not to play it. It is a cheap guitar, cheaply made and plays cheap  sounds. I'd have liked to cut more slack to this guitar maker, but just save your money for a good guitar maker.
",1.0 out of 5 stars
462,"
good product as according to it price & yes the ...
","
Seems to be a v.good product as according to it price & yes the service is excellent ☺
",5.0 out of 5 stars
463,"
Must buy
","
Mind blowing
",5.0 out of 5 stars
464,"
Three Stars
","
nice
",3.0 out of 5 stars
465,"
Four Stars
","
very good product.good sound .liked it
",4.0 out of 5 stars
466,"
Best amazon
","
Best of my item
",4.0 out of 5 stars
467,"
Best for my 14 yrs old son
","
Nice product
",5.0 out of 5 stars
468,"
Four Stars
","
good
",4.0 out of 5 stars
469,"
Three Stars
","
Good
",3.0 out of 5 stars
470,"
Four Stars
","
Awesome guitar and Affordablemust purchase this guitar..😊
",4.0 out of 5 stars
471,"
It is good for a beginner
","
It's really a good product..
",5.0 out of 5 stars
472,"
Button not received
","
Product was very nice but I haven't received plastic button how to make a low note
",2.0 out of 5 stars
473,"
Super must buy lovely guitar
","
Super must buy lovely guitar
",5.0 out of 5 stars
474,"
Worth for money
","
Worth for money
",4.0 out of 5 stars
475,"
chip & better
","
Sound is more than other good
",4.0 out of 5 stars
476,"
Good
","
It was worth buying. Good one
",4.0 out of 5 stars
477,"
not at all good, if you are serious about playing it
","
The guitar is of poor quality.The distance between the string and the fret is very high and playing some thing on first fret is really punishing.You might feel it would get better as you use it.. not at all..It suits better  to pose for pics..
",1.0 out of 5 stars
478,"
Four Stars
","
A decent instrument for beginners.
",4.0 out of 5 stars
479,"
Good
","
😎
",5.0 out of 5 stars
480,"
Ok
","
Ok
",2.0 out of 5 stars
481,"
Very good product
","
I liked the product and the packing. Both were perfect along with timely delivery of the product. Fantastic product overall
",5.0 out of 5 stars
482,"
Very useful product
","
Thanks for providing Replacement.
",4.0 out of 5 stars
483,"
Cheap quality don't buy
","
It's fake...Very poor quality..i hate this one..Stings are so high ...its......very hard to press..Don't buy..Don't buy You may lost your interest of learning guitar..
",1.0 out of 5 stars
484,"
DO NOT BUY WASTE OF MONEY
","
Beware dont buy it .. it has no truss rod ...cheap wood ..the strings n fret board are too far apart making it impossible to play ...the tuning keeps changing ...you will get a much better guitar in same price in music shop...this product does not have refund DO NOT BUY
",1.0 out of 5 stars
485,"
Nice product
","
Super
",5.0 out of 5 stars
486,"
nice and good guitar. u can go for it.
","
Hmm i got it yesterday... Looking cool. No damages. I am happy. Nice guitar. But bag quality was little poor, not bad. U can go for it. I am satisfied. worth...
",5.0 out of 5 stars
487,"
Bad
","
Not good
",2.0 out of 5 stars
488,"
amazing product on amazon
","
Wow...amazing product on amazon..
",4.0 out of 5 stars
489,"
Four Stars
","
Sound Quality Amazing ..Good Working
",4.0 out of 5 stars
490,"
This is too good than its price..don't stop go ahed
","
Super
",5.0 out of 5 stars
491,"
Good
","
Good
",5.0 out of 5 stars
492,"
Excellent
","
Super product
",5.0 out of 5 stars
493,"
Four Stars
","
guitar great.. amazon amazing...packing sex C....
",4.0 out of 5 stars
494,"
Four Stars
","
Value for Money.. Giving decent sound..
",4.0 out of 5 stars
495,"
Three Stars
","
Good
",3.0 out of 5 stars
496,"
Two Stars
","
I have not received any pick/plucktrum used to play. No manual.
",2.0 out of 5 stars
497,"
Bridge too high
","
The bridge was too high to play...and missing items like strings and picks...otherwise okay...
",2.0 out of 5 stars
498,"
Best
","
Nice product bestBut I don’t receive picks
",5.0 out of 5 stars
499,"
Returne
","
The produck is damage
",2.0 out of 5 stars
500,"
Four Stars
","
Gr8 at this price range
",4.0 out of 5 stars
501,"
Kind a Good for beginner and loved it and I can say ...
","
Kind a Good for beginner and loved it and I can say Amazon will always remain top destination for my purchases.
",5.0 out of 5 stars
502,"
Some parts shown in the offer are not delivered
","
Parts are missingGuitar strap and extra strings are not delivered
",2.0 out of 5 stars
503,"
Three Stars
","
Nice product
",3.0 out of 5 stars
504,"
Nice
","
Good omg
",5.0 out of 5 stars
505,"
Happy to Buy
","
Good
",3.0 out of 5 stars
506,"
Worst product
","
This is the worst guitar the finish is not good  everywhere on the guitar there are scratches  the fletboard's sides are also damaged and unevenly painted don't buy this guitar
",1.0 out of 5 stars
507,"
Ok
","
Poor quality
",2.0 out of 5 stars
508,"
Four Stars
","
Nice and quick !! good for  beginner.
",4.0 out of 5 stars
509,"
Four Stars
","
nice
",4.0 out of 5 stars
510,"
Guitar to sent kr doye but como jo tha usme se kuchh chije aapne nahi bheja
","
Hi,,,,product is good but all meterials r not sent
",2.0 out of 5 stars
511,"
Four Stars
","
Good loved it.
",4.0 out of 5 stars
512,"
No quality maintained
","
It doesn't even deserve 1 star. I
Jixing JXNG 6 Strings Acoustic Guitars(Black)
t was broken on delivery.  when reported and asked for replacement , same product was patched and delivered again. No quality maintained at all.
",1.0 out of 5 stars
513,"
worth d price
","
very affordable n good one
",4.0 out of 5 stars
514,"
Very good product
","
Purchased for my daughter. She is damn happy with this.
",5.0 out of 5 stars
515,"
Four Stars
","
Good like this
",4.0 out of 5 stars
516,"
thnx for such a beautiful product
","
Amazing I love it
",4.0 out of 5 stars
517,"
Three Stars
","
good one
",3.0 out of 5 stars
518,"
Good product
","
Very nice product. I'm very happy to get this product. This is much better for beginners/learners
",5.0 out of 5 stars
519,"
😏
","
😏
",5.0 out of 5 stars
520,"
Four Stars
","
Good
",4.0 out of 5 stars
521,"
Kantap
","
Kantqp
",5.0 out of 5 stars
522,"
Good
","
Perfect for price
",4.0 out of 5 stars
523,"
Good for beginer...
","
Good....
",4.0 out of 5 stars
524,"
Awesome product
","
Value for money
",5.0 out of 5 stars
525,"
Three Stars
","
its ok
",3.0 out of 5 stars
526,"
Goood
","
Really to good bt its bottom side broken bt guiter is superb good product low cost..
",5.0 out of 5 stars
527,"
Superb
","
Superb
",5.0 out of 5 stars
528,"
moiz singer
","
100% good quality Nd looking awesome from expectations
",5.0 out of 5 stars
529,"
Nice Product!
","
Sound is not that GooD, but you can't expect more from this price range.Best for Beginners! 👍
",5.0 out of 5 stars
530,"
Review for guitar
","
This is very bad product. I suggest every one not to buy this product. I think they r trying to make us fool they don't give all the things that r mentioned in the product details. I personally did not like the product.
",1.0 out of 5 stars
531,"
Best at its price.
","
Just what you expect at this price.Build quality is a bit light. But serves the purpose.If you wanna gift this its best thing at best price.
",5.0 out of 5 stars
532,"
Three Stars
","
okay
",3.0 out of 5 stars
533,"
I didn't get picks with the guitar
","
I didn't  get picks with this guitarAnd now i have to order pick . I think it was free with this guitar
",1.0 out of 5 stars
534,"
Product
","
Nice product
",5.0 out of 5 stars
535,"
k
","
Good to use
",4.0 out of 5 stars
536,"
String not adjustable on fret board. T
","
Bought this for my kid.The guitar fret board is not adjustable. It will be useful only for 3 months when you kid is learning. After that, it is useless.Spend 1000 more and buy a better one
",1.0 out of 5 stars
537,"
Nice voice nd quality
","
Best
",4.0 out of 5 stars
538,"
Four Stars
","
Good for basic..learner awesome one
",4.0 out of 5 stars
539,"
Four Stars
","
nice happy with it ..
",4.0 out of 5 stars
540,"
Four Stars
","
for the price ok
",4.0 out of 5 stars
541,"
Very nice the sound quality is suparb
","
Very nice the sound quality is suparb.....I have like it and I am telling u to buy this if u want to buy......very nice
",5.0 out of 5 stars
542,"
Excellent
","
Excellent
",5.0 out of 5 stars
543,"
Guitar is Fine for beginner's
","
Dint get the plectrum with the guitar. Guitar is Fine for beginner's.
",2.0 out of 5 stars
544,"
Delightness
","
Perfect timing and as per requirement
",5.0 out of 5 stars
545,"
Go for it
","
If you are a beginner like me , just for it...having a blast right now with this one :)
",5.0 out of 5 stars
546,"
Waste of money
","
Worst sound quality, strings are too high from the fredbaord making it impossible to play . This guitar is for kids only. I am very disappointed after buying this guitar. Learners cannot learn all the guitar chords from this guitar.
",1.0 out of 5 stars
547,"
Excellent
","
It's a very nice guitar, with soft touch, finish and excellent for children and women
",5.0 out of 5 stars
548,"
I Dont got all that you showed
","
I don't like this it was broken and I don't got all items and I got only bag waste of money
",1.0 out of 5 stars
549,"
C.C.E. have not knowledge about Amazon site they given wrong information.
","
I bought this guitar .this guitar quality is very inferior not good .and sound is bad .its not getting music as like we want .Amazon customer care executive don't have proper knowledge  about the site .they provide wrong information to the customer .
",1.0 out of 5 stars
550,"
Four Stars
","
It okay
",4.0 out of 5 stars
551,"
Best
","
Nice product this price
",5.0 out of 5 stars
552,"
it is small in size and gives bad sound on high notes
","
I dont want this item, it is small in size and gives bad sound on high notes. I want to return this item but  they are not returning. Seller is not answering my call. Everythis is just worse..
",1.0 out of 5 stars
553,"
I love this acoustic guitar
","
I love this acoustic guitar, I never thought to buy a guitar at this affordable price. Truly very good for beginners like me.
",5.0 out of 5 stars
554,"
My money was west many scratces avalable in the guitar
","
Many scratces avalable in guitar soo bad i m gift some one and he ask me this is your old guitar very bad i m sad to buy
",1.0 out of 5 stars
555,"
Happy
","
Love that
",5.0 out of 5 stars
556,"
Very nice tuning guitar.....!!!!!!
","
Excellent guitar, it was not tuned, but using tuner  it tuned very well. Superb guitar, package was nice and cool.
",5.0 out of 5 stars
557,"
Very nice guitar
","
Amazed with delivery and packing.My son loving it. Very nice guitar at least for beginners.
",5.0 out of 5 stars
558,"
This is an amazing guitar!
","
This is an amazing guitar!! Its really worth for the price. Even if its a few inches short, i love playing it..
",5.0 out of 5 stars
559,"
Amazon is faithful
","
It's quality is good as expected. Size and colour is also fine. Loved it!
",5.0 out of 5 stars
560,"
Good for beginners
","
Good guitar for beginners. If you can learn to play in this guitar, you can play anything.
",5.0 out of 5 stars
561,"
Four Stars
","
Good
",4.0 out of 5 stars
562,"
it is the best & wonderful.
","
It is the best & so my daugter is very very happy. So thank you so much to seller &  great great amazon.
",5.0 out of 5 stars
563,"
Disappointed badly
","
Sorry Amazon for this product, this guitar is for kids not for adults. I try to refund but refund option is not available in this item.... Disappointed badly
",1.0 out of 5 stars
564,"
This is awesome
","
Good.
",5.0 out of 5 stars
565,"
Two Stars
","
Its not so good
",2.0 out of 5 stars
566,"
Very nice
","
Nice and I'm very satisfied with the quality with this price nice packing too tha k you for this it's very beautiful
",5.0 out of 5 stars
567,"
Baby guitar. Don't go for it.
","
It is a baby guitar. Don't go for it. Maximum value rs 1500. Quality is very poor. Just like a toy. Return option is not available for this product.
",1.0 out of 5 stars
568,"
worth every penny
","
It's too hard to find a guitar for this price. Perfect finishing. Awesome packaging. Good quality and loud sounds are produced. Best for beginners
",5.0 out of 5 stars
569,"
Five Stars
","
This product  is the best
",5.0 out of 5 stars
570,"
Very poor quality
","
Very very poor packeging,and got the guitar damge,
",1.0 out of 5 stars
571,"
Four Stars
","
nice product
",4.0 out of 5 stars
572,"
It is too good
","
It is too good
",5.0 out of 5 stars
573,"
Five Stars
","
very nice product with healty packing with very resonable price and timly eliverd thanks
",5.0 out of 5 stars
574,"
Jixing acoustic Guitar...
","
Wonderful Guitar....quality and sound it awesome...and Amazon delivered it withing 2days...and packing was awesome....overall wonderful products..
",5.0 out of 5 stars
575,"
Four Stars
","
Good
",4.0 out of 5 stars
576,"
Good
","
Like
",5.0 out of 5 stars
577,"
Review of guitar
","
It's price too low rather than other guitar but don't play look like other high price guitarIf u see it price so it's definitely good and if u see it's performance so it's medium not a give high level of permance
",1.0 out of 5 stars
578,"
Four Stars
","
good
",4.0 out of 5 stars
579,"
Four Stars
","
GUD
",4.0 out of 5 stars
580,"
Two Stars
","
No picks provided with the product
",2.0 out of 5 stars
581,"
loveable product
","
soo cool product has a good of stings gives a very melouious music
",5.0 out of 5 stars
582,"
Avoid
","
Better to go for guitar above 5000. This guitar is very difficult to play. I bought this after going through the positive reviews. Even my guitar teacher found it difficult to play.
",1.0 out of 5 stars
583,"
Very good product
","
Very good product
",5.0 out of 5 stars
584,"
Not satisfied...
","
For belt hanging only one side it is there to put in and the second side of the belt can't be placed because nothing is there to put in......
",1.0 out of 5 stars
585,"
Five Stars
","
Packing was safe n delivery was safer looks 5 stars sounds 5 on 5 stars
",5.0 out of 5 stars
586,"
Very good product
","
Good one
",5.0 out of 5 stars
587,"
Very bad
","
Sounds.not good
",5.0 out of 5 stars
588,"
awesome
","
every thing is arrived. I love this.very fast delivered and very nice quality. I perfect for beginners.I am really happy with this product.
",5.0 out of 5 stars
589,"
Four Stars
","
Good 1
",4.0 out of 5 stars
590,"
Five Stars
","
I am happy to have this guitar it is amazing.i love it
",5.0 out of 5 stars
591,"
It is awesome
","
Nice guitar with a melodious sound if u r a beginner jxt go for it
",5.0 out of 5 stars
592,"
Two Stars
","
Action is too high. Difficult to play.
",2.0 out of 5 stars
593,"
Good
","
Good
",5.0 out of 5 stars
594,"
Thumbs Up
","
Look carefully when it gets delivered. Other than that its amazing.
",5.0 out of 5 stars
595,"
Jo dikhta h wo bikta h..
","
It's really awesome and amazing packing was really so good.
",5.0 out of 5 stars
596,"
good guitar light weight and good packaging buy it ✌
","
Good Guitar for beginners I recommend it for buying good sound quality at this rate
",5.0 out of 5 stars
597,"
Awesome product
","
awesome product i received! With a very huge package
",5.0 out of 5 stars
598,"
Must buy for low budget and beginers
","
Very good product for beginners....value for money...
",5.0 out of 5 stars
599,"
Not very much satisfied
","
Strings are not able to tighten properly. Kit does not contain the pics as advertized. I sent an email to the seller requesting to send it seperately, but no luck
",1.0 out of 5 stars
600,"
Good
","
Good
",5.0 out of 5 stars
601,"
Four Stars
","
Cool..
",4.0 out of 5 stars
602,"
Worth for money
","
Good
",5.0 out of 5 stars
603,"
Four Stars
","
Great...
",4.0 out of 5 stars
604,"
Two Stars
","
given without bag
",2.0 out of 5 stars
605,"
Very nice
","
Very good
",5.0 out of 5 stars
606,"
Five Stars
","
Superb product with great safe packing.Excellent product.
",5.0 out of 5 stars
607,"
Five Stars
","
best in this price range
",5.0 out of 5 stars
608,"
I like it.
","
I m so empress. ..I like it. ...
",5.0 out of 5 stars
609,"
Five Stars
","
It's just awsm... Jixing u ruled.. thank u
",5.0 out of 5 stars
610,"
Five Stars
","
It's awesome at this rate
",5.0 out of 5 stars
611,"
Five Stars
","
It's really nice with a economical price range.
",5.0 out of 5 stars
612,"
Very nic....
","
Thank you.....
",5.0 out of 5 stars
613,"
Nice guitar
","
Nice product in this range
",5.0 out of 5 stars
614,"
Very bad product
","
The worst guitar. Strings are very bad. Dont buy it. I swear you will regret if you buy and comment negative
",1.0 out of 5 stars
615,"
Two Stars
","
fret board is not good
",2.0 out of 5 stars
616,"
bag is poor quality.
","
scratches on body, bag is poor quality.
",2.0 out of 5 stars
617,"
Two Stars
","
Product little scratch
",2.0 out of 5 stars
618,"
Five Stars
","
Excellent for beginners good sound quality(tunning neccesary) but little overpacked 😂
",5.0 out of 5 stars
619,"
Better than as expected...
","
It is very gud nd has a superb sound... it is better than as expected....
",5.0 out of 5 stars
620,"
Four Stars
","
Nice
",4.0 out of 5 stars
621,"
Five Stars
","
Very nyc guitar
",5.0 out of 5 stars
622,"
Five Stars
","
Nice guitar i ..liked this
",5.0 out of 5 stars
623,"
Two Stars
","
i am not happy with this produc
",2.0 out of 5 stars
624,"
Nice
","
Nice
",5.0 out of 5 stars
625,"
It's very nice
","
It's nice
",5.0 out of 5 stars
626,"
Hated
","
Big curv in fretboard, strings are so hard, difficult to press the strings, one front lock for strap is not assembled, one pic is damaged.
",1.0 out of 5 stars
627,"
Good product Awssmm sound in this
","
Good productAwssmm sound in this price
",5.0 out of 5 stars
628,"
nice
","
nice at this price point
",5.0 out of 5 stars
629,"
Five Stars
","
Beat product for your first guitar
",5.0 out of 5 stars
630,"
Quality wise the product is not that great, if you are looking for a good product ...
","
Quality wise the product is not that great, if you are looking for a good product with great sound then i would sujjest you to go for a better one.
",1.0 out of 5 stars
631,"
Five Stars
","
Nice one for beginners. looks goods
",5.0 out of 5 stars
632,"
Five Stars
","
NYC guitar for beginners who are learning it very first time.
",5.0 out of 5 stars
633,"
Five Stars
","
Very good product..
",5.0 out of 5 stars
634,"
Made in China Product
","
Made in China Product with very Low Quality. I have initiated the Return on the same day for this and still following up. Please stay away from this product to avoid all the negative consequences.
",1.0 out of 5 stars
635,"
Five Stars
","
nice
",5.0 out of 5 stars
636,"
The quality of this guitar is bad! The notes simply fall flat no matter how ...
","
The quality of this guitar is bad ! The notes simply fall flat no matter how you try playing them ! I would suggest invest a more and go for a better brand. This guitar is simply not playable...
",1.0 out of 5 stars
637,"
Must buy for beginners..
","
Worth it.. Beats 3500 /- INR Hobmer guitars .. Love it <3
",5.0 out of 5 stars
638,"
Worst product...
","
Worst guitar I have ever come across sound was very shrill and the strings were very far from the fret board.....
",1.0 out of 5 stars
639,"
It is fine.
","
Using regularly. It is fine.
",5.0 out of 5 stars
640,"
Five Stars
","
Everything is as mentioned... packing was so awesome
",5.0 out of 5 stars
641,"
Five Stars
","
excellent guitar in lowcoast
",5.0 out of 5 stars
642,"
String
","
Super
",5.0 out of 5 stars
643,"
it was amazing
","
it is very good product and quality
",5.0 out of 5 stars
644,"
strings tunes sound is different than the original ones
","
strings are duplicate as it originate tune sound very different than the original one. it seems better to pay only once whether it be more, but the cheap one never satisfy us.
",1.0 out of 5 stars
645,"
Five Stars
","
GOOD
",5.0 out of 5 stars
646,"
Nice
","
Very nice I have not expected this much of quality
",5.0 out of 5 stars
647,"
Need Refund
","
Quality issuesAll dents type showing so arrange the refund.
",1.0 out of 5 stars
648,"
Awesome Give me best discount for iPhone so that I ...
","
AwesomeGive me best discount for iPhone so that I can buy it..😛😛😛😛
",5.0 out of 5 stars
649,"
Wonderful Product !!
","
Awesome product. Just as shown on the website site. Thank you Amazon :D
",5.0 out of 5 stars
650,"
A Happy Guitarist Kid
","
Bought it for my son and he is extremely happy with his guitar
",5.0 out of 5 stars
651,"
Good
","
Nice
",5.0 out of 5 stars
652,"
Not happy
","
Not good
",2.0 out of 5 stars
653,"
Best!
","
Good for beginners! at this price its the best available!
",5.0 out of 5 stars
654,"
Five Stars
","
Cool it's really good 😍😘
",5.0 out of 5 stars
655,"
Voice quality didnt match with expectations..
","
Poor voice quality
",2.0 out of 5 stars
656,"
Got Strings Puzzled
","
Guitar's build quality is good but got the strings puzzled.So, it is a bad deal to me
",1.0 out of 5 stars
657,"
Five Stars
","
Just right for music lovers ###
",5.0 out of 5 stars
658,"
Five Stars
","
Very nice guitar....
",5.0 out of 5 stars
659,"
Five Stars
","
Superb
",5.0 out of 5 stars
660,"
Two Stars
","
some items not in box
",2.0 out of 5 stars
661,"
it's a wonderful product
","
It's a superb product thank u amozon to complete my musical skill
",5.0 out of 5 stars
662,"
BAD
","
Bad guitar, It is useless, doesn't sound good and moreover the distance between strings and fretboard is very much which causes pain in fingers and cuts.
",1.0 out of 5 stars
663,"
Five Stars
","
Nice for beginners
",5.0 out of 5 stars
664,"
Five Stars
","
full fill my expection
",5.0 out of 5 stars
665,"
Five Stars
","
its the best everything is real the guiter and the free item
",5.0 out of 5 stars
666,"
😡😡😡
","
Disappointed
",1.0 out of 5 stars
667,"
The guitar strings are too high above the Base. ...
","
The guitar strings are too high above the Base. There is no adjusting mechanism. Bought this for my 10 year old but he is unable to play it due to this. Will buy from a brick and mortar store
",1.0 out of 5 stars
668,"
Useless
","
West of money. I will never suggest any one
",1.0 out of 5 stars
669,"
Two Stars
","
satisfactory...
",2.0 out of 5 stars
670,"
Five Stars
","
excellent product in reasonable price
",5.0 out of 5 stars
671,"
Five Stars
","
amazing..........
",5.0 out of 5 stars
672,"
Five Stars
","
good product
",5.0 out of 5 stars
673,"
Two Stars
","
Not bad ...
",2.0 out of 5 stars
674,"
Five Stars
","
very nice
",5.0 out of 5 stars
675,"
Five Stars
","
It's a very nice and amazing guitar
",5.0 out of 5 stars
676,"
Five Stars
","
I like it
",5.0 out of 5 stars
677,"
Loved it....
","
Loved it. Its amazing looking..  totally worth the price..
",5.0 out of 5 stars
678,"
Five Stars
","
Good product
",5.0 out of 5 stars
679,"
Five
","
It's a very good guitar i liked it
",5.0 out of 5 stars
680,"
Five Stars
","
it was fantastic
",5.0 out of 5 stars
681,"
Five Stars
","
Awesome product and the packik was perfectbut the bag is only in low quality
",5.0 out of 5 stars
682,"
Five Stars
","
Great Product
",5.0 out of 5 stars
683,"
Value for money
","
Lovely just awesome
",5.0 out of 5 stars
684,"
Really fantastic packing, Good product and delivery on time before
","
Really fantastic packing,Good product and delivery on time before..I Loved it...Thanks lot
",5.0 out of 5 stars
685,"
Look very nice and superbb Sound
","
Jakkkas. Superb  Guitar . Look very nice and superbb Sound... and also cheaper....... must buy......
",5.0 out of 5 stars
686,"
Not good
","
Finishing is not upto mark, sound quality is also not goid
",1.0 out of 5 stars
687,"
Fastes Amazon
","
Very good.. Best for learner.. Even delivered within 2 days...
",5.0 out of 5 stars
688,"
dont buy
","
its not adjustable..guitar doesn't fit in bag....i hate this proflduct....its just a toy not the real thing ...strings are hard...also has light bend on fretboard ....waste your money on it
",1.0 out of 5 stars
689,"
too good
","
Excellent product in this price range except the size.
",5.0 out of 5 stars
690,"
Five Stars
","
Good one !!!
",5.0 out of 5 stars
691,"
Nice product
","
It was just awesome at this price..
",5.0 out of 5 stars
692,"
Awesome!
","
Just one word ""Awesome"" ... Value for money!! Really impressed!! ☺😊
",5.0 out of 5 stars
693,"
Five Stars
","
Bohat vdiya ji bohat  vdiya
",5.0 out of 5 stars
694,"
Waste no quality
","
Un like
",1.0 out of 5 stars
695,"
Five Stars
","
Value for money
",5.0 out of 5 stars
696,"
Very bad
","
Very bad
",1.0 out of 5 stars
697,"
Nice to Learn for Beginners
","
Worth for beginners, Good pack, and got safely without any defect..
",5.0 out of 5 stars
698,"
Five Stars
","
Nice product..
",5.0 out of 5 stars
699,"
Its really helpful
","
Thank you. Very nice one. Really its helpful
",5.0 out of 5 stars
700,"
Quality ??
","
It's not for those who want to learn guitar seriously and sincerely.
",1.0 out of 5 stars
701,"
Very nice
","
Awesome
",5.0 out of 5 stars
702,"
Five star
","
Great product
",5.0 out of 5 stars
703,"
Ek dam masst
","
Jordarrr
",5.0 out of 5 stars
704,"
Five Stars
","
Good product
",5.0 out of 5 stars
705,"
Five Stars
",,5.0 out of 5 stars
706,"
Five Stars
","
Superb product loving it
",5.0 out of 5 stars
707,"
Poor product
","
Poor quality
",1.0 out of 5 stars
708,"
Don't buy
","
Don't buy
",1.0 out of 5 stars
709,"
Incomplete order
","
I received the guitar but picks are not present. However in the description it was mentioned that three pucks are there in the package.. please
",1.0 out of 5 stars
710,"
however in 2500 these all made me happy..
","
The quality is so so...however in 2500 these all made me happy....
",5.0 out of 5 stars
711,"
Five Stars
","
I m fully satisfied with seller service .thank you
",5.0 out of 5 stars
712,"
Five Stars
","
I like this guiter,,i have a new hobby now..thanks to the guiter..
",5.0 out of 5 stars
713,"
Five Stars
","
worth buying in this amount
",5.0 out of 5 stars
714,"
Five Stars
","
Love d colour
",5.0 out of 5 stars
715,"
Five Stars
","
Good product...
",5.0 out of 5 stars
716,"
I loved it.
","
Awsome ....I loved it..
",5.0 out of 5 stars
717,"
Waste Weak guitar
","
Very weak strings and lose wires.Wire breaks very easily. i m just using it now for photo shoots. Waste
",1.0 out of 5 stars
718,"
Five Stars
","
Good as expected .... Just go for it
",5.0 out of 5 stars
719,"
Five Stars
","
Nice guitar in a very good pricd
",5.0 out of 5 stars
720,"
Bad bad bad
","
There was a very big bent,it is very hard to play
",1.0 out of 5 stars
721,"
not satisfied
","
very bad quality of strings I got the first string too short to be tuned the string broke the other moment
",1.0 out of 5 stars
722,"
Ok
","
Ok for beginers packing tooo.... Good
",5.0 out of 5 stars
723,"
Five Stars
","
Pretty good buy. Worth every penny it costed.
",5.0 out of 5 stars
724,"
Five Stars
","
It's simply awesome and really recommendable.
",5.0 out of 5 stars
725,"
Five Stars
","
Vrry good product
",5.0 out of 5 stars
726,"
So bad
","
Sound is very low quality not so good product.... Its far better to purchase in shop than in amazon. I want to replace this product.
",1.0 out of 5 stars
727,"
Five Stars
","
Awesome Item at this price. Thanks Amazon
",5.0 out of 5 stars
728,"
One Star
","
The is polishing is nt gud and the upper string is loose and defective
",1.0 out of 5 stars
729,"
bahut hi bekar saman aata hai return krne ka bhi ...amazone logo ko bewkuf or logo ka pesa khane ke liye bethe hai saman tuta huabhejte
","
bahut hi bekar saman aata hai return krne ka bhi bahut proses krwate h plss aap log dekh kar hisanam le
",1.0 out of 5 stars
730,"
Good
","
Good as they offer as that price Point, good for bignner...
",5.0 out of 5 stars
731,"
Five Stars
","
Its a nice guitar for a beginner like me :)
",5.0 out of 5 stars
732,"
..........
","
Not at all good very bad quality
",1.0 out of 5 stars
733,"
it was really bad..
","
it was really bad......when you catch at the very first fret it is very painful..the strings are not good quality..
",1.0 out of 5 stars
734,"
Nice Guitar, value for money
","
Value for money product. Great Packaging by Amazon :)
",5.0 out of 5 stars
735,"
Frustrated
","
Please dont buy this a cheap quality product...you cant even tight the strings to tune the guitar it will break soon
",1.0 out of 5 stars
736,"
Bad Finishing
","
Not well finished. Its wood is wear and teared.
",1.0 out of 5 stars
737,"
Strings
","
There is problem with the strings...it is hard to tune it..go for other guitar
",1.0 out of 5 stars
738,"
Five Stars
","
Amazing guitar...It's very nice
",5.0 out of 5 stars
739,"
Good product
","
Good product
",5.0 out of 5 stars
740,"
Five Stars
","
Good one for the price.
",5.0 out of 5 stars
741,"
I like it
","
Vary cute guitar
",5.0 out of 5 stars
742,"
Five Stars
","
Cool
",5.0 out of 5 stars
743,"
Good product
","
Nice
",5.0 out of 5 stars
744,"
Five Stars
","
my boy just loved it
",5.0 out of 5 stars
745,"
very poor musical quality.
","
Poor quality and out of tune. Not good enough for adults, meant for kids. Serious learners, stay away from it.
",1.0 out of 5 stars
746,"
Five Stars
","
Wonderful
",5.0 out of 5 stars
747,"
Five Stars
","
very good product for starters
",5.0 out of 5 stars
748,"
Five Stars
","
Superp quality and a good one
",5.0 out of 5 stars
749,"
Bad product and cheap
","
This product was nice but this product bad
",1.0 out of 5 stars
750,"
Five Stars
","
Best Guitar
",5.0 out of 5 stars
751,"
Five Stars
","
Nice
",5.0 out of 5 stars
752,"
Five Stars
","
Love it this product
",5.0 out of 5 stars
753,"
Five Stars
","
Amenzing......Amazon is the best
",5.0 out of 5 stars
754,"
Five Stars
","
Excellent guitar @ 3k and awesome packing from amazon
",5.0 out of 5 stars
755,"
Good and nice
","
Good and nice
",5.0 out of 5 stars
756,"
Gpod
","
Defective, however received the new one
",1.0 out of 5 stars
757,"
Five Stars
","
Best thing for the beginners
",5.0 out of 5 stars
758,"
Gud for beginner's
","
Best sound quality good liked it
",5.0 out of 5 stars
759,"
Fantastico
","
The strings are very cool
",5.0 out of 5 stars
760,"
Five Stars
","
Its best at its price
",5.0 out of 5 stars
761,"
Five Stars
","
nice
",5.0 out of 5 stars
762,"
Five Stars
","
This very good product in low prise
",5.0 out of 5 stars
763,"
Five Stars
","
Recommended for beginners!! Absolutely!
",5.0 out of 5 stars
