Drug,Review,Rating,Condition,Year
Tramadol,very little relief with this drug using 100mg as needed,2.7,Pain,2007
Tramadol,I suffer from chronic severe lower back pain due to Scoliosis. I'm taking 50mg 4x/day along with another Rx and cannot tell either help ease the pain.,2.3,Pain,2007
Tramadol,It works well for my chronic pain.,4.7,Pain,2007
Tramadol,"I have been using this for 4 years.  I am disabled from a stroke so I have to sit for long hours.  This has helped for tailbone pain and some light back pain relief and also for light spasms on my affected side.  Without this, it would be extremely hard to tolerate sitting for so long.  But for any pain that is worse a more stronger med required but that's not too often.  This drug for me is only good for light to moderate pain.",3.3,Pain,2007
Tramadol,"I HAVE HAD LUNG CANCER.CHEMO THEN SURGERY. FROM THIS I HAVE NERVE PAIN IN MY LEGS. IT BOTHERS ME MOST AT NIGHT, SO I TAKE TRAMADOLE AT SUPPER TIME, THEN WHEN I GO TO BED I SLEEP LIKE A BABY. NO PINS AND NEEDLES IN MY LEGS.",5.0,Neuropathic Pain,2007
Tramadol,My doctor is prescribing Tramadol for my pain I am experiencing from HCV & cirrosis.,4.7,Pain,2007
Tramadol,I have 5 bad discs in my lower back & tramadol (for break through pain) combined with hydrocodone takes away all of the pain with no side effects. I am a woman 52 years old 5ft 4 & 118 pds.,5.0,Pain,2007
Tramadol,"I took this drug for my migraines for a while and it help the first two times I used it, but after that it didn't help my headaches.",2.0,Other,2007
Tramadol,"I have L-5 herniated disc in my back, with Hx of severe pain x3 yrs. Did well on Tramadol the first 2 or 3 times I used it. But have gotten sweaty, with severe nausea & vomiting twice. Although it eases my pain, I'm scared to try it again. I have a choice - in pain or pain-free & vomiting.",2.0,Neuropathic Pain,2007
Tramadol,"2 days back, I took this drug after supper. My sciatica pain was significantly reduced. Next morning I wake up with nausea and extreme dizziness – this condition lasted for 5 hours. I am 155 lb, 5’7” and one 50mg pill floored me, just like it did to another 260 lb reviewer.     My doctor replaced it with Naproxen 500mg – which is known to have similar side effects – I have not gathered enough courage to try it yet!",3.0,Pain,2007
Tramadol,"I take Tramadol for pain and, thought it usually takes about an hour for me to notice a difference, I am pleased with the punch that this little guy packs. It has a lasting effect which means that I don't have to be the pill popper that I once was made to be with other less sufficient medications. On the down side, I do get the slightest ""foggy head"" from it.",4.3,Pain,2007
Tramadol,99.9% of the time this drug takes my migraines away. It works fast and it's effective.,5.0,Pain,2007
Tramadol,"I was having severe R hip pain to the point that I needed a cane to walk. The first 2 doses took the edge off and after 3 days of use my pain level went from a 9 down to 1.  Thanks, Carolynn",5.0,Pain,2007
Tramadol,"I am unable to take many of the common drugs prescribed for pain, such as Vicodin, Percodan, and Darvocet. I am also not able to take anything with aspirin or any anti-inflammatory drugs. I suffered a massive blood clot to my left kidney and Tramadol has worked great for keeping the pain in check. I DO have ringing in my ears, which I believe is a side-effect, but compared to the pain, that is nothing, and it will go away when I stop the Tramadol. I am grateful I can take it.",5.0,Pain,2007
Tramadol,It provides tolerance to the Fibromyalgia pain -- most often taking it away completely.  What I like most is there are no narcotics in it.,5.0,Pain,2007
Tramadol,bad withdraws cant sleep migrane headaches and diahrea  didnt do much for the pain after 2 weeks  bad drug dont recommend,2.7,Pain,2007
Tramadol,"I was given tramadol for wrist pain due to possible fracture. it did nothing for me to relieve pain and give me ad side effects like fast heart rate,agitation,insomnia, dry mouth and made me hot and sweaty. it seems that t works diferently for everyone. i wont take it again its not worth it for me.",2.3,Neuropathic Pain,2007
Tramadol,i hurt very much it took the pain away.so i got back to my life.,5.0,Pain,2007
Tramadol,this medication works for minor pain so it did take the edge off yet it did not entirely help me after my bladder biopsy,3.3,Pain,2007
Tramadol,for effective pain relief after my bypass surgery this drug was brilliant,4.7,Pain,2007
Tramadol,Pain in lower back caused by arthritis and L5 weakness. Did not want to take narcotic.,5.0,Pain,2007
Tramadol,This medication does not eleviate yhe pain but it does take the edge off so i am not in severe pain. Also it starts really woring about 1 hour after taking but wears off fast.,3.3,Neuropathic Pain,2007
Tramadol,For relief of Degenerative Disc Disease,4.3,Other,2007
Tramadol,It has caused me to not be able to take narcotic pain medications I tried to take a  vicodin 750 for more pain relief and the narcotic pain med was uneffective.,3.7,Pain,2007
Tramadol,"I used tramadol for opiate tapering. After going from 80+ mgs of oxycodone and methadone, this drug was great. It wouldn't get you any buzz but it stops withdrawal symptoms to a point that is very manageable. Tramadol is the withdrawal savior.",5.0,Other,2007
Tramadol,I do not get any relife,2.7,Neuropathic Pain,2007
Tramadol,"except you cannot just quit taking the meds, i go through kinda like withdrawals",4.0,Pain,2007
Tramadol,taking it for 2 years for compression fractures in my lower back. never any bad side effects.  works wonders when you have to bend and stoop.  take about 300mg. a day. use it almost exclusively at work.   use in conjuction with motrin.   makes pain bearable.,3.7,Pain,2007
Tramadol,"I have found this drug quite effective for my knee pain,without it ,I would not be working.I take it in conjuction with meloxicam which contols inflammation",5.0,Pain,2007
Tramadol,Prescribed for chronic nerve pain (phantom pain). Found little to no relief. Over the counter meds far superior.,2.3,Neuropathic Pain,2007
Tramadol,"Pain in knee joint after climbing short stairs or walking short distance,relief  from pain is very short with this med.",2.3,Pain,2007
Tramadol,"taking 50mg for pain during periods from endometriosis a few days a month, started out working great now I can hardly tell I am taking anything. Can't sleep at night if I take it late in the day.",3.0,Pain,2007
Tramadol,"took 1 pill at night went to bed. Next morning took on empty stomache.  By 2 hours i was lightheaded, somewhat dizzy, itchy, my blood pressure was at 120/80 when I got out of bed at 8 am. by 11 amm it was 147/95.  The pharmacy said to rest. I rested all day threw up every time I got out of bed. The pain in my head went away but when I stopped taking the pill, I had the side effects and the original pain.  I was at a level 9 in pain about to go the the hopital.  I took my usual, relafen and a bath and i finally felt better. Went to bed, slept and next morning felt better. Read More Read Less",1.3,Pain,2007
Tramadol,Tried this for headaches but only at 50 MG.  After I read the other posts I wonder if I  should have been taking a higher dose.,2.0,Other,2007
Tramadol,arthritus,2.3,Pain,2007
Tramadol,"I found myself still needing ibuprofen after taking this medication, but overall, it's a decent, non-dependence-causing drug.",4.0,Pain,2007
Tramadol,I have been using this medication for a year now and it has helped my arthritis emensly.  I have degenerative osteoarthritis in my feet and legs.,4.7,Pain,2007
Tramadol,I take it for fibromyalgia pain.  It helps the pain enough to let me exercise and clean my house but it doesn't knock the pain all the way out.  It makes my heart beat a little fast with higher doses and first couple of doses made me itch all over.,4.0,Pain,2007
Tramadol,This medication's effectiveness varies day to day but basically takes the edge off the pain.  I am satisfied because I am not groggy or disoriented and pain levels are controlled - a great alternative to narcotics.,3.7,Neuropathic Pain,2007
Tramadol,"Did not relieve pain, instead gave me a lightheaded, zoned out feeling as if to take my mind off the pain, but in reality not relieving the pain.  Caused nightmares, and sort of hallucination type feelings especially when sleeping.",2.0,Pain,2007
Tramadol,"I have used tramadol and found it longer lasting, lower side affects and it made me more awake and not drowsy.  You may need sleep med at night when using.  I had an unusual side effect that prevented me from using it much.  After several days, my lower back pain got more intense when the med wore off.  I had to stop using it except for short term. It would be my choice otherwise.",4.3,Pain,2007
Tramadol,I use it when my Ankylosing Spondalytis is acting up.  It reduces the pain.,4.7,Pain,2007
Tramadol,I have been on tramadol 100mg 3x daily for more than two years to combat pain from a l5-s1 disc herniation. after two surgeries the pain is tolerable with the tramadol allowing me to work. without the tramadol work would be impossible. i have found even after extended use that tramadol does not have the addictive symptoms of other pain meds such as hydro codone.,5.0,Pain,2007
Tramadol,"It is a better overall choice than a narcotic pain reliever such as percocet. Helps with pain but not as addictive. I heard it also will help with many people that are addicted to narcotic pain relievers and this will help with your withdraw symptoms to help ""wean"" you off the more ""serious"" drugs.",5.0,Pain,2007
Tramadol,"I have used this in the past, it worked OK.  I get as much or better relief with 600mg of Ibuprofen & 2 extra-strength Tylenol.  Ultram worked OK, but it made me have a very dry mouth & constipation.",3.0,Pain,2007
Tramadol,I have neuropathic pain due to a spinal cord injury and tramadol in conjuction with my other medications makes it more tolerable. Without the tramadol my pain level increases rapidly and markedly.,4.3,Neuropathic Pain,2007
Tramadol,"Have used Tramadol for 3 years + for fibromyalgia pain.  Although it does not fully relieve my pain, it is the only thing other than strong narcotics that gives me any significant relief.  I have not experienced any significant side-effects.",3.7,Pain,2007
Tramadol,Tramadol has replaced Panadeine Forte and as it is slow release I can have one in the morning and it lasts all day. Then I have one at night to last all night. It takes the edge off my pain but doesn't get rid of it completely. I know when I have missed a tablet because I get withdrawl symptoms . eg the shakes. But I could not live without Tramadol. I was in a car accident 9 years ago and injured my back and neck. I have chronic pain in them now.,4.3,Pain,2007
Tramadol,"This medication has worked better than alternatives for fibromyalgia.  Slow release Tramadol has been more effective than the standard oral Tramadol.  I have had less cognitive side-effects than on other pain meds, and have been able to increase my physical activity.  It has also helped reduce fatigue levels as a result of reduced pain.",4.7,Pain,2007
Tramadol,"It helps woth my everyday aches and pains, but I don't think there is anything that can get rid of the paion in my right flank area.",4.0,Pain,2007
Tramadol,"Tramadol does help with the pain (neuropathy in feet and legs) However,it does not take the pain away completely.Also, the side effects of the medication varies at times..in that sometimes I do feel a little ""buzzy"" with it and other times not.Overall, it is a good medication ,especially for daytime use.",3.7,Neuropathic Pain,2007
Tramadol,Discontinued Tramadol;  Too many side effects.,2.3,Neuropathic Pain,2007
Tramadol,"I have taken Tramadol for almost five years, for chronic back pain (either arthritic or a damaged nerve) incurred as the result of a car accident.  For me this drug is a godsend - it kills pain much better than anything OTC, but it doesn't make you `high'.  It enables me to live a normal life.",5.0,Pain,2007
Tramadol,"Nothing else gave me any relief for the pain in my knuckle, which has no cartilige in between. Rubbing bone on bone.",4.7,Pain,2007
Tramadol,Nothing helps my fibromalysia more than Tramadol.,5.0,Neuropathic Pain,2007
Tramadol,My pain is some what less & helps me to function enough to do my daily activities.,3.3,Neuropathic Pain,2007
Tramadol,"I have fibromyalgia, and although the Tramadol was intended to treat the pain of the disorder, I find it treats the ""fibro fog"" better than it treats pain.  I have been taking it for at least 10 years, and I can't imagine my life without it.  I'm extremely dependent on Tramadol, but I use it only as my doctor says (sometimes less) because I'm afraid.  I will never stop taking it, because it makes me feel normal - it doesn't make me feel like I've taken amphetamines, nor does it make me sleepy.  I'd much rather be a Tramadol ""addict"" than be as I was before Tramadol.  Before I started taking it, I was just about housebound due to pain, depression and the ""fibro fog"".  Tramadol hasn't made my life perfect by any means, but it's a way for me to actually have a life. Read More Read Less",4.7,Other,2007
Tramadol,"I've been suffering with degenerative disc disease (lower back) for many yrs but recently the pain became unbearable. At first the doctors put me on Vicodin. I was taking 1-2 tablets daily for roughly 2 yrs. I was scared of becoming too dependent on the drug (narcotic) so they switched me from Vicodin to Tramadol (50mg). I've been taking 1-2 pills daily for the past 2 yrs and I truly think it helps. It does NOT alleviate the pain completely but it relaxes me enough where I can sleep at night. I am only able to get around by having 2-3 epidural injections per yr. If it wasn't for the injections, my only other answer is sever spinal fusion.     The downside is there was 1 time where I took 5 pills in a 8-12 hour period and I was high as a kite. I was literally running laps around my house at 5:30am. When I got off the high, I slept for 12 hours.    Bottom line: It does help but it only works in conjunction with other methods (ex. injections, therapy, etc).    GOOD LUCK!Read More Read Less",4.3,Pain,2007
Tramadol,how this company managed to get a placebo on the market as an actual pain killer is beyond comprehension  i have chronic back pain and it didn't help at all,2.3,Other,2007
Tramadol,"Only effective drug found that I could take that works for pervasive OA.  Does not work for Neuropathic pain that I have, but that is not what I have it for.  Withdrawal symptoms are evident if a dose is missed and after long term use I notice other noted side affects.  I would rather not be taking it due to these, but I have not found anythin non-narcotic that helps the OA as well as Tramadol.",3.0,Pain,2007
Tramadol,"I was in a car accident 5 yrs ago, I have been on so many meds that it isn't funny. I became addicted to percocet & finally was able to come down to ultram, however the cost is outrageous and started taking the generic. This didn't work half as well as the brand name. So, now I am back to bouncing around trying to find a pain pill that will allow me to function & help me sleep but doesn't turn me into a zombie.",2.7,Pain,2007
Tramadol,This medication works for me on broad body aches. Not for acute pain.,4.3,Pain,2007
Tramadol,I took this drug for sciatica pain and found it to be excellent  with a minimum of side effects.,5.0,Pain,2007
Tramadol,Wasn't strong enough and became addictive.,2.3,Pain,2007
Tramadol,The withdrawl form this medication is VERY uncomfortable. Even compared with Darvocet/Vicodin. There is not much known about this medication. VERY scary!!!!!,2.3,Pain,2007
Tramadol,"I was given this and Vicodin for fibromyalgia, which I think was a cover up for what they couldn't diagnose.  i was dependent on them daily and had to go cold turkey after 2 years and had a week and a 1/2 of major withdrawl.  This medication is scary",1.0,Pain,2007
Tramadol,I was taking Tramdrol for arthritis pain. This medication relieved about 80% of my pain. I was still suffering from pain but it did give some relief.,3.3,Pain,2007
Tramadol,"neuropathic pain from spinal stenosis and OA. Worked very well when begun 2 yrs ago, but effectivness has diminished.",3.7,Pain,2007
Tramadol,"Tramadol was prescribed for my ankylosing spondylitis, fibromyalgia, degenerative osteoarthritis (lumbar and cervical spondylosis), chronic myofascial pain and pain from Raynaud's phenomenon. I am also on diclofenac sodium for the AS. I am still having a great deal of pain throughout my body.  My physical therapist and my TENS unit have helped more than the tramadol.",2.0,Pain,2007
Tramadol,"this drug works on the pain quite well also doesn't make me tired however, when i run out the withdrawal symptoms are awful!!! sends my blood pressure through the roof, my stomach is sick and i am very tired!!",3.0,Pain,2007
Tramadol,Controls the pain of fibromyalgia.,5.0,Pain,2007
Tramadol,did not work for pain at all. My dose was low but I was not taking any other pain medications at the time so it should have helped at least a little?,1.7,Pain,2007
Tramadol,I was taking Ultram (Tramadol) in addition to Vicodin (per my doctor's instructions) & I had a grand mal seizure which my neurologist & I believe was due to the combination/interaction of these two drugs as well as some of the others I was taking at the time. I immediately stopped taking the Ultram & have not (knock on computer desk--a bunch of times) had another seizure.,2.7,Pain,2007
Tramadol,"I was prescribed for migraine/high blood pressure type headaches and it does help dull the pain, but does not alleviate completely. It leaves me with a groggy, drugged feeling 4 hours after taking medication, which I do not like.",2.7,Other,2007
Tramadol,With having complications with a THR Tramadol 200SR was prescribed 1 x nightly & 1 x morning. During the day I was taking up to 4 x 50mg with up to 4 x 1000mg Paracetamol if required. I found the Tramadol more than coped with my pain and only post operative was Paracetamol taken even then not on a regular basis.,5.0,Pain,2007
Tramadol,Works well for me.  Occasional side effect of a headache in the morning if taken right at bedtime.,4.3,Pain,2007
Tramadol,taking for arthitis and joint pain,4.0,Pain,2007
Tramadol,I have lupus and I take this for joint pain. I could not get out of bed without it.  Great medication!,4.3,Pain,2007
Tramadol,"I have Rheumatoid arthritis and when I have flare-ups, I take one Untram and most of the time, my pain becomes under control. It is quite effective for me.",4.3,Other,2007
Tramadol,I take 1-2 tablets a day as needed for pain.Starting with 2 in the morning and  one every 4 hours it as needed.This works  works great for me.  I do have a snack with it to keep from having a sick stomach.,5.0,Pain,2007
Tramadol,"No effect on pain at all, broke out in itchy hives",1.0,Pain,2007
Tramadol,My mom takes Tramadol to help control restless legs.  Taken with another pain med (Gabapentin) my mother's restless leg syndrome is under control.  She was unable to take Requip for this condition as it caused her to faint.  My mom is in her 90's.,4.3,Other,2007
Tramadol,side effects of constipation  \doesn't control enough of pain,3.3,Neuropathic Pain,2007
Tramadol,Fibro patient.Could not live without this drug. I take 2 at night for painless deep sleep and 1 sometimes during the day if needed. My only fear is reported addition from other users.,4.7,Pain,2007
Tramadol,Given tramadol for fibromyalgia. Not totally effective.,3.3,Pain,2007
Tramadol,I use tramado for fibromyalgia pain treatment.  Helps control pain gradually.,3.7,Neuropathic Pain,2007
Tramadol,My pain Dr. stopped the rx because of fear of seizures.,5.0,Neuropathic Pain,2007
Tramadol,"Taken with Advil, this medicine works great.",4.3,Pain,2007
Tramadol,It took away the migraines and the severe lower back muscle pain when nothing else worked.  Amazing,5.0,Pain,2007
Tramadol,I find this a pain med to work on doesn't make me stupid.,5.0,Pain,2007
Tramadol,Not very helpful with the pain of osteoarthritis and fibromyalgia.,3.0,Pain,2007
Tramadol,The pain is worse if I stop it. I take it for fibromyagia and it helps enough.,3.7,Other,2007
Tramadol,"have been on this medication for a year now and have only good things to say about it's effectiveness toward back pain and nerve damage pain. Also I appreciate that I do not feel ""drugged"" from this medication and can function at high levels at work and home. I take 100 mg every 4-8 hours depending on pain levels.",5.0,Pain,2007
Tramadol,"Have taken between 200-400 mg/qd since 1996.  Works so much better than any other narcotic classification without horrid side-effects.  If I run out without a refill, going through withdrawal, however, is not too pretty!",5.0,Pain,2007
Tramadol,This medication works some of the time to elaviate the pain.,2.7,Pain,2007
Tramadol,Took for - as of yet - unexplained moderate pain and this medicine did little for the pain...I was max dose!,3.0,Pain,2007
Tramadol,I take this along with hydrocodone.  Together they only lower pain from 10+ to 7.  That's on a good day!,3.0,Pain,2007
Tramadol,"Be Weary!!I took it for fibromyalgia pain. I had some bad side effects, but it helped a little. IT's very physically addicting even when you take it as prescribed and very hard to get off of.",3.0,Neuropathic Pain,2007
Tramadol,"I've had extreme nausea, combined with incredible dizziness and muscle weakness. Also, I've gotten pretty bad chills on this medication. I don't like how it makes me feel at all.",3.0,Pain,2007
Tramadol,does not help the pain,2.3,Pain,2007
Tramadol,"For treating migraines for 20 years, this is the only thing that has worked effectively, and no side effects such as the ""hangover"" feeling associated after I've taken other medications.",5.0,Neuropathic Pain,2007
Tramadol,"I have never been so nauseated from a pain medication in my life. It was horrible, and while it did decrease my pain, I just traded one discomfort for another. I will never take this again. I've been on percocet, and other meds with no problems. We wanted to try something less strong and I wish it had worked and I could stay on it but, there is no way on earth I can tolerate this medication. Four hours of severe cramping and nausea are not worth it. I gave it three tries thinking this side effect might be temporary but, the dread I felt trying to take it that last time coupled with the nausea, vomiting etc. make this in no way worth taking again. Ever.Read More Read Less",3.0,Pain,2007
Tramadol,"I was given this for rib pain when I had bronchitis. I asked for a non-narcotic,because I'm in recovery from drugs & alcohol. After my first dose,I got a 'buzz';then I looked the drug up-SURPRISE!! A narcotic-thankfully,I used it as prescribed.Not enough patient teaching/information!!",3.7,Pain,2007
Tramadol,"I broke both arms and legs in MC accident. Dr worried about narcotics and put me on TRAMADOL. I got very nausiated, couldn't sleep, scalped itched badly, felt aggitated.",2.3,Pain,2007
Tramadol,"I experienced blurred vision at first, but it went away after 3rd use.  It also made me very very tired almost immediately after taking i5.",3.7,Pain,2007
Tramadol,"Caused dizziness, upset stomach and  insomnia.  It did help the migraine pain, but I'm not sure the side effects were worth it.",2.7,Pain,2007
Tramadol,"makes you very dizzy at first, otherwise works well",4.0,Pain,2007
Tramadol,it helps my back pain,4.3,Pain,2007
Tramadol,worked well on back pain yet caused jaw to become tight,4.3,Pain,2007
Tramadol,has helped with my chronic back pain (fractured T12 L1 vertabrae 1995) is about the only pain medicine that I can take also have arthritis in my knees and it helps with that also.,5.0,Neuropathic Pain,2007
Tramadol,"Caused insomnia, and facial itching, some dizziness and nausea with extended use; decrease in appetite",3.0,Pain,2007
Tramadol,"I have ""runners knee"" in both knees, and can hardly walk. Was given tramadol to help with the pain. Makes me very sleepy. first dose worked well...second, third etc. dose, VERY nauseating...woke up three times in the night to vomit. Requested another painkiller.",2.7,Pain,2007
Tramadol,i get better results with Tylenol,3.3,Pain,2007
Tramadol,herniated discs and severe chronic headaches  cannot skip a dose without becoming aggitated and jumpy,3.0,Neuropathic Pain,2007
Tramadol,"used for lower back pain,but still have problems",3.3,Other,2007
Tramadol,"AFTER TRYING MULTIPLE MEDS FOR MY MULTIPLE SYMPTOMS, TRAMADOL IS THE ONLY ONE THAT REALLY HELPS. (3 HERNIATED DISCS, 4 BULGING DISCS, MIGRAINES, CTS, CHRONIC NECK PAIN, AND CHRONIC DAILY GENERAL BODY PAIN) VERY SATISFIED WITH TRAMADOL, HOWEVER IT SEEMS THAT I CANNOT SKIP A DOSE ANYMORE WITHOUT MULTIPLE PAINS RECURRING (I TAKE 100 MG 3 TIMES DAILY). I HAVE TRIED ULTRAM ER WHICH IS NOT AS EFFECTIVE.",4.7,Pain,2007
Tramadol,"I have severe low back pain due to scoliosis and a turned vertabrae in my lumbar region of my spine and sometimes this drug takes the pain away, but most times it may take the pain level down some at the most.",3.0,Pain,2007
Tramadol,I get severe cronic headaches and nothing else has worked to take the pain away like this drug.,4.7,Pain,2007
Tramadol,"taking it for an abcessed tooth needing a root canal. 50 or 100mg every 6hrs,did not work well still in a lot of pain.",2.7,Pain,2007
Tramadol,"I suffer from Multiple Sclerosis - and pain is from multiple related symptoms - pain types include skeletal pain, cluster and migraines headaches, joint pain, chest pain (banding) and more.     This drug proved to be totally ineffective unless given in massive quantities - only thing found to provide any measure of relief is Vicodin/Lorcet - am currently taking 4-6 10mg pills daily, and still finding little relief the majority of the time - but very hesitant to discuss moving up to morphine or  stronger drugs with my neurologist due to primary progressive classification of my MS, and fear that when I later need stronger pain relief my tolerances will be so high that I will need dosages high enough to render me ""stoned"" in order to achieve any level of pain relief. Read More Read Less",2.0,Pain,2007
Tramadol,"This medication has not wokked for me on it's own. My pain got so bad one night that I called Wal-Green's at 1:00 AM. I asked if I could take something with it, they told me ADVIL> I took 800mg. And it works Great...My only problem is taking that much Advil what is it doing to my stomach.Anyway right now I have to take something For the pain",1.7,Pain,2007
Tramadol,"I have been on many types of pain killers, but Ultram is the only item that works.  It also seems to relieve my back pain all day.  For me it works better than oxycoton.",5.0,Pain,2007
Tramadol,BEST MED.....Sure as HECK beats codeine!!!!,5.0,Neuropathic Pain,2007
Tramadol,One problem I'm having is nausaui. Even when I take 1/2 of a pill. My pills are 50Mg.,2.7,Pain,2007
Tramadol,"I suffer from chronic pain due to diabeties and have been on tramadol since 2004. My dr. has suddenly taken me off them stating the use of them with other pain meds has become an issue with the medical board. Now I have looked up everything I can and have found no evidence to support this. Has anyone else had a similar experience with their dr ? It helps me keep a certain standard of life, meaning, with out pain, that now I am experiencing alot of pain and my quality of life is going down.",4.7,Pain,2007
Tramadol,It doesnt even work evern as good as tylenol.,1.3,Pain,2007
Tramadol,"I have chronic back pain, as I have had 2 surgerie's on my back. I'm now having Sciatica again, so my doctor put me on this yesterday.  It make's me VERY drowsy, but does help with the pain. I did get sick on it last night, though.   Has anyone else had nausea on this drug?",3.7,Pain,2007
Tramadol,WORKED EXTREMELY WELL AND IS AFFORDABLE  BROKE SEVERAL VERTABREA IN MY NECK AND HAVE USED A LOT OF DIFFERENT PAIN MEDICINES AND THIS IS ONE THAT DOESN'T MAKE ME TIRED OR MESS WITH MY THINKING ABILITY,5.0,Pain,2007
Tramadol,"I have recently started this medication for endo. I have not had any satisfation with this yet. IT DOES NOT WORK. I wish doctors would listen to people when they say they are in pain, cause what I have hurts like hell.  Females out there know what it is like.",1.7,Pain,2007
Tramadol,it relieves pain makes me drowsy and i havent stopped itching since i started taking it,3.7,Pain,2007
Tramadol,"i have fibromyalgia, and iron defieciency and b12 and vit d defieciency,  i have restless body, not just let syndrom, it helps me to sleep, i only take at nite, i dont know if it's in my mind or it actually works that good, last nite, i fell right to sleep, which i had been tossing and turning and whining in discomfort all nite before this",3.3,Pain,2007
Tramadol,"i have fibromyalgia syndrom and arthritis and this medication doesnt give me any help, especially after using something stronger such as vicodin or norco. Plus it makes me feel funny.",2.0,Pain,2007
Tramadol,no relief from pain at all,2.0,Pain,2007
Tramadol,I take the maximum dose and still need Hydrocodone. I have Interstitial Cystitis.,2.7,Pain,2007
Tramadol,"I broke my anckle and had a rod and five pins put in. There has been a lot of pain with this injury, tramadol did not really help me with the pain a all.",1.7,Pain,2007
Tramadol,I have severe Pain in my foot due to a degenritive disease the doctor i see continually perscribes this IT DOES NOT WORK for severe pain. This pain will never go away only worsen.,2.3,Pain,2007
Tramadol,I have road rash from a motorcycle accident & I'm being treated like a burn victim.  I was taking 5mg of Hydrocodone & was just switched today to 50mg of Tramadol.  The comments I read makes me think this isn't going to help me much more.,1.7,Pain,2007
Tramadol,I am on 50mg of Tramadol HCL as neened.  I have found that Tylenol (Acetaminophen)500mg seems to give me about the same relief.,3.7,Pain,2007
Tramadol,"when I stopped taking this drug, the withrwal for me was unbearbale. I experienced most of the symptoms.  Use caution with this med.",1.7,Pain,2007
Tramadol,unless yourpain is verylite this drug is like asprine,2.0,Pain,2007
Tramadol,Tramadol has been a life saver for me I can work and enjoy life agian,4.0,Neuropathic Pain,2007
Tramadol,"I got really sick, but i guess that my body did not agree with the medicine",1.0,Pain,2007
Tramadol,"This is working pretty well at low doses for some orthopedic pain I am having right now., especially when I observe my limitations.",4.3,Pain,2007
Tramadol,This med did not do much for me especially if the pain in severe.  My doctor has increased the dosage which I hoped would help but it didn't do much to decrease my pain level.,3.0,Pain,2007
Tramadol,"I've taken Tramadol for both knee pain and migraines, and it really did not help that much unless I took more than was recommended.",3.3,Pain,2007
Tramadol,"tramadol does nothing for me, sorry",2.3,Pain,2007
Tramadol,The pain I had in my back didn't go away.,2.3,Neuropathic Pain,2007
Tramadol,I was given this drug while taking Interferon and ribaviron for Hep C. I seemed to also have nausea with tramadol.,2.7,Pain,2007
Tramadol,I am having a lot of numbness and tingling the tramadol works on the pain but not the other symptoms.,3.3,Neuropathic Pain,2007
Tramadol,I made the mistake of taking this medication on an empty stomach.  The Nausua and following sickness I endured lasted 2 days.  I am a 240 pound guy and 1 pill 50mg floored me.  I have chronic upper back pain and am now reluctant to take any medications.  My advise is to eat something prior to taking.,1.0,Pain,2007
Tramadol,It was supposed to help relieve muscle pain in my chest. It worked briefly. I never felt that the pain subsided. It just lessened the pain for the moment. I am fearful of taking narcotic like prescriptions. I wish the doctor would listen and suggest a better remedy.,3.0,Pain,2007
Tramadol,"With a past history of intravenous drug use (2 decades ago), I was a little leery of this medication. Post heart surgery trauma has left me with an unrepairable sternum injury and chronic costochondritis. This medication has made it possible for me to function at a moderate level, without experiencing any desire to misuse it.",4.3,Pain,2007
Tramadol,I have back pain and i refuse to take painkillers like my dr. suggested so i take to tramadol and it seems to help for the most part. Not all the time but nothing works all the time. Painkillers are bad things to take and very addictive and as long as this works then i will use this instead.,4.3,Pain,2007
Tramadol,"FIRST DOSE CAUSED ITCHINESS,HYPERACTIVITY, SLEEPLESSNESS",2.3,Other,2007
Meloxicam,"my frozen shoulder was extremely painful.  One dose my movement went from 20% to almost 90% and pain was down from say a 9 to 2.  It's been 3 weeks now and I feel great I started playing basketball again, and lifting some light weights.

Highly recommend.",5.0,Joint Inflammatory Disease in Children and Young Adults,2024
Meloxicam,"Prescribed for hand to wrist injury primarily similar to warehouse lifting for assembly lines, after ten hours and a snack and water there was four hours of on and off vomiting, frequent stool release, little abdominal area pain but a continuous right side brain pain that is on day five even with taking store brand headache reducer. I'm still not smiling. Eighty six cents for 30 count. This oral pill is comfortable to swallow, but it only made my cranial head not think about my hand pain. This is not the type of treatment I had in mind when developing a hand injury in an attempt to satisfy a demand goal. Not sure how long the headache and frequent stools will continue so I have discontinued eating until the head pressure is way more painless to the temple nerve Read More Read Less",2.0,Joint Damage causing Pain and Loss of Function,2024
Meloxicam,"I was prescribed this from a Pain Management doctor who thought this would help my back pain and pain into my legs as well.  After trying it, I am now dizzy and don't feel much pain relief, even my wife stopped taking this medicine so it's not a very good one for pain, do NOT recommend to anyone!",1.0,Other,2024
Meloxicam,"15 mg took the pain away BUT the side effects were.. left side 
v-bad jaw pain, headache and nausea in evening, raised blood pressure, sweating, dry mouth, up every 2 hours.",2.0,Other,2024
Meloxicam,I was told to take one tablet every 12 hours. I've taken it for two days now and it is flat out not working. The Tylenol and Motrin combo that you can get from Walmart seems to work better than this crap.,1.7,Other,2023
Meloxicam,"I've had horrific joint and back pain for years.

Ibuprofen, even in massive doses, didn't help.

I've been on Meloxicam for a week now, and feel much better.

For the first time in years, I feel 46 instead of 86.

I can't comment on side effects because I haven't been taking it long.

But, I'll deal with them.  In my particular situation, it's working very well.",4.3,Rheumatoid Arthritis,2023
Meloxicam,I’m taking this for painful osteoarthritis.  Pain relief has been quick and long lasting through each day.,5.0,Other,2023
