game_id,turn_number,nickname,rack,location,move,points,score,turn_type
xvjvGK6L,22,TobeyTown,AEIRTUW,15A,EW,+32,277,Play
xvjvGK6L,23,BasicBot,ADENOOP,7E,POO,+12,256,Play
xvjvGK6L,24,TobeyTown,AIJMRTU,F6,J.,+25,302,Play
xvjvGK6L,25,BasicBot,?ADELNN,K4,N..,+3,259,Play
xvjvGK6L,26,TobeyTown,AIIMRTU,8D,MA,+11,313,Play
xvjvGK6L,27,BasicBot,?ADEGLN,12D,..D,+11,270,Play
xvjvGK6L,28,TobeyTown,IIRSTUU,9C,RUT,+13,326,Play
xvjvGK6L,29,BasicBot,?AEGILN,1H,rEGALIN.,+74,344,Play
xvjvGK6L,30,TobeyTown,EIIIRSU,10B,RE,+6,332,Play
xvjvGK6L,31,BasicBot,AMNPT,A10,AMP,+13,357,Play
xvjvGK6L,32,TobeyTown,IIISU,,(time),-10,322,Timeout
P4g3njzu,1,BasicBot,?AEELOR,8C,pAROLEE,+64,64,Play
P4g3njzu,2,sassynclassy52,?BCDSUU,G7,C.UB,+12,12,Play
P4g3njzu,3,BasicBot,AAEEHIN,E6,HE.NIA,+18,82,Play
P4g3njzu,4,sassynclassy52,?DOSTTU,D11,TOUT,+10,22,Play
P4g3njzu,5,BasicBot,AEEGMVW,7I,WAVE,+23,105,Play
P4g3njzu,6,sassynclassy52,?CDENSU,L3,DUNC.,+16,38,Play
P4g3njzu,7,BasicBot,EGLMOUY,3H,MOUL.Y,+26,131,Play
P4g3njzu,8,sassynclassy52,?AEGSTW,14A,WAT.aGES,+80,118,Play
P4g3njzu,9,BasicBot,ADDEGJV,J2,J.G,+27,158,Play
P4g3njzu,10,sassynclassy52,EKNOQRT,15G,TOKEN,+35,153,Play
P4g3njzu,11,BasicBot,ADDEIOV,M7,DIVA,+28,186,Play
P4g3njzu,12,sassynclassy52,EEIQRSS,H1,RI.E,+21,174,Play
P4g3njzu,13,BasicBot,DEFIOOX,L10,FOX,+31,217,Play
P4g3njzu,14,sassynclassy52,DEEMQSS,K11,MED,+29,203,Play
P4g3njzu,15,BasicBot,DEHIIOP,J12,HI,+21,238,Play
P4g3njzu,16,sassynclassy52,ABEQRSS,A11,BRE.S,+33,236,Play
P4g3njzu,17,BasicBot,DEEIOOP,6B,POO.,+15,253,Play
P4g3njzu,18,sassynclassy52,AAIQSTY,B10,QI,+35,271,Play
P4g3njzu,19,BasicBot,ADEEIIT,N10,DIE,+19,272,Play
P4g3njzu,20,sassynclassy52,AALSTYZ,O12,LAZY,+54,325,Play
P4g3njzu,21,BasicBot,AEINRST,O4,RETINAS,+82,354,Play
P4g3njzu,22,sassynclassy52,AFIORST,14M,FI.,+30,355,Play
P4g3njzu,23,BasicBot,AGILNNR,4B,GRANNI.,+16,370,Play
P4g3njzu,24,sassynclassy52,AEOPRST,B2,PE.,+12,367,Play
P4g3njzu,25,BasicBot,L,13I,L..,+5,375,Play
P4g3njzu,26,BasicBot,,,(AORST),+10,385,End
RtW7QYXa,1,BasicBot,BEHORST,8F,BOTHERS,+76,76,Play
RtW7QYXa,2,Vincent123,ACFHMRU,L3,CHARM.,+26,26,Play
RtW7QYXa,3,BasicBot,EEFGNNR,3I,FEN.ER,+30,106,Play
RtW7QYXa,4,Vincent123,DFGJTUX,5K,F.D,+14,40,Play
RtW7QYXa,5,BasicBot,BEGILNV,N1,VE.B,+18,124,Play
RtW7QYXa,6,Vincent123,GJLRTUX,G7,L.UT,+6,46,Play
RtW7QYXa,7,BasicBot,?GGILNW,J2,G.L,+8,132,Play
RtW7QYXa,8,Vincent123,GJNOORX,10D,RON.,+6,52,Play
RtW7QYXa,9,BasicBot,?EGINUW,1L,GI.E,+30,162,Play
RtW7QYXa,10,Vincent123,GIIJORX,,-GIIR,+0,52,Exchange
RtW7QYXa,11,BasicBot,?ACNUUW,,-UUW,+0,162,Exchange
RtW7QYXa,12,Vincent123,AIJOSXY,D10,.AY,+12,64,Play
RtW7QYXa,13,BasicBot,?ACNOPS,9C,OP,+14,176,Play
RtW7QYXa,14,Vincent123,EIIJOSX,E10,.XES,+45,109,Play
RtW7QYXa,15,BasicBot,?ACNSST,B8,STANCeS,+75,251,Play
RtW7QYXa,16,Vincent123,IIIJOOR,A7,JO,+33,142,Play
RtW7QYXa,17,BasicBot,AENPTUU,I8,.UP,+9,260,Play
RtW7QYXa,18,Vincent123,AIIIKOR,,-III,+0,142,Exchange
RtW7QYXa,19,BasicBot,AEEINTU,K7,U.EA,+8,268,Play
RtW7QYXa,20,Vincent123,ADEEKOR,J10,ERA,+12,154,Play
RtW7QYXa,21,BasicBot,?DEINTY,O4,YET,+21,289,Play
RtW7QYXa,22,Vincent123,DDEIKOZ,A13,ZED,+51,205,Play
RtW7QYXa,23,BasicBot,?ADIINR,L10,RAID,+16,305,Play
RtW7QYXa,24,Vincent123,DEEIIKO,13A,..D,+24,229,Play
RtW7QYXa,25,BasicBot,?IINQTU,13L,.IT,+8,313,Play
RtW7QYXa,26,Vincent123,EEIIKOO,,-EIIO,+0,229,Exchange
RtW7QYXa,27,BasicBot,?IIMNQU,N10,QUI.s,+66,379,Play
RtW7QYXa,28,Vincent123,AEGIKLO,O8,KOI,+32,261,Play
RtW7QYXa,29,BasicBot,AIIIMNO,,-IIO,+0,379,Exchange
RtW7QYXa,30,Vincent123,AEEGLOW,F8,.O.E,+18,279,Play
RtW7QYXa,31,BasicBot,AAIIMNT,2J,.I,+5,384,Play
RtW7QYXa,32,Vincent123,AEGILWW,13E,.AW,+10,289,Play
RtW7QYXa,33,BasicBot,AAILMNT,H11,MANIA,+31,415,Play
RtW7QYXa,34,Vincent123,EGIILNW,4I,E.,+7,296,Play
RtW7QYXa,35,BasicBot,LNOOTV,4F,NOV..,+12,427,Play
bnUhmeJd,1,BasicBot,?EGHOUY,8G,GUY,+14,14,Play
bnUhmeJd,2,was54,AIIILNO,,-IIIO,+0,0,Exchange
bnUhmeJd,3,BasicBot,?EHOOST,J8,sOOTHES,+70,84,Play
bnUhmeJd,4,was54,ALNNOPS,11J,.ALON,+10,10,Play
bnUhmeJd,5,BasicBot,CDFIKLS,O6,FLICKS,+51,135,Play
bnUhmeJd,6,was54,AAIINPS,L10,P.AIN,+14,24,Play
bnUhmeJd,7,BasicBot,AADEMRV,9M,VA.,+12,147,Play
bnUhmeJd,8,was54,AAEIOST,G8,.OAT,+6,30,Play
bnUhmeJd,9,BasicBot,ADDEMRZ,13G,MAZ.,+28,175,Play
bnUhmeJd,10,was54,AEEHISU,7L,HAU.,+8,38,Play
bnUhmeJd,11,BasicBot,DDEEGRT,H12,D.TE,+21,196,Play
bnUhmeJd,12,was54,EEEEISW,6J,WEE,+19,57,Play
bnUhmeJd,13,BasicBot,DEGRSTV,,-DGV,+0,196,Exchange
bnUhmeJd,14,was54,EEEIQST,10F,Q.T,+32,89,Play
bnUhmeJd,15,BasicBot,EEGORST,5I,GO,+8,204,Play
bnUhmeJd,16,was54,DEEEISY,14F,YE.,+18,107,Play
bnUhmeJd,17,BasicBot,CEENRST,15L,SECT,+30,234,Play
bnUhmeJd,18,was54,DEEILOS,15D,LIE,+9,116,Play
bnUhmeJd,19,BasicBot,AEFIINR,H1,AFIRE,+31,265,Play
bnUhmeJd,20,was54,?DEOPSU,O13,PU.,+5,121,Play
bnUhmeJd,21,BasicBot,ABGIIJN,3G,J.B,+23,288,Play
bnUhmeJd,22,was54,?DEEORS,4G,O.,+11,132,Play
bnUhmeJd,23,BasicBot,AGIIINR,15A,GIR...,+21,309,Play
bnUhmeJd,24,was54,?DEEERS,C12,DEE.,+10,142,Play
bnUhmeJd,25,BasicBot,AAIINNR,12A,RA.IAN,+16,325,Play
bnUhmeJd,26,was54,?BEIORS,A6,BROIlE.S,+77,219,Play
bnUhmeJd,27,BasicBot,DINNTUX,D11,N.X,+19,344,Play
bnUhmeJd,28,was54,DEIORVW,6A,.ROW,+11,230,Play
bnUhmeJd,29,BasicBot,DILNRTU,E5,UNTIL,+20,364,Play
bnUhmeJd,30,was54,DEIMNV,C5,M.VED,+17,247,Play
bnUhmeJd,31,BasicBot,DR,8A,.D.,+4,368,Play
bnUhmeJd,32,was54,IN,13L,.N,+4,251,Play
bnUhmeJd,33,BasicBot,R,J4,R..,+6,374,Play
bnUhmeJd,34,BasicBot,,,(I),+2,376,End
maZchkJe,1,Chebetvee,CKNRSUV,8H,VUS,+12,12,Play
maZchkJe,2,Chebetvee,CKNRSUV,,--,-12,0,Exchange
maZchkJe,3,BasicBot,?DDHNRS,,-DDN,+0,0,Exchange
maZchkJe,4,Chebetvee,CKNRSUV,8H,CUN,+10,10,Play
maZchkJe,5,Chebetvee,CKNRSUV,,--,-10,0,Exchange
maZchkJe,6,BasicBot,?EHRSUZ,8H,HERtZ,+52,52,Play
maZchkJe,7,Chebetvee,CKNRSUV,7I,NU,+8,8,Play
maZchkJe,8,BasicBot,GNNSTUV,,-GNUV,+0,52,Exchange
maZchkJe,9,Chebetvee,CIKRSTV,9G,KIT,+22,30,Play
maZchkJe,10,BasicBot,BDINSTU,F7,DUSTBIN,+70,122,Play
maZchkJe,11,Chebetvee,CORSTVY,14C,VOTS,+22,52,Play
maZchkJe,12,Chebetvee,CORSTVY,,--,-22,30,Exchange
maZchkJe,13,BasicBot,ILMMNOR,11C,LIM.,+16,138,Play
maZchkJe,14,Chebetvee,CORSTVY,14B,CORTS,+31,61,Play
maZchkJe,15,Chebetvee,CORSTVY,,--,-31,30,Exchange
maZchkJe,16,BasicBot,AMNORRX,D10,M.NX,+26,164,Play
maZchkJe,17,Chebetvee,CORSTVY,14F,SOT,+18,48,Play
maZchkJe,18,BasicBot,AACEORR,C13,ARE,+24,188,Play
maZchkJe,19,Chebetvee,AACRVWY,15G,WAR,+29,77,Play
maZchkJe,20,BasicBot,AACIIOR,G4,CIAO,+11,199,Play
maZchkJe,21,Chebetvee,ACDEOVY,15A,VO.,+18,95,Play
maZchkJe,22,BasicBot,AINOPRY,4C,PIRA.Y,+34,233,Play
maZchkJe,23,Chebetvee,ACDEHTY,9L,AD,+16,111,Play
maZchkJe,24,BasicBot,EFLNOTW,6J,FLOWN,+35,268,Play
maZchkJe,25,Chebetvee,CEHPRTY,5D,TE,+10,121,Play
maZchkJe,26,BasicBot,EEGGLOT,H1,EGG.,+27,295,Play
maZchkJe,27,Chebetvee,CHPQRRY,D3,P..,+5,126,Play
maZchkJe,28,BasicBot,EELOSTU,B13,LO.,+20,315,Play
maZchkJe,29,Chebetvee,CDHQRRY,N6,.Y,+5,131,Play
maZchkJe,30,BasicBot,EEESTUU,,-EEUU,+0,315,Exchange
maZchkJe,31,Chebetvee,ACDHQRR,O7,AH,+20,151,Play
maZchkJe,32,BasicBot,BDEESST,J12,BEDS,+18,333,Play
maZchkJe,33,Chebetvee,ACDOQRR,I11,CAD,+17,168,Play
maZchkJe,34,BasicBot,EEIOSTT,3B,TO.,+18,351,Play
maZchkJe,35,Chebetvee,EEOOQRR,12H,R..,+6,174,Play
maZchkJe,36,Chebetvee,EEOOQRR,,--,-6,168,Exchange
maZchkJe,37,BasicBot,EEEGIST,K4,GE.,+8,359,Play
maZchkJe,38,Chebetvee,EEOOQRR,10M,ER,+7,175,Play
maZchkJe,39,BasicBot,EEFIJST,12H,J..,+20,379,Play
maZchkJe,40,Chebetvee,ENOOQRV,K11,RE,+17,192,Play
maZchkJe,41,Chebetvee,ENOOQRV,,--,-17,175,Exchange
maZchkJe,42,BasicBot,EEFIIST,2H,.IF,+15,394,Play
maZchkJe,43,Chebetvee,ENOOQRV,B1,VE.,+12,187,Play
maZchkJe,44,BasicBot,EEILSTU,1A,E.IL,+24,418,Play
maZchkJe,45,Chebetvee,INNOOQR,11K,QIN,+28,215,Play
maZchkJe,46,BasicBot,AEEISTU,4K,.UISE,+14,432,Play
maZchkJe,47,Chebetvee,?ANOORU,3L,NO,+10,225,Play
maZchkJe,48,BasicBot,AEET,6B,TEA,+11,443,Play
maZchkJe,49,Chebetvee,?AORU,B6,.OUR,+4,229,Play
maZchkJe,50,BasicBot,E,10M,..E,+3,446,Play
maZchkJe,51,BasicBot,,,(?A),+2,448,End
xJ9ykKax,1,JELAX,BCIORSY,8H,CORBY,+32,32,Play
xJ9ykKax,2,BasicBot,AEELNRT,L4,RELA.,+16,16,Play
xJ9ykKax,3,JELAX,ACDFISW,K3,FAW,+30,62,Play
xJ9ykKax,4,BasicBot,EEGMNST,M2,METE,+21,37,Play
xJ9ykKax,5,JELAX,CDILOOS,N1,COD,+23,85,Play
xJ9ykKax,6,BasicBot,GILNNOS,7I,NO,+8,45,Play
xJ9ykKax,7,JELAX,EIJLOSU,J6,J..,+26,111,Play
xJ9ykKax,8,BasicBot,EGIILNS,3J,I.,+5,50,Play
xJ9ykKax,9,JELAX,DEILOSU,2D,LOUDIES,+66,177,Play
xJ9ykKax,10,JELAX,DEILOSU,,--,-66,111,Exchange
xJ9ykKax,11,BasicBot,EGIILNS,K8,.ILGE,+16,66,Play
xJ9ykKax,12,JELAX,DEILOSU,2G,LOUD,+16,127,Play
xJ9ykKax,13,BasicBot,EINNPSV,12J,V.IN,+14,80,Play
xJ9ykKax,14,JELAX,?EIMOSY,1F,MEY,+41,168,Play
xJ9ykKax,15,JELAX,?EIMOSY,,--,-41,127,Exchange
xJ9ykKax,16,BasicBot,?EFNPSS,H1,P.NS,+21,101,Play
JLuAmp5V,1,BasicBot,CEEEILU,8H,CLUE,+12,12,Play
JLuAmp5V,2,JELAX,AEILRVZ,L3,LAZIER,+40,40,Play
JLuAmp5V,3,JELAX,AEILRVZ,,--,-40,0,Exchange
JLuAmp5V,4,BasicBot,CEEFILR,K5,FLE.CE,+22,34,Play
JLuAmp5V,5,JELAX,AEILRVZ,J10,ZAIRE,+67,67,Play
JLuAmp5V,6,BasicBot,GINPRUU,13G,PUR.ING,+28,62,Play
JLuAmp5V,7,JELAX,GILSSVX,11J,.S,+28,95,Play
JLuAmp5V,8,BasicBot,ABOOUVY,H12,B.OY,+36,98,Play
JLuAmp5V,9,JELAX,DGILSVX,10J,..D,+13,108,Play
JLuAmp5V,10,BasicBot,AJOQRUV,12F,JO.,+16,114,Play
dsFFDQyj,1,Vincent123,BEINOPT,8G,OBE,+10,10,Play
dsFFDQyj,2,BasicBot,ABLRRTW,7I,BRAWL,+21,21,Play
dsFFDQyj,3,Vincent123,CINOPTU,8L,OINT,+23,33,Play
dsFFDQyj,4,BasicBot,AINORRT,8F,R...,+6,27,Play
dsFFDQyj,5,Vincent123,AACNOPU,7E,CAP,+19,52,Play
dsFFDQyj,6,BasicBot,AINORTV,F7,..VO,+9,36,Play
dsFFDQyj,7,Vincent123,AGNOSUU,11C,GUNS,+18,70,Play
dsFFDQyj,8,BasicBot,AIINRTV,K5,VI.,+12,48,Play
dsFFDQyj,9,Vincent123,AADEOUY,,-AOUY,+0,70,Exchange
dsFFDQyj,10,BasicBot,ADINRTX,D10,T.X,+20,68,Play
dsFFDQyj,11,Vincent123,?ADDENO,C11,.OD,+19,89,Play
dsFFDQyj,12,BasicBot,ADFINNR,E3,FRAN.,+20,88,Play
dsFFDQyj,13,Vincent123,?ADEELN,B12,DEEN,+24,113,Play
dsFFDQyj,14,BasicBot,CDIINTT,4B,NIT.IC,+16,104,Play
dsFFDQyj,15,Vincent123,?ADGLRW,9I,DRAW,+27,140,Play
dsFFDQyj,16,BasicBot,AADEKMT,B2,MA.ED,+24,128,Play
dsFFDQyj,17,Vincent123,?GILSST,3A,L.,+2,142,Play
dsFFDQyj,18,BasicBot,AEHIKST,15A,A.KH,+45,173,Play
dsFFDQyj,19,Vincent123,?EGISST,O8,.ESTInGS,+77,219,Play
dsFFDQyj,20,BasicBot,EGILRST,M7,..LT,+15,188,Play
dsFFDQyj,21,Vincent123,AEEFIOP,A6,OPE,+18,237,Play
dsFFDQyj,22,BasicBot,EGIIRSU,D2,GI.,+9,197,Play
dsFFDQyj,23,Vincent123,AEFIIJU,,-IU,+0,237,Exchange
dsFFDQyj,24,BasicBot,EIORSUY,13M,YO.,+10,207,Play
dsFFDQyj,25,Vincent123,AEEEFIJ,12L,JA,+23,260,Play
dsFFDQyj,26,BasicBot,EIORRSU,15L,OUR.,+5,212,Play
dsFFDQyj,27,Vincent123,EEEFILQ,5J,E.E,+6,266,Play
dsFFDQyj,28,BasicBot,?EIRSUZ,4L,RItZ,+48,260,Play
dsFFDQyj,29,Vincent123,EEFILMQ,3M,QI,+45,311,Play
dsFFDQyj,30,BasicBot,AENSTUY,N1,UN..Y,+14,274,Play
dsFFDQyj,31,Vincent123,EEFHLMU,O1,HE,+32,343,Play
dsFFDQyj,32,BasicBot,AEEIOST,E13,ITS,+15,289,Play
dsFFDQyj,33,Vincent123,AEFLMU,A1,ME.,+19,362,Play
dsFFDQyj,34,BasicBot,AEEO,14D,A.E,+10,299,Play
dsFFDQyj,35,Vincent123,AFLU,13E,.F,+10,372,Play
dsFFDQyj,36,BasicBot,EO,10D,.O.,+5,304,Play
dsFFDQyj,37,Vincent123,ALU,K9,.AL,+6,378,Play
dsFFDQyj,38,BasicBot,E,6A,..E,+4,308,Play
dsFFDQyj,39,BasicBot,,,(U),+2,310,End
cZmr8A3r,1,JELAX,ABEENPU,8F,BEEP,+16,16,Play
cZmr8A3r,2,BasicBot,AAAEFOO,,-AAFOO,+0,0,Exchange
cZmr8A3r,3,JELAX,AEFNUUV,7G,FA,+20,36,Play
cZmr8A3r,4,BasicBot,AAEILTY,I8,.AY,+9,9,Play
cZmr8A3r,5,JELAX,ENNRUUV,J9,NUN,+14,50,Play
cZmr8A3r,6,BasicBot,ADEGILT,9F,ID,+18,27,Play
cZmr8A3r,7,JELAX,EEORSUV,K3,OVERUSE,+73,123,Play
cZmr8A3r,8,BasicBot,AEGLRTX,E9,LATEX,+28,55,Play
cZmr8A3r,9,JELAX,EGLNSTT,D12,TEG,+21,144,Play
cZmr8A3r,10,BasicBot,?AFGHRR,13C,H..,+26,81,Play
cZmr8A3r,11,JELAX,ABLNSTV,3J,B.LT,+12,156,Play
cZmr8A3r,12,BasicBot,?AEFGRR,10D,F.G,+21,102,Play
cZmr8A3r,13,JELAX,ADENPSV,15A,PAVS,+36,192,Play
cZmr8A3r,14,BasicBot,?AEIORR,M1,An.ERIOR,+58,160,Play
cZmr8A3r,15,JELAX,DEEMNOZ,1L,M.ZE,+54,246,Play
cZmr8A3r,16,BasicBot,DIKLRRT,,-DKLR,+0,160,Exchange
cZmr8A3r,17,JELAX,DEENOQS,2M,.ED,+31,277,Play
cZmr8A3r,18,BasicBot,DIOORTT,12A,TOO..D,+13,173,Play
cZmr8A3r,19,JELAX,?EMNOQS,K11,OMEN,+16,293,Play
cZmr8A3r,20,BasicBot,ADIKRRT,L11,RID,+22,195,Play
cZmr8A3r,21,JELAX,?ACHLQS,B14,H.,+10,303,Play
cZmr8A3r,22,BasicBot,ACIKNRT,6M,.CK,+15,210,Play
cZmr8A3r,23,JELAX,?ACLOQS,,-COQ,+0,303,Exchange
cZmr8A3r,24,BasicBot,AIINRST,O5,A.IN,+24,234,Play
cZmr8A3r,25,JELAX,?AGILSW,J13,WAG,+20,323,Play
cZmr8A3r,26,BasicBot,IIOORST,M10,OI,+6,240,Play
cZmr8A3r,27,JELAX,?ILQRSW,15G,QuI.S,+49,372,Play
cZmr8A3r,28,JELAX,?ILQRSW,,--,-49,323,Exchange
cZmr8A3r,29,BasicBot,AINORST,5D,NOTARIS.,+66,306,Play
cZmr8A3r,30,JELAX,?ILQRSW,15G,QuI.,+39,362,Play
cZmr8A3r,31,JELAX,?ILQRSW,,--,-39,323,Exchange
cZmr8A3r,32,BasicBot,AEIILNU,A8,UNLI.,+15,321,Play
cZmr8A3r,33,JELAX,?ILQRSW,15H,WI.,+21,344,Play
cZmr8A3r,34,BasicBot,AEEIOUY,4B,YEA,+16,337,Play
zhjxMUma,1,BasicBot,?PSSTWZ,,-PSTW,+0,0,Exchange
zhjxMUma,2,Chebetvee,AEGGMOW,8F,GAME,+14,14,Play
zhjxMUma,3,BasicBot,?DIOSUZ,F6,ZI.,+33,33,Play
zhjxMUma,4,Chebetvee,DEGHORW,7I,HERD,+21,35,Play
zhjxMUma,5,BasicBot,?DIOSTU,M1,sTUDIOS,+76,109,Play
zhjxMUma,6,Chebetvee,EGNOSVW,9C,VOES,+25,60,Play
zhjxMUma,7,BasicBot,AEFOOOV,K3,FAVO.,+22,131,Play
zhjxMUma,8,Chebetvee,GNOQRTW,6J,W.,+26,86,Play
zhjxMUma,9,BasicBot,ADEOORU,6D,OU.O,+13,144,Play
zhjxMUma,10,Chebetvee,GNOQRST,E5,G.T,+10,96,Play
zhjxMUma,11,BasicBot,ADEEIRR,4J,R.I.ED,+20,164,Play
zhjxMUma,12,Chebetvee,LNOQRST,O1,TOR.,+15,111,Play
zhjxMUma,13,Chebetvee,LNOQRST,,--,-15,96,Exchange
zhjxMUma,14,BasicBot,AEEEJRS,O2,JA.E,+12,176,Play
zhjxMUma,15,Chebetvee,LNOQRST,D8,N.T,+4,100,Play
zhjxMUma,16,BasicBot,EEEFRSU,L7,.EFUSE,+22,198,Play
zhjxMUma,17,Chebetvee,ALNOQRS,2M,.A.,+20,120,Play
zhjxMUma,18,BasicBot,EEEMPRY,11C,YEP,+20,218,Play
zhjxMUma,19,Chebetvee,ILNOQRS,11I,QIN.,+26,146,Play
zhjxMUma,20,BasicBot,EEKMNNR,J10,M.NKE,+19,237,Play
zhjxMUma,21,Chebetvee,BELOORS,15D,BOOLERS,+98,244,Play
zhjxMUma,22,Chebetvee,BELOORS,,--,-98,146,Exchange
zhjxMUma,23,BasicBot,AEEIINR,12G,REI.,+16,253,Play
zhjxMUma,24,Chebetvee,BELOORS,15D,BOLEROS,+98,244,Play
zhjxMUma,25,BasicBot,AEINNRR,14A,RERAN,+16,269,Play
zhjxMUma,26,Chebetvee,ACDINOY,13B,YO,+19,263,Play
zhjxMUma,27,BasicBot,?AABHIN,I3,AB,+16,285,Play
zhjxMUma,28,Chebetvee,ACDGINU,H1,CAN,+17,280,Play
zhjxMUma,29,BasicBot,?AHILNT,2C,InHAL.NT,+69,354,Play
zhjxMUma,30,Chebetvee,DGILPTU,3A,PIT,+14,294,Play
zhjxMUma,31,BasicBot,ACILTWX,14I,L.XICA,+32,386,Play
zhjxMUma,32,Chebetvee,DGILU,A1,DI.,+18,312,Play
zhjxMUma,33,BasicBot,TW,G4,TW.,+6,392,Play
zhjxMUma,34,BasicBot,,,(GLU),+8,400,End
sQxo5mS4,1,BasicBot,ABDEINW,8D,WIDEN,+26,26,Play
sQxo5mS4,2,JELAX,CINOOYY,7G,YIN,+22,22,Play
sQxo5mS4,3,BasicBot,?ABCHIO,6H,BOA,+14,40,Play
sQxo5mS4,4,JELAX,CGOOPRY,5J,PORGY,+26,48,Play
sQxo5mS4,5,BasicBot,?CEHISV,M3,VI.,+14,54,Play
sQxo5mS4,6,JELAX,CELOORZ,9C,ZOO,+29,77,Play
sQxo5mS4,7,BasicBot,?CEEHST,N5,.ET,+8,62,Play
sQxo5mS4,8,JELAX,CEEHLRU,O6,HERE,+28,105,Play
sQxo5mS4,9,BasicBot,?CEHIOS,L4,O.E,+10,72,Play
sQxo5mS4,10,JELAX,CLLPRSU,,-CLLU,+0,105,Exchange
sQxo5mS4,11,BasicBot,?ACEHIS,8M,AI.,+10,82,Play
sQxo5mS4,12,JELAX,AFPRSUW,9J,FRAW,+23,128,Play
sQxo5mS4,13,JELAX,AFPRSUW,,--,-23,105,Exchange
sQxo5mS4,14,BasicBot,?ACEHOS,L8,HA,+20,102,Play
sQxo5mS4,15,JELAX,AFPRSUW,K9,FRAP,+23,128,Play
sQxo5mS4,16,BasicBot,?CEEEOS,12I,CO.E,+16,118,Play
Rm3TtFGj,1,Mrs.Martine,EHNOOÖS,8E,OHNE,+12,12,Play
Rm3TtFGj,2,BasicBot,ÄGIIRSW,D8,WIR,+20,20,Play
Rm3TtFGj,3,Mrs.Martine,EGINOÖS,9G,ÖSEN,+39,51,Play
Rm3TtFGj,4,BasicBot,?AAÄGIS,J8,A.SÄG,+13,33,Play
Rm3TtFGj,5,Mrs.Martine,CDEGIOS,11I,S.GE,+20,71,Play
Rm3TtFGj,6,BasicBot,?AABIIK,11D,KAI,+21,54,Play
Rm3TtFGj,7,Mrs.Martine,CDEEIOT,D8,....E,+20,91,Play
Rm3TtFGj,8,BasicBot,?ABINPS,13A,SPIN,+25,79,Play
Rm3TtFGj,9,Mrs.Martine,CDEIOTU,10B,CE.,+14,105,Play
Rm3TtFGj,10,BasicBot,?ABEEFN,13I,FEE,+22,101,Play
Rm3TtFGj,11,Mrs.Martine,DHIOTUV,,-DHIOV,+0,105,Exchange
Rm3TtFGj,12,BasicBot,??ABMNR,L5,tAMBuR.N,+76,177,Play
Rm3TtFGj,13,Mrs.Martine,EEEKRTU,6J,KR.UT,+18,123,Play
Rm3TtFGj,14,BasicBot,AEHOSUX,8L,.UXE,+39,216,Play
Rm3TtFGj,15,Mrs.Martine,EEEEHTY,N6,.E.,+10,133,Play
Rm3TtFGj,16,BasicBot,AEHIJOS,14K,SOJA,+22,238,Play
Rm3TtFGj,17,Mrs.Martine,EEEHTYZ,15M,EHE,+22,155,Play
Rm3TtFGj,18,BasicBot,EHIILNT,B10,.HI.,+11,249,Play
Rm3TtFGj,19,Mrs.Martine,DENTUYZ,D8,......D,+12,167,Play
Rm3TtFGj,20,BasicBot,EILLNTT,H7,L..T,+5,254,Play
Rm3TtFGj,21,Mrs.Martine,EMNTUYZ,11I,....N,+11,178,Play
Rm3TtFGj,22,BasicBot,EILNRTT,15D,ERLITT,+38,292,Play
Rm3TtFGj,23,Mrs.Martine,EMNTUYZ,F10,M.,+10,188,Play
Rm3TtFGj,24,BasicBot,ABDFNNQ,,-BDFNQ,+0,292,Exchange
Rm3TtFGj,25,Mrs.Martine,ENTUUYZ,F10,..T,+5,193,Play
Rm3TtFGj,26,BasicBot,ADENRRÜ,12F,.ÜR,+9,301,Play
Rm3TtFGj,27,Mrs.Martine,EMNUUYZ,,(time),-10,183,Timeout
fUnhVWbR,1,JELAX,ACEINQT,8G,QIN,+24,24,Play
fUnhVWbR,2,BasicBot,ALORSUW,I6,OW.,+10,10,Play
fUnhVWbR,3,JELAX,ACDEGHT,J6,HE,+31,55,Play
fUnhVWbR,4,BasicBot,ALORSUZ,5J,SOUL,+14,24,Play
fUnhVWbR,5,JELAX,ACDEGNT,K7,TAGED,+20,75,Play
fUnhVWbR,6,JELAX,ACDEGNT,,--,-20,55,Exchange
fUnhVWbR,7,BasicBot,?ANRRVZ,,-NRV,+0,24,Exchange
5h6h9ACH,1,BasicBot,CEFNNST,8G,FEN,+12,12,Play
nvrc4xus,1,sassynclassy52,AADEELN,H4,LEADEN,+16,16,Play
nvrc4xus,2,BasicBot,EEILMOS,G6,ME,+13,13,Play
nvrc4xus,3,sassynclassy52,ACFKNOQ,9F,CO.K,+16,32,Play
nvrc4xus,4,BasicBot,?DEILOS,J6,OILSeED,+70,83,Play
nvrc4xus,5,sassynclassy52,ABFNPQV,K4,BAP,+18,50,Play
nvrc4xus,6,BasicBot,AACMNNR,11F,MANN.R,+16,99,Play
nvrc4xus,7,sassynclassy52,EFNNQTV,L3,VET,+22,72,Play
nvrc4xus,8,BasicBot,?AAACEP,12B,APACE,+22,121,Play
nvrc4xus,9,sassynclassy52,FINNQRU,B10,QU.,+32,104,Play
nvrc4xus,10,BasicBot,?AAJORS,9A,JAR,+24,145,Play
nvrc4xus,11,sassynclassy52,FIILNNR,,-IILNN,+0,104,Exchange
nvrc4xus,12,BasicBot,?AIOOSU,F9,.A..O,+11,156,Play
nvrc4xus,13,sassynclassy52,FHORWYY,F5,HOW,+25,129,Play
